Annotated	Significant	Expected	DEG	Term	pval
GO:0009753	211	46	36.12	46	response to jasmonic acid	0.00356293823651549
GO:0015976	10	7	1.71	7	carbon utilization	0.000511725261197404
GO:0015979	227	157	38.86	157	photosynthesis	4.24286408374529e-11
GO:0019252	41	24	7.02	24	starch biosynthetic process	2.569098873805e-08
GO:0019253	16	14	2.74	14	reductive pentose-phosphate cycle	6.82338065868201e-09
GO:0070681	2	2	0.34	2	glutaminyl-tRNAGln biosynthesis via transamidation	0.0293007793590096
GO:0009772	11	5	1.88	5	photosynthetic electron transport in photosystem II	0.0272818986145563
GO:0019288	11	9	1.88	9	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	0.00225964794980192
GO:0009773	18	13	3.08	13	photosynthetic electron transport in photosystem I	3.86862914654158e-07
GO:0009723	182	44	31.16	44	response to ethylene	0.0427760183314552
GO:0009729	2	2	0.34	2	detection of brassinosteroid stimulus	0.0293007793590096
GO:0009741	108	31	18.49	31	response to brassinosteroid	0.000463873391018651
GO:0009742	76	18	13.01	18	brassinosteroid mediated signaling pathway	0.0125822586157392
GO:0009733	374	96	64.03	96	response to auxin	0.000926568557820843
GO:0009735	118	28	20.2	28	response to cytokinin	0.0185833879994169
GO:0009737	566	107	96.89	107	response to abscisic acid	0.0302582240433717
GO:0009704	17	9	2.91	9	de-etiolation	0.000809264610045777
GO:1901672	5	3	0.86	3	positive regulation of systemic acquired resistance	0.0381534818460872
GO:0006952	1213	272	207.65	272	defense response	0.000183180953210714
GO:0048564	18	10	3.08	10	photosystem I assembly	0.000244997311718042
GO:2000012	29	10	4.96	10	regulation of auxin polar transport	0.0183464057226581
GO:2000033	16	9	2.74	9	regulation of seed dormancy process	0.000448935998124846
GO:0071555	290	85	49.65	85	cell wall organization	0.000224118609464959
GO:0006949	16	9	2.74	9	syncytium formation	0.000448935998124846
GO:0019761	56	29	9.59	29	glucosinolate biosynthetic process	9.08022792914466e-08
GO:0009853	47	18	8.05	18	photorespiration	0.0275132616795587
GO:0009854	8	5	1.37	5	oxidative photosynthetic carbon pathway	0.00519355950005591
GO:0019750	35	17	5.99	17	chloroplast localization	0.0379435834586189
GO:0019752	958	359	164	359	carboxylic acid metabolic process	0.0335794054077432
GO:0045036	52	31	8.9	31	protein targeting to chloroplast	0.00249179390724853
GO:0002230	5	3	0.86	3	positive regulation of defense response to virus by host	0.0381534818460872
GO:0045037	30	17	5.14	17	protein import into chloroplast stroma	1.11685240737735e-06
GO:0045038	7	7	1.2	7	protein import into chloroplast thylakoid membrane	4.29173319527347e-06
GO:0048544	50	14	8.56	14	recognition of pollen	0.021196573807612
GO:0010569	6	4	1.03	4	regulation of double-strand break repair via homologous recombination	0.038133851058133
GO:0043481	5	4	0.86	4	anthocyanin accumulation in tissues in response to UV light	0.00370241599908596
GO:0043489	8	5	1.37	5	RNA stabilization	0.000857635315658991
GO:0090610	2	2	0.34	2	bundle sheath cell fate specification	0.0293007793590096
GO:0010581	8	4	1.37	4	regulation of starch biosynthetic process	0.0335463459456255
GO:0009825	44	13	7.53	13	multidimensional cell growth	0.0277051680144665
GO:0009826	370	93	63.34	93	unidimensional cell growth	3.41685995344258e-06
GO:0009828	37	14	6.33	14	plant-type cell wall loosening	0.0021523516121754
GO:0033481	2	2	0.34	2	galacturonate biosynthetic process	0.0293007793590096
GO:0009833	28	12	4.79	12	plant-type primary cell wall biogenesis	0.00125617372841021
GO:0009834	90	21	15.41	21	plant-type secondary cell wall biogenesis	0.0418809609030926
GO:0043447	4	3	0.68	3	alkane biosynthetic process	0.0174828423378864
