Description	pcrtB22h_vs_GFP22h_filtered	pcrtB25h_vs_GFP25h_filtered	pcrtBAA_vs_GFPAA_filtered	pcrtBBB_vs_GFPBB_filtered	pcrtBYY_vs_GFPYY_filtered	pcrtB28h_vs_GFP28h_filtered	pcrtB34h_vs_GFP34h_filtered	pcrtB37h_vs_GFP37h_filtered	pcrtBZZ_vs_GFPZZ_filtered	pcrtBCC_vs_GFPCC_filtered	pcrtB40h_vs_GFP40h_filtered	pcrtBDD_vs_GFPDD_filtered	pcrtB46h_vs_GFP46h_filtered	pcrtB56h_vs_GFP56h_filtered	pcrtBEE_vs_GFPEE_filtered	pcrtB96h_vs_GFP96h_filtered
Niben261Chr01g0027018.1	Cytokinin riboside 5'-monophosphate phosphoribohydrolase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.15565211572559	-3.15329409612028	-3.29153178646136	-3.81205926424935	-1.89599519558632	-2.53158876845954	NA
Niben261Chr01g0234004.1	chorion class high-cysteine HCA protein 12-like"	NA	NA	NA	NA	NA	NA	-0.914146741643021	-1.03080648116435	-0.878208540059165	-1.01190712342939	-1.16524092546007	-0.924961323601729	-0.799785533106409	NA	NA	NA
Niben261Chr01g0554008.1	protein RETICULATA-RELATED 1. chloroplastic-like"	NA	NA	NA	NA	NA	NA	-0.60090110367351	NA	NA	NA	NA	NA	-0.668982790803004	-0.811462943391832	-0.789040911933112	NA
Niben261Chr01g0602008.1	activator of 90 kDa heat shock protein ATPase homolog"	NA	NA	NA	-2.27968559808031	NA	-2.99180443326021	-2.68162730686337	NA	-1.55898717212149	-1.78757123207637	-2.22023305710974	-1.79512779067544	-1.70983450699885	-1.62995752161832	-1.76510059234097	NA
Niben261Chr01g0733005.1	Glycosyltransferase"	-1.54255516031131	-1.32184912134179	-1.50000710296063	-1.27527098892268	-1.29599754463744	-1.47005995636282	-2.10673472880321	-2.10262185935771	-2.10466735955773	-2.50100936491115	-3.40440892365008	-3.62803885796486	-3.73209448115034	-3.4503644084614	-3.42857036861852	NA
Niben261Chr01g1080014.1	periodic tryptophan protein 2 homolog"	-1.62681519592722	-1.85048571019825	-1.68621218005833	-1.89753933610647	-1.847703958809	-1.9309287987299	-1.71549707639136	-1.84804972295038	-1.54691355160683	-1.71458719756137	-2.85529572384953	-2.5025505435251	-1.99981605971203	-0.819477359523111	-1.2627972381671	NA
Niben261Chr01g1134008.1	Heat shock 22 kDa protein. mitochondrial"	-4.0603635271998	-4.07005105131353	-3.92100155254645	-4.45710936300717	-4.21361617801501	-4.3766749297314	-3.28550610435541	-2.83228689638055	-2.64861681483668	-2.94868804277509	-4.68169248793539	-3.5945055839943	-2.57586003975273	-2.05479339647421	-2.13907359304351	1.60823248282112
Niben261Chr01g1364017.1	AT-hook motif nuclear-localized protein"	-2.34923541269913	-1.7351129717046	-2.048058252818	-2.1647364590733	-1.97145447927297	-2.56179107795028	-3.55362285632403	-2.95409995618834	-2.8331379610861	-2.98851983651143	-3.8437258332411	-4.05167557880529	-4.2075268636577	-3.72118065553915	-3.75661773720843	1.56727529412915
Niben261Chr01g1745006.1	beta-fructofuranosidase. insoluble isoenzyme 1-like"	NA	NA	NA	NA	NA	NA	NA	NA	-3.9710919156399	-4.22550961768292	-5.09577875251523	-4.87229743134694	NA	NA	NA	NA
Niben261Chr02g0314006.1	Rubisco large subunit-binding protein subunit alpha. chloroplastic"	NA	NA	NA	-0.911545809950371	-0.76579853195197	-1.06082704581013	-1.53233583863773	-1.34534707786331	-1.49989296604786	-1.67909061426552	-2.28127438559071	-1.98875420945438	-1.39675758057097	-1.17809575339098	-1.16238257272297	1.79061398390214
