Annotated	Significant	Expected	Term	pval	Enrichment
GO:0046513	8	2	0.15	ceramide biosynthetic process	0.00905020071005983	6.04872047244095
GO:0030174	2	1	0.04	regulation of DNA-dependent DNA replication initiation	0.037004453894857	12.0974409448819
GO:0061615	24	3	0.45	glycolytic process through fructose-6-phosphate	0.0098004507425488	3.02436023622047
GO:0048281	4	2	0.07	inflorescence morphogenesis	0.00203812517206919	12.0974409448819
GO:0007098	2	1	0.04	centrosome cycle	0.037004453894857	12.0974409448819
GO:0035020	2	1	0.04	regulation of Rac protein signal transduction	0.037004453894857	12.0974409448819
GO:0140331	1	1	0.02	aminophospholipid translocation	0.0186763636363637	24.1948818897638
GO:0016042	186	10	3.47	lipid catabolic process	0.00670977530841103	1.3008001016002
GO:0120188	1	1	0.02	regulation of bile acid secretion	0.0186763636363637	24.1948818897638
GO:0009620	126	10	2.35	response to fungus	0.0330257425435843	1.92022872140982
GO:0016036	31	4	0.58	cellular response to phosphate starvation	0.00254098284700211	3.12192024384049
GO:0045792	1	1	0.02	negative regulation of cell size	0.0186763636363637	24.1948818897638
GO:0051513	10	2	0.19	regulation of monopolar cell growth	0.0141897352649615	4.83897637795276
GO:0090630	33	3	0.62	activation of GTPase activity	0.0233533614913536	2.19953471725125
GO:0038183	1	1	0.02	bile acid signaling pathway	0.0186763636363637	24.1948818897638
GO:0120009	22	3	0.41	intermembrane lipid transfer	0.00766523183690983	3.29930207587688
GO:0019430	35	3	0.65	removal of superoxide radicals	0.0272615121907759	2.07384701912261
GO:0015721	1	1	0.02	bile acid and bile salt transport	0.0186763636363637	24.1948818897638
GO:0007178	19	2	0.35	transmembrane receptor protein serine/threonine kinase signaling pathway	0.0482907170819071	2.54682967260671
GO:0009607	418	21	7.81	response to biotic stimulus	0.0207139695293217	1.21553234374411
GO:0015741	2	1	0.04	fumarate transport	0.037004453894857	12.0974409448819
GO:0015744	2	1	0.04	succinate transport	0.037004453894857	12.0974409448819
GO:0046294	6	2	0.11	formaldehyde catabolic process	0.00497008829122764	8.06496062992126
