Annotated	Significant	Expected	Term	pval	Enrichment
GO:0019265	1	1	0	glycine biosynthetic process, by transamination of glyoxylate	0.00189090909090917	205.307692307692
GO:0010090	18	1	0.03	trichome morphogenesis	0.0335029370302263	11.4059829059829
GO:0055085	2531	10	4.79	transmembrane transport	0.0348591901691811	0.811172233534936
GO:0010099	11	1	0.02	regulation of photomorphogenesis	0.0206074261454712	18.6643356643357
GO:0006849	2	1	0	plasma membrane pyruvate transport	0.00377829755047421	102.653846153846
GO:0044209	10	1	0.02	AMP salvage	0.0187514343874374	20.5307692307692
GO:0016567	901	5	1.7	protein ubiquitination	0.0277818914983494	1.13933236574746
GO:1903506	2887	5	5.46	regulation of nucleic acid-templated transcription	0.0398899717186635	0.355572726546055
GO:0015969	13	1	0.02	guanosine tetraphosphate metabolic process	0.0243090461228396	15.792899408284
GO:0009835	10	2	0.02	fruit ripening	0.000156887066713013	41.0615384615385
GO:0140021	16	2	0.03	mitochondrial ADP transmembrane transport	0.000415311892500958	25.6634615384615
GO:0009693	20	2	0.04	ethylene biosynthetic process	0.00065437562978188	20.5307692307692
GO:0006809	6	1	0.01	nitric oxide biosynthetic process	0.0112927739554781	34.2179487179487
GO:0009664	126	2	0.24	plant-type cell wall organization	0.023854421457303	3.25885225885226
GO:0009740	24	1	0.05	gibberellic acid mediated signaling pathway	0.0444230614544076	8.55448717948718
GO:1990544	16	2	0.03	mitochondrial ATP transmembrane transport	0.000415311892500958	25.6634615384615
GO:0050896	4699	12	8.89	response to stimulus	0.0496944844704256	0.52430140619117
GO:0006166	14	1	0.03	purine ribonucleoside salvage	0.0261546870052682	14.6648351648352
GO:0006168	9	1	0.02	adenine salvage	0.0168919796553652	22.8119658119658
GO:0046785	21	1	0.04	microtubule polymerization	0.0389782712176946	9.77655677655678
GO:0005975	1975	7	3.73	carbohydrate metabolic process	0.0486161580647858	0.727672833495618
GO:0009638	5	1	0.01	phototropism	0.00941940361025451	41.0615384615385
GO:0009585	18	1	0.03	red, far-red light phototransduction	0.0335029370302263	11.4059829059829
GO:0042218	8	2	0.02	1-aminocyclopropane-1-carboxylate biosynthetic process	9.78574112417687e-05	51.3269230769231
GO:0070143	4	1	0.01	mitochondrial alanyl-tRNA aminoacylation	0.00754253837486318	51.3269230769231
