Annotated	Significant	Expected	Term	pval	Enrichment
GO:0035556	620	9	3.7	intracellular signal transduction	0.0308352094520558	0.509238614800759
GO:0032515	47	2	0.28	negative regulation of phosphoprotein phosphatase activity	0.0320961281409616	1.49280350438048
GO:0018026	16	2	0.1	peptidyl-lysine monomethylation	0.004019579757419	4.38511029411765
GO:0009749	30	3	0.18	response to glucose	0.000753534228813431	3.50808823529412
GO:0006646	2	1	0.01	phosphatidylethanolamine biosynthetic process	0.011891880226598	17.5404411764706
GO:0009734	207	4	1.23	auxin-activated signaling pathway	0.0358713845399599	0.677891446433646
GO:0046835	48	2	0.29	carbohydrate phosphorylation	0.0333626078126107	1.46170343137255
GO:0070814	8	1	0.05	hydrogen sulfide biosynthetic process	0.0467297204780424	4.38511029411765
GO:0048768	1	1	0.01	root hair cell tip growth	0.00596363636363628	35.0808823529412
GO:0070084	7	1	0.04	protein initiator methionine removal	0.0410094849219728	5.01155462184874
GO:0007010	369	11	2.2	cytoskeleton organization	2.56332855046413e-07	1.04577156065678
GO:0007017	390	12	2.33	microtubule-based process	2.45433649414734e-05	1.07941176470588
GO:0007018	147	4	0.88	microtubule-based movement	0.0118324710454415	0.954581832733093
GO:0016121	5	1	0.03	carotene catabolic process	0.0294663408863214	7.01617647058824
GO:0016126	43	2	0.26	sterol biosynthetic process	0.0272287288516554	1.63166894664843
GO:0005980	3	1	0.02	glycogen catabolic process	0.0177849406098511	11.6936274509804
GO:0005975	1975	33	11.78	carbohydrate metabolic process	2.81886919261026e-06	0.586161578555473
GO:0005978	17	3	0.1	glycogen biosynthetic process	0.000133625156984038	6.19074394463668
GO:0052837	2	2	0.01	thiazole biosynthetic process	3.53925006743999e-05	35.0808823529412
GO:0016104	12	2	0.07	triterpenoid biosynthetic process	0.00224573741400003	5.8468137254902
GO:0000278	240	4	1.43	mitotic cell cycle	0.0183738048756124	0.58468137254902
GO:0032922	4	1	0.02	circadian regulation of gene expression	0.0236430253059696	8.77022058823529
GO:0060178	6	2	0.04	regulation of exocyst localization	0.000522581776879422	11.6936274509804
GO:0015866	24	2	0.14	ADP transport	0.00896017826251032	2.9234068627451
GO:0043489	4	1	0.02	RNA stabilization	0.0236430253059696	8.77022058823529
GO:0016042	186	5	1.11	lipid catabolic process	0.00549684268219813	0.943034471853257
GO:0006283	5	1	0.03	transcription-coupled nucleotide-excision repair	0.0294663408863214	7.01617647058824
GO:0019252	62	6	0.37	starch biosynthetic process	1.94604348667832e-06	3.39492409867173
GO:0030587	8	1	0.05	sorocarp development	0.0467297204780424	4.38511029411765
GO:0030244	79	4	0.47	cellulose biosynthetic process	0.00130140526245642	1.77624720774386
GO:0009228	22	2	0.13	thiamine biosynthetic process	0.00755809877195448	3.18917112299465
GO:0010477	1	1	0.01	response to sulfur dioxide	0.00596363636363628	35.0808823529412
GO:0048015	8	1	0.05	phosphatidylinositol-mediated signaling	0.0467297204780424	4.38511029411765
GO:0016540	7	1	0.04	protein autoprocessing	0.0410094849219728	5.01155462184874
GO:0071805	134	3	0.8	potassium ion transmembrane transport	0.0464442149384626	0.785392888498683
GO:0061615	24	2	0.14	glycolytic process through fructose-6-phosphate	0.00896017826251032	2.9234068627451
GO:0043153	2	1	0.01	entrainment of circadian clock by photoperiod	0.011891880226598	17.5404411764706
GO:0044030	6	1	0.04	regulation of DNA methylation	0.0352550927082098	5.8468137254902
