term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006457,"protein folding",0.903%, 0.191,-6.888,5.064,-14.5628,0.949,0.000,6457,0
GO:0009408,"response to heat",0.166%,-4.451,-4.692,4.328,-12.5096,0.795,0.000,9408,0
GO:0048586,"regulation of long-day photoperiodism, flowering",0.002%,null,null,2.453,-1.4767,0.677,0.894,9408,1
GO:0048573,"photoperiodism, flowering",0.007%,null,null,2.945,-3.3223,0.723,0.642,9408,1
GO:0009641,"shade avoidance",0.001%,null,null,2.000,-1.7822,0.831,0.762,9408,1
GO:0009640,"photomorphogenesis",0.004%,null,null,2.751,-1.6440,0.729,0.825,9408,1
GO:0009651,"response to salt stress",0.043%,null,null,3.741,-2.5231,0.810,0.726,9408,1
GO:0034605,"cellular response to heat",0.041%,null,null,3.726,-8.9857,0.781,0.865,9408,1
GO:0009704,"de-etiolation",0.001%,null,null,1.978,-1.7822,0.748,0.564,9408,1
GO:0080167,"response to karrikin",0.006%,null,null,2.874,-1.4409,0.836,0.636,9408,1
GO:0034219,"carbohydrate transmembrane transport",0.245%, 5.792,-2.164,4.497,-5.2434,0.874,0.000,34219,0
GO:0008643,"carbohydrate transport",0.682%,null,null,4.942,-2.1656,0.866,0.518,34219,1
GO:0010923,"negative regulation of phosphatase activity",0.018%,-3.807, 4.690,3.354,-4.6180,0.747,0.024,10923,0
GO:0032781,"positive regulation of ATPase activity",0.033%,null,null,3.627,-3.2318,0.844,0.567,10923,1
GO:0032515,"negative regulation of phosphoprotein phosphatase activity",0.004%,null,null,2.735,-1.9159,0.731,0.904,10923,1
GO:0043666,"regulation of phosphoprotein phosphatase activity",0.016%,null,null,3.317,-1.6188,0.726,0.921,10923,1
GO:0000122,"negative regulation of transcription from RNA polymerase II promoter",0.199%,null,null,4.408,-2.3579,0.781,0.592,10923,1
GO:0043547,"positive regulation of GTPase activity",0.470%,null,null,4.780,-2.2639,0.823,0.771,10923,1
GO:0080163,"regulation of protein serine/threonine phosphatase activity",0.001%,null,null,1.892,-1.4767,0.762,0.774,10923,1
GO:0042026,"protein refolding",0.069%, 2.127,-7.304,3.949,-12.2757,0.932,0.027,42026,0
GO:0061077,"chaperone-mediated protein folding",0.043%,null,null,3.743,-2.3248,0.933,0.621,42026,1
GO:0051085,"chaperone mediated protein folding requiring cofactor",0.010%,null,null,3.117,-10.7735,0.936,0.567,42026,1
GO:0051259,"protein oligomerization",0.188%, 5.922, 3.531,4.382,-4.3218,0.818,0.030,51259,0
GO:0006267,"pre-replicative complex assembly involved in nuclear cell cycle DNA replication",0.009%,null,null,3.061,-1.5306,0.748,0.691,51259,1
GO:0071171,"site-specific DNA replication termination at RTS1 barrier",0.001%,null,null,1.839,-1.5306,0.731,0.851,51259,1
GO:0051017,"actin filament bundle assembly",0.045%,null,null,3.762,-3.7416,0.788,0.515,51259,1
GO:0006379,"mRNA cleavage",0.046%,null,null,3.775,-1.5651,0.881,0.555,51259,1
