Annotated	Significant	Expected	DEG	Term	pval
GO:0034098	10	2	0,12	2	VCP-NPL4-UFD1 AAA ATPase complex	0,00564885351464032
GO:0034715	3	2	0,03	2	pICln-Sm protein complex	0,00039735393399571
GO:0005750	7	2	0,08	2	mitochondrial respiratory chain complex III	0,00269735069505775
GO:0005759	129	8	1,49	8	mitochondrial matrix	0,000524125612267484
GO:0048471	29	9	0,34	9	perinuclear region of cytoplasm	2,71839284127622e-11
GO:0005788	53	3	0,61	3	endoplasmic reticulum lumen	0,0234908608585645
GO:0005886	1961	34	22,69	34	plasma membrane	0,00467538115161446
GO:0005664	12	2	0,14	2	nuclear origin of replication recognition complex	0,0081594480852878
GO:0005665	21	2	0,24	2	RNA polymerase II, core complex	0,0242468748823042
GO:0005656	4	1	0,05	1	nuclear pre-replicative complex	0,0454886347349047
GO:0030018	2	2	0,02	2	Z disc	0,00013347461833306
GO:0031588	18	2	0,21	2	nucleotide-activated protein kinase complex	0,018071422852592
GO:0034709	3	2	0,03	2	methylosome	0,00039735393399571
GO:0005829	1367	29	15,82	29	cytosol	6,10690796824225e-05
GO:0005737	10788	169	124,83	169	cytoplasm	9,75579143218769e-10
GO:0034455	4	1	0,05	1	t-UTP complex	0,0454886347349047
GO:0089701	11	3	0,13	3	U2AF	0,000236393813221257
GO:0000812	2	1	0,02	1	Swr1 complex	0,0230082054819714
GO:0009986	9	5	0,1	5	cell surface	2,43935593183892e-08
GO:0043036	4	1	0,05	1	starch grain	0,0454886347349047
GO:0071818	3	1	0,03	1	BAT3 complex	0,0343136312559593
GO:0000839	4	1	0,05	1	Hrd1p ubiquitin ligase ERAD-L complex	0,0454886347349047
