term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006457,"protein folding",0.903%, 3.411, 5.195,5.064,-24.9728,0.943,0.000,6457,0
GO:0006820,"anion transport",1.956%,-5.552,-5.142,5.400,-2.8088,0.902,0.000,6820,0
GO:0034765,"regulation of ion transmembrane transport",0.197%,null,null,4.404,-1.8226,0.846,0.546,6820,1
GO:0009408,"response to heat",0.166%, 5.684, 1.160,4.328,-20.9837,0.761,0.000,9408,0
GO:0009651,"response to salt stress",0.043%,null,null,3.741,-4.3559,0.778,0.726,9408,1
GO:0009648,"photoperiodism",0.012%,null,null,3.196,-1.3044,0.816,0.666,9408,1
GO:0034605,"cellular response to heat",0.041%,null,null,3.726,-6.2417,0.746,0.865,9408,1
GO:0050982,"detection of mechanical stimulus",0.013%,null,null,3.212,-1.8978,0.813,0.668,9408,1
GO:0009704,"de-etiolation",0.001%,null,null,1.978,-2.4925,0.807,0.564,9408,1
GO:0050821,"protein stabilization",0.045%,-2.573, 5.816,3.763,-4.5329,0.901,0.000,50821,0
GO:0042026,"protein refolding",0.069%, 3.533, 6.721,3.949,-18.3077,0.919,0.027,42026,0
GO:0061077,"chaperone-mediated protein folding",0.043%,null,null,3.743,-2.5195,0.920,0.621,42026,1
GO:0051085,"chaperone mediated protein folding requiring cofactor",0.010%,null,null,3.117,-16.4023,0.923,0.567,42026,1
GO:0051259,"protein oligomerization",0.188%,-6.650, 0.724,4.382,-4.5329,0.792,0.030,51259,0
GO:0006267,"pre-replicative complex assembly involved in nuclear cell cycle DNA replication",0.009%,null,null,3.061,-1.8978,0.752,0.531,51259,1
GO:0003374,"dynamin family protein polymerization involved in mitochondrial fission",0.002%,null,null,2.449,-1.4261,0.789,0.541,51259,1
GO:0051131,"chaperone-mediated protein complex assembly",0.016%,null,null,3.324,-3.5116,0.811,0.614,51259,1
GO:0065003,"macromolecular complex assembly",1.497%,null,null,5.283,-2.7362,0.781,0.697,51259,1
GO:0000413,"protein peptidyl-prolyl isomerization",0.393%,-1.320,-0.582,4.703,-3.1284,0.884,0.032,413,0
GO:0009688,"abscisic acid biosynthetic process",0.001%, 2.114,-6.094,2.238,-2.6350,0.805,0.036,9688,0
GO:1902246,"cis-abienol biosynthetic process",0.001%,null,null,1.869,-1.4261,0.798,0.959,9688,1
GO:1902242,"copal-8-ol diphosphate(3-) catabolic process",0.002%,null,null,2.476,-1.4261,0.777,0.794,9688,1
GO:0009686,"gibberellin biosynthetic process",0.001%,null,null,2.236,-1.8812,0.828,0.534,9688,1
GO:0032957,"inositol trisphosphate metabolic process",0.007%,null,null,2.968,-2.0134,0.815,0.525,9688,1
GO:0010264,"myo-inositol hexakisphosphate biosynthetic process",0.002%,null,null,2.320,-1.3039,0.808,0.700,9688,1
GO:0046855,"inositol phosphate dephosphorylation",0.061%,null,null,3.895,-1.4695,0.739,0.850,9688,1
GO:0080186,"developmental vegetative growth",0.001%,-6.741, 5.848,2.182,-2.6350,0.923,0.036,80186,0
GO:0045927,"positive regulation of growth",0.060%,null,null,3.889,-1.5070,0.862,0.612,80186,1
GO:0045893,"positive regulation of transcription, DNA-templated",0.519%,null,null,4.823,-1.3639,0.758,0.628,80186,1
