Annotated	Significant	Expected	DEG	Term	pval
GO:0004096	15	3	0,62	3	catalase activity	0,0224816108314893
GO:0003955	18	4	0,75	4	NAD(P)H dehydrogenase (quinone) activity	0,00572108688947939
GO:0004143	15	5	0,62	5	diacylglycerol kinase activity	0,000262242558355312
GO:0004144	19	5	0,79	5	diacylglycerol O-acyltransferase activity	0,000883660522821072
GO:0004148	9	4	0,37	4	dihydrolipoyl dehydrogenase activity	0,000317949642398911
GO:0004149	3	3	0,12	3	dihydrolipoyllysine-residue succinyltransferase activity	7,18997557927111e-05
GO:0003987	4	2	0,17	2	acetate-CoA ligase activity	0,00981468474276275
GO:0003700	1205	65	50,14	65	DNA-binding transcription factor activity	0,00179784878950337
GO:0042910	134	13	5,58	13	xenobiotic transmembrane transporter activity	0,00398203036964731
GO:0030744	2	2	0,08	2	luteolin O-methyltransferase activity	0,00173015408510033
GO:0005506	627	41	26,09	41	iron ion binding	0,0031893877937115
GO:0005509	479	35	19,93	35	calcium ion binding	0,00101476498930743
GO:0004829	5	2	0,21	2	threonine-tRNA ligase activity	0,0159078413667681
GO:0005483	3	2	0,12	2	soluble NSF attachment protein activity	0,00504666274371556
GO:0016688	14	4	0,58	4	L-ascorbate peroxidase activity	0,00213721174803336
GO:0003922	4	2	0,17	2	GMP synthase (glutamine-hydrolyzing) activity	0,00981468474276275
GO:0031593	32	6	1,33	6	polyubiquitin modification-dependent protein binding	0,00183589656864024
GO:0004069	13	3	0,54	3	L-aspartate:2-oxoglutarate aminotransferase activity	0,0150322608399016
GO:0102698	22	4	0,92	4	5-epi-aristolochene synthase activity	0,0119862868550108
GO:0000179	6	2	0,25	2	rRNA (adenine-N6,N6-)-dimethyltransferase activity	0,0232077463623607
GO:0004842	545	41	22,68	41	ubiquitin-protein transferase activity	6,22032375099302e-06
GO:0030628	15	3	0,62	3	pre-mRNA 3'-splice site binding	0,0224816108314893
GO:0042937	1	1	0,04	1	tripeptide transmembrane transporter activity	0,0416078796752294
GO:0043022	52	6	2,16	6	ribosome binding	0,0204514147619743
GO:0051787	22	4	0,92	4	misfolded protein binding	0,0119862868550108
GO:0017096	3	2	0,12	2	acetylserotonin O-methyltransferase activity	0,00504666274371556
GO:0004839	7	2	0,29	2	ubiquitin activating enzyme activity	0,0316035603094204
GO:0016615	41	6	1,71	6	malate dehydrogenase activity	0,0158590363348183
GO:0032450	1	1	0,04	1	maltose alpha-glucosidase activity	0,0416078796752294
GO:0004364	59	20	2,45	20	glutathione transferase activity	1,26964545357117e-13
GO:0030976	24	5	1	5	thiamine pyrophosphate binding	0,002717292706173
GO:0004024	4	2	0,17	2	alcohol dehydrogenase activity, zinc-dependent	0,00981468474276275
GO:0008271	31	4	1,29	4	secondary active sulfate transmembrane transporter activity	0,0384422487566159
GO:0016705	591	38	24,59	38	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	0,007092776904544
GO:0000149	69	9	2,87	9	SNARE binding	0,0405899016452975
GO:0035539	1	1	0,04	1	8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity	0,0416078796752294
GO:0047216	5	2	0,21	2	inositol 3-alpha-galactosyltransferase activity	0,0159078413667681
GO:0004017	20	3	0,83	3	adenylate kinase activity	0,0483256804175825
GO:0004805	17	4	0,71	4	trehalose-phosphatase activity	0,00459953496606714
GO:0051740	13	4	0,54	4	ethylene binding	0,00157830208523845
GO:0044548	3	2	0,12	2	S100 protein binding	0,00504666274371556
GO:0004321	1	1	0,04	1	fatty-acyl-CoA synthase activity	0,0416078796752294
GO:0017070	7	2	0,29	2	U6 snRNA binding	0,0316035603094204
GO:0004591	5	4	0,21	4	oxoglutarate dehydrogenase (succinyl-transferring) activity	1,44347032774732e-05
GO:0008526	13	3	0,54	3	phosphatidylinositol transporter activity	0,0150322608399016
GO:0043565	969	50	40,32	50	sequence-specific DNA binding	0,00693616672145196
GO:0003843	22	5	0,92	5	1,3-beta-D-glucan synthase activity	0,00180385124977787
GO:0004568	25	4	1,04	4	chitinase activity	0,0187864465930191
GO:0016887	1055	66	43,9	66	ATPase activity	7,4571033167093e-05
GO:0004558	1	1	0,04	1	alpha-1,4-glucosidase activity	0,0416078796752294
