Annotated	Significant	Expected	DEG	Term	pval
GO:0009651	117	13	3,32	13	response to salt stress	5,83556683417046e-05
GO:0015706	27	3	0,77	3	nitrate transport	0,0402353656757193
GO:0035494	6	2	0,17	2	SNARE complex disassembly	0,0111959845134015
GO:0055114	3639	129	103,32	129	oxidation-reduction process	0,00918023276245917
GO:0071277	1	1	0,03	1	cellular response to calcium ion	0,0283927272727272
GO:0009626	111	8	3,15	8	plant-type hypersensitive response	0,0139483755565884
GO:0006295	1	1	0,03	1	nucleotide-excision repair, DNA incision, 3'-to lesion	0,0283927272727272
GO:0009631	7	2	0,2	2	cold acclimation	0,0153811183220106
GO:0000460	39	3	1,11	3	maturation of 5.8S rRNA	0,0373557521424268
GO:0000462	45	5	1,28	5	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0,0202417815763713
GO:0050821	29	7	0,82	7	protein stabilization	1,31524294658112e-05
GO:0009607	307	30	8,72	30	response to biotic stimulus	1,09512558512274e-06
GO:0006952	893	53	25,35	53	defense response	0,00103519859665353
GO:0048544	199	11	5,65	11	recognition of pollen	0,0390256931994681
GO:0016998	19	3	0,54	3	cell wall macromolecule catabolic process	0,0157462166392753
GO:0006979	398	27	11,3	27	response to oxidative stress	0,00300502967188261
GO:0000413	117	8	3,32	8	protein peptidyl-prolyl isomerization	0,0186165359454213
GO:1901671	5	2	0,14	2	positive regulation of superoxide dismutase activity	0,00760665317966686
GO:0032781	24	5	0,68	5	positive regulation of ATPase activity	0,000495187670653512
GO:0071712	17	3	0,48	3	ER-associated misfolded protein catabolic process	0,0115238927831227
GO:0006071	18	3	0,51	3	glycerol metabolic process	0,0135411130841188
GO:0009408	109	27	3,09	27	response to heat	1,63969212342614e-13
GO:2000072	4	2	0,11	2	regulation of defense response to fungus, incompatible interaction	0,00465144134734056
GO:0034389	13	3	0,37	3	lipid droplet organization	0,00527354507854963
GO:0006012	27	3	0,77	3	galactose metabolic process	0,0402353656757193
GO:0019432	24	4	0,68	4	triglyceride biosynthetic process	0,00436203518219032
GO:0046856	48	5	1,36	5	phosphatidylinositol dephosphorylation	0,0114052995948262
GO:0006032	28	4	0,79	4	chitin catabolic process	0,00768505947612997
GO:0001731	19	3	0,54	3	formation of translation preinitiation complex	0,0157462166392753
GO:0006749	60	15	1,7	15	glutathione metabolic process	9,72305498990323e-11
GO:0010167	27	3	0,77	3	response to nitrate	0,0402353656757193
GO:0055085	2538	87	72,06	87	transmembrane transport	0,000688919703181431
