term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006817,"phosphate ion transport",0.242%, 2.088, 6.845,4.492,-2.9510,0.893,0.000,6817,0
GO:0071805,"potassium ion transmembrane transport",0.331%,null,null,4.628,-2.1404,0.780,0.612,6817,1
GO:0015810,"aspartate transport",0.010%,null,null,3.112,-1.4011,0.859,0.507,6817,1
GO:0015867,"ATP transport",0.019%,null,null,3.381,-2.6279,0.855,0.528,6817,1
GO:1902476,"chloride transmembrane transport",0.047%,null,null,3.780,-2.7415,0.897,0.687,6817,1
GO:0015689,"molybdate ion transport",0.068%,null,null,3.938,-2.5213,0.900,0.706,6817,1
GO:0034220,"ion transmembrane transport",3.528%,null,null,5.656,-2.5967,0.889,0.592,6817,1
GO:0032259,"methylation",3.103%, 6.428, 2.115,5.600,-2.4182,0.971,0.000,32259,0
GO:0071555,"cell wall organization",0.709%, 1.506, 3.530,4.959,-10.9185,0.883,0.000,71555,0
GO:0042546,"cell wall biogenesis",0.640%,null,null,4.915,-5.8982,0.890,0.923,71555,1
GO:0010215,"cellulose microfibril organization",0.007%,null,null,2.925,-2.1522,0.835,0.658,71555,1
GO:0010208,"pollen wall assembly",0.004%,null,null,2.694,-1.3268,0.802,0.749,71555,1
GO:0000032,"cell wall mannoprotein biosynthetic process",0.007%,null,null,2.945,-2.3370,0.806,0.635,71555,1
GO:0030244,"cellulose biosynthetic process",0.025%,-6.175, 0.706,3.511,-10.3430,0.757,0.025,30244,0
GO:0010411,"xyloglucan metabolic process",0.016%,null,null,3.321,-4.1934,0.851,0.675,30244,1
GO:0030245,"cellulose catabolic process",0.060%,null,null,3.890,-4.9822,0.850,0.899,30244,1
GO:0045490,"pectin catabolic process",0.058%,null,null,3.875,-2.3843,0.867,0.867,30244,1
GO:0045489,"pectin biosynthetic process",0.008%,null,null,3.038,-5.4669,0.785,0.590,30244,1
GO:0072593,"reactive oxygen species metabolic process",0.282%, 5.070, 0.747,4.558,-1.5377,0.936,0.042,72593,0
GO:0048443,"stamen development",0.004%, 2.494, 1.438,2.762,-3.6170,0.844,0.045,48443,0
