Annotated	Significant	Expected	DEG	Term	pval
GO:0031588	18	2	0,25	2	nucleotide-activated protein kinase complex	0,0256989186913012
GO:0089701	11	3	0,15	3	U2AF	0,000410801320273004
GO:0031902	21	2	0,29	2	late endosome membrane	0,0343204666175834
GO:0005664	12	2	0,17	2	nuclear origin of replication recognition complex	0,0117131894395013
GO:0005665	21	3	0,29	3	RNA polymerase II, core complex	0,00298532186949484
GO:0048471	29	8	0,41	8	perinuclear region of cytoplasm	4,48780019768196e-09
GO:0005886	1961	36	27,4	36	plasma membrane	0,0345570621899579
GO:0009986	9	5	0,13	5	cell surface	6,24318659203035e-08
GO:0005750	7	2	0,1	2	mitochondrial respiratory chain complex III	0,00390304615679683
GO:0005758	22	2	0,31	2	mitochondrial intermembrane space	0,0374103945283918
GO:0005759	129	9	1,8	9	mitochondrial matrix	0,000303491615990004
GO:0005788	53	4	0,74	4	endoplasmic reticulum lumen	0,00640848774806603
GO:0034715	3	2	0,04	2	pICln-Sm protein complex	0,000578671954250087
GO:0005829	1367	33	19,1	33	cytosol	0,000122443982141284
GO:0019185	1	1	0,01	1	snRNA-activating protein complex	0,013970983342289
GO:0000812	2	1	0,03	1	Swr1 complex	0,0277472718174807
GO:0071818	3	1	0,04	1	BAT3 complex	0,0413315717490964
GO:0046930	12	2	0,17	2	pore complex	0,0117131894395013
GO:0030018	2	1	0,03	1	Z disc	0,0277472718174807
GO:0034426	8	2	0,11	2	etioplast membrane	0,00515611267009036
GO:0005737	10788	192	150,72	192	cytoplasm	1,74003542785785e-07
GO:0034098	10	2	0,14	2	VCP-NPL4-UFD1 AAA ATPase complex	0,00813487534326674
GO:0034709	3	2	0,04	2	methylosome	0,000578671954250087
