term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006629,"lipid metabolic process",3.522%, 3.818, 0.116,5.655,-7.3525,0.837,0.000,6629,0
GO:0006817,"phosphate ion transport",0.242%, 0.279,-7.223,4.492,-2.9261,0.875,0.000,6817,0
GO:0015810,"aspartate transport",0.010%,null,null,3.112,-1.5645,0.834,0.507,6817,1
GO:1902476,"chloride transmembrane transport",0.047%,null,null,3.780,-2.4932,0.877,0.687,6817,1
GO:0015689,"molybdate ion transport",0.068%,null,null,3.938,-1.7297,0.883,0.706,6817,1
GO:0009611,"response to wounding",0.127%,-3.594, 5.111,4.212,-6.9545,0.891,0.000,9611,0
GO:0050896,"response to stimulus",12.210%,-5.336,-1.786,6.195,-1.5023,0.983,0.000,50896,0
GO:0071555,"cell wall organization",0.709%,-6.528,-2.697,4.959,-4.0784,0.864,0.000,71555,0
GO:0042546,"cell wall biogenesis",0.640%,null,null,4.915,-3.7114,0.870,0.923,71555,1
GO:0010208,"pollen wall assembly",0.004%,null,null,2.694,-1.6284,0.812,0.635,71555,1
GO:0000032,"cell wall mannoprotein biosynthetic process",0.007%,null,null,2.945,-2.6603,0.805,0.635,71555,1
GO:0009831,"plant-type cell wall modification involved in multidimensional cell growth",0.000%,null,null,1.380,-1.5645,0.833,0.528,71555,1
GO:0009833,"plant-type primary cell wall biogenesis",0.002%,null,null,2.396,-1.3238,0.829,0.655,71555,1
GO:0010253,"UDP-rhamnose biosynthetic process",0.000%, 3.935, 6.016,1.079,-4.7452,0.846,0.033,10253,0
GO:0051211,"anisotropic cell growth",0.000%, 0.558,-3.511,1.633,-1.7297,0.888,0.051,51211,0
GO:0010951,"negative regulation of endopeptidase activity",0.157%,-0.758, 6.288,4.304,-3.8823,0.865,0.059,10951,0
GO:0048443,"stamen development",0.004%,-4.630,-0.202,2.762,-2.3689,0.871,0.061,48443,0
GO:2000067,"regulation of root morphogenesis",0.001%,null,null,1.954,-2.3672,0.857,0.685,48443,1
GO:0009901,"anther dehiscence",0.001%,null,null,2.013,-2.3672,0.878,0.920,48443,1
GO:0048446,"petal morphogenesis",0.000%,null,null,1.580,-1.5645,0.882,0.823,48443,1
GO:0005975,"carbohydrate metabolic process",5.260%,-1.597,-0.677,5.829,-2.8472,0.928,0.091,5975,0
GO:0008295,"spermidine biosynthetic process",0.055%, 1.814, 0.005,3.846,-2.9077,0.808,0.108,8295,0
GO:0006557,"S-adenosylmethioninamine biosynthetic process",0.016%,null,null,3.303,-1.5393,0.696,0.777,8295,1
GO:0006597,"spermine biosynthetic process",0.010%,null,null,3.124,-1.3886,0.823,0.808,8295,1
GO:0033388,"putrescine biosynthetic process from arginine",0.002%,null,null,2.352,-2.3672,0.751,0.730,8295,1
GO:0000162,"tryptophan biosynthetic process",0.191%,null,null,4.389,-1.3233,0.696,0.835,8295,1
GO:0009690,"cytokinin metabolic process",0.040%,null,null,3.710,-1.9888,0.794,0.682,8295,1
GO:0042183,"formate catabolic process",0.005%, 7.226,-0.210,2.788,-2.6603,0.769,0.118,42183,0
GO:0072699,"protein localization to cortical microtubule cytoskeleton",0.000%,-3.208,-5.705,1.322,-2.6780,0.937,0.142,72699,0
GO:0031640,"killing of cells of other organism",0.019%,-6.366, 1.622,3.389,-2.1532,0.926,0.168,31640,0
GO:0008299,"isoprenoid biosynthetic process",0.442%, 5.213,-2.884,4.754,-6.9922,0.703,0.179,8299,0
GO:0051484,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process",0.000%,null,null,1.663,-1.5645,0.731,0.595,8299,1
GO:0050992,"dimethylallyl diphosphate biosynthetic process",0.036%,null,null,3.661,-1.9850,0.718,0.565,8299,1
