term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006457,"protein folding",0.903%, 1.387,-3.357,5.064,-27.4099,0.944,0.000,6457,0
GO:0006820,"anion transport",1.956%, 4.449, 5.103,5.400,-3.6212,0.907,0.000,6820,0
GO:0034220,"ion transmembrane transport",3.528%,null,null,5.656,-1.4117,0.900,0.762,6820,1
GO:0009408,"response to heat",0.166%, 6.538,-0.573,4.328,-20.5639,0.800,0.000,9408,0
GO:0009651,"response to salt stress",0.043%,null,null,3.741,-4.0476,0.815,0.726,9408,1
GO:0034605,"cellular response to heat",0.041%,null,null,3.726,-8.5718,0.785,0.865,9408,1
GO:0050982,"detection of mechanical stimulus",0.013%,null,null,3.212,-1.8103,0.829,0.668,9408,1
GO:0009704,"de-etiolation",0.001%,null,null,1.978,-2.3216,0.828,0.564,9408,1
GO:0032781,"positive regulation of ATPase activity",0.033%, 3.508,-6.645,3.627,-4.5371,0.904,0.000,32781,0
GO:0043085,"positive regulation of catalytic activity",0.818%,null,null,5.021,-1.3970,0.894,0.730,32781,1
GO:0000122,"negative regulation of transcription from RNA polymerase II promoter",0.199%,null,null,4.408,-1.7122,0.832,0.592,32781,1
GO:0010923,"negative regulation of phosphatase activity",0.018%,null,null,3.354,-2.3221,0.818,0.567,32781,1
GO:0051762,"sesquiterpene biosynthetic process",0.000%,-0.281, 6.270,1.146,-3.4782,0.825,0.018,51762,0
GO:1902246,"cis-abienol biosynthetic process",0.001%,null,null,1.869,-1.3399,0.753,0.959,51762,1
GO:1902242,"copal-8-ol diphosphate(3-) catabolic process",0.002%,null,null,2.476,-1.3399,0.743,0.794,51762,1
GO:0008299,"isoprenoid biosynthetic process",0.442%,null,null,4.754,-1.3695,0.751,0.936,51762,1
GO:0009686,"gibberellin biosynthetic process",0.001%,null,null,2.236,-1.7159,0.777,0.689,51762,1
GO:0009688,"abscisic acid biosynthetic process",0.001%,null,null,2.238,-2.4633,0.756,0.689,51762,1
GO:0033384,"geranyl diphosphate biosynthetic process",0.000%,null,null,1.591,-1.3399,0.789,0.633,51762,1
GO:0016114,"terpenoid biosynthetic process",0.245%,null,null,4.498,-3.3023,0.751,0.545,51762,1
GO:0042026,"protein refolding",0.069%, 5.520,-5.712,3.949,-18.3050,0.923,0.027,42026,0
GO:0061077,"chaperone-mediated protein folding",0.043%,null,null,3.743,-2.2668,0.924,0.621,42026,1
GO:0051085,"chaperone mediated protein folding requiring cofactor",0.010%,null,null,3.117,-15.0337,0.927,0.567,42026,1
GO:0051259,"protein oligomerization",0.188%,-3.513,-5.228,4.382,-6.6931,0.792,0.030,51259,0
GO:0048280,"vesicle fusion with Golgi apparatus",0.014%,null,null,3.257,-1.7784,0.727,0.565,51259,1
GO:0006267,"pre-replicative complex assembly involved in nuclear cell cycle DNA replication",0.009%,null,null,3.061,-1.8103,0.756,0.531,51259,1
GO:0003374,"dynamin family protein polymerization involved in mitochondrial fission",0.002%,null,null,2.449,-1.3399,0.776,0.541,51259,1
GO:0048213,"Golgi vesicle prefusion complex stabilization",0.001%,null,null,2.049,-1.8103,0.767,0.513,51259,1
GO:0051260,"protein homooligomerization",0.106%,null,null,4.132,-1.4640,0.798,0.701,51259,1
GO:0051131,"chaperone-mediated protein complex assembly",0.016%,null,null,3.324,-3.2562,0.812,0.614,51259,1
GO:0065003,"macromolecular complex assembly",1.497%,null,null,5.283,-2.4838,0.784,0.697,51259,1
GO:0006896,"Golgi to vacuole transport",0.012%,null,null,3.200,-1.5546,0.867,0.649,51259,1
GO:0048209,"regulation of vesicle targeting, to, from or within Golgi",0.002%,null,null,2.430,-1.5127,0.774,0.591,51259,1
GO:0048205,"COPI coating of Golgi vesicle",0.001%,null,null,1.987,-1.3399,0.749,0.787,51259,1
GO:0000413,"protein peptidyl-prolyl isomerization",0.393%,-6.838,-1.984,4.703,-2.6293,0.887,0.032,413,0
GO:0080186,"developmental vegetative growth",0.001%, 1.777,-0.972,2.182,-2.4633,0.924,0.032,80186,0
GO:0045927,"positive regulation of growth",0.060%,null,null,3.889,-1.3477,0.905,0.612,80186,1
GO:0000103,"sulfate assimilation",0.084%,-0.968,-0.479,4.033,-1.4640,0.958,0.047,103,0
GO:0006379,"mRNA cleavage",0.046%,-6.929, 0.980,3.775,-2.0965,0.890,0.107,6379,0
GO:0000387,"spliceosomal snRNP assembly",0.052%,null,null,3.827,-1.8461,0.753,0.629,6379,1
GO:0034063,"stress granule assembly",0.005%,null,null,2.786,-1.7159,0.815,0.639,6379,1
GO:0010264,"myo-inositol hexakisphosphate biosynthetic process",0.002%,-2.716, 4.843,2.320,-2.8523,0.793,0.159,10264,0
GO:0046855,"inositol phosphate dephosphorylation",0.061%,null,null,3.895,-1.3114,0.731,0.781,10264,1
