Annotated	Significant	Expected	DEG	Term	pval
GO:0034663	10	7	0,42	7	endoplasmic reticulum chaperone complex	2,48373177170132e-08
GO:0019898	95	10	4	10	extrinsic component of membrane	0,0125952965282433
GO:0016021	10862	500	457,59	500	integral component of membrane	0,00494721975765534
GO:0000419	8	2	0,34	2	RNA polymerase V complex	0,0419288426137663
GO:0070852	1	1	0,04	1	cell body fiber	0,0421278882321331
GO:0009538	21	7	0,88	7	photosystem I reaction center	1,59919629813445e-05
GO:0005794	1076	60	45,33	60	Golgi apparatus	2,12419218494347e-05
GO:0009506	226	19	9,52	19	plasmodesma	0,00343790222542279
GO:0005615	124	16	5,22	16	extracellular space	0,00245289487588579
GO:0005886	1961	110	82,61	110	plasma membrane	0,00456334234420584
GO:0010598	9	3	0,38	3	NAD(P)H dehydrogenase complex (plastoquinone)	0,00517525948892386
GO:1990316	6	2	0,25	2	Atg1/ULK1 kinase complex	0,0237542473368896
GO:0005783	852	70	35,89	70	endoplasmic reticulum	0,000142921748456013
GO:0005784	3	2	0,13	2	Sec61 translocon complex	0,00517077155259226
GO:0005788	53	14	2,23	14	endoplasmic reticulum lumen	2,64929545332087e-08
GO:0009326	3	2	0,13	2	formate dehydrogenase complex	0,00517077155259226
GO:0005773	494	46	20,81	46	vacuole	3,80631287671314e-10
GO:0035578	1	1	0,04	1	azurophil granule lumen	0,0421278882321331
GO:0043564	4	3	0,17	3	Ku70:Ku80 complex	0,000288933762797115
GO:0009654	45	9	1,9	9	photosystem II oxygen evolving complex	9,12545575371935e-05
GO:0031429	1	1	0,04	1	box H/ACA snoRNP complex	0,0421278882321331
GO:0046658	92	9	3,88	9	anchored component of plasma membrane	0,0154717209442052
GO:0045252	7	2	0,29	2	oxoglutarate dehydrogenase complex	0,0323369314527951
GO:0005730	373	24	15,71	24	nucleolus	0,0452770313369869
GO:0070062	13	4	0,55	4	extracellular exosome	0,0016507739792036
