term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006457,"protein folding",0.903%,-1.031, 0.613,5.064,-9.9735,0.955,0.000,6457,0
GO:0009408,"response to heat",0.166%,-2.455,-6.616,4.328,-12.0930,0.792,0.000,9408,0
GO:0048573,"photoperiodism, flowering",0.007%,null,null,2.945,-1.5110,0.737,0.657,9408,1
GO:0034059,"response to anoxia",0.002%,null,null,2.449,-1.3151,0.832,0.599,9408,1
GO:0009641,"shade avoidance",0.001%,null,null,2.000,-1.3788,0.834,0.825,9408,1
GO:0009640,"photomorphogenesis",0.004%,null,null,2.751,-1.7743,0.742,0.625,9408,1
GO:0009651,"response to salt stress",0.043%,null,null,3.741,-3.9850,0.807,0.726,9408,1
GO:0034605,"cellular response to heat",0.041%,null,null,3.726,-6.9384,0.781,0.865,9408,1
GO:0009416,"response to light stimulus",0.157%,null,null,4.304,-4.1284,0.797,0.799,9408,1
GO:0009704,"de-etiolation",0.001%,null,null,1.978,-1.3788,0.760,0.823,9408,1
GO:0080167,"response to karrikin",0.006%,null,null,2.874,-1.5127,0.834,0.636,9408,1
GO:0034219,"carbohydrate transmembrane transport",0.245%,-5.611, 4.052,4.497,-6.3138,0.863,0.000,34219,0
GO:0015768,"maltose transport",0.011%,null,null,3.155,-2.6304,0.886,0.655,34219,1
GO:2000142,"regulation of DNA-templated transcription, initiation",0.026%,-0.052, 3.547,3.523,-6.3128,0.755,0.025,2000142,0
GO:0051259,"protein oligomerization",0.188%,null,null,4.382,-1.9249,0.865,0.633,2000142,1
GO:2000601,"positive regulation of Arp2/3 complex-mediated actin nucleation",0.004%,null,null,2.707,-1.3151,0.736,0.675,2000142,1
GO:0051131,"chaperone-mediated protein complex assembly",0.016%,null,null,3.324,-1.8556,0.878,0.542,2000142,1
GO:0042026,"protein refolding",0.069%,-5.381,-0.149,3.949,-8.9175,0.941,0.027,42026,0
GO:0061077,"chaperone-mediated protein folding",0.043%,null,null,3.743,-3.1107,0.942,0.621,42026,1
GO:0051085,"chaperone mediated protein folding requiring cofactor",0.010%,null,null,3.117,-7.6640,0.945,0.567,42026,1
GO:0009765,"photosynthesis, light harvesting",0.019%, 2.219, 4.526,3.393,-1.6040,0.922,0.035,9765,0
GO:0009768,"photosynthesis, light harvesting in photosystem I",0.003%,null,null,2.559,-1.7464,0.927,0.764,9765,1
GO:0005975,"carbohydrate metabolic process",5.260%,-3.214,-1.115,5.829,-4.8154,0.943,0.051,5975,0
GO:0007018,"microtubule-based movement",0.287%, 3.990, 6.354,4.567,-4.7126,0.869,0.069,7018,0
GO:0005983,"starch catabolic process",0.002%, 5.037,-3.219,2.380,-4.5800,0.845,0.074,5983,0
