term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0009835,"fruit ripening",0.000%,-1.465, 3.834,1.505,-1.9123,0.929,0.000,9835,0
GO:0015979,"photosynthesis",0.183%,-1.849, 1.744,4.370,-15.0077,0.929,0.000,15979,0
GO:0031640,"killing of cells of other organism",0.019%, 1.658,-7.098,3.389,-2.5407,0.906,0.000,31640,0
GO:0042026,"protein refolding",0.069%, 4.216, 6.569,3.949,-2.4859,0.936,0.024,42026,0
GO:0051085,"chaperone mediated protein folding requiring cofactor",0.010%,null,null,3.117,-1.6732,0.939,0.567,42026,1
GO:0098869,"cellular oxidant detoxification",0.784%,-1.922, 6.467,5.003,-3.9501,0.856,0.029,98869,0
GO:0010043,"response to zinc ion",0.009%,null,null,3.058,-1.7625,0.895,0.754,98869,1
GO:0030968,"endoplasmic reticulum unfolded protein response",0.027%,null,null,3.548,-2.8893,0.793,0.518,98869,1
GO:0046686,"response to cadmium ion",0.027%,null,null,3.534,-2.0030,0.890,0.516,98869,1
GO:0030433,"ER-associated ubiquitin-dependent protein catabolic process",0.049%,null,null,3.794,-1.4457,0.671,0.872,98869,1
GO:0042546,"cell wall biogenesis",0.640%,-1.839,-6.873,4.915,-3.0426,0.838,0.033,42546,0
GO:0071555,"cell wall organization",0.709%,null,null,4.959,-1.4677,0.842,0.923,42546,1
GO:0016998,"cell wall macromolecule catabolic process",0.059%,null,null,3.880,-2.3928,0.778,0.739,42546,1
GO:0009664,"plant-type cell wall organization",0.028%,null,null,3.559,-2.1928,0.865,0.698,42546,1
GO:0010731,"protein glutathionylation",0.002%, 5.423,-5.752,2.446,-5.2895,0.915,0.035,10731,0
GO:0009853,"photorespiration",0.005%, 0.669, 0.599,2.793,-3.0281,0.903,0.037,9853,0
GO:0019509,"L-methionine biosynthetic process from methylthioadenosine",0.067%,null,null,3.934,-1.9123,0.739,0.666,9853,1
GO:0009765,"photosynthesis, light harvesting",0.019%, 5.821, 5.348,3.393,-6.7683,0.885,0.040,9765,0
GO:0010207,"photosystem II assembly",0.006%,null,null,2.860,-1.4666,0.839,0.793,9765,1
GO:0042549,"photosystem II stabilization",0.005%,null,null,2.814,-3.1170,0.855,0.789,9765,1
GO:0005975,"carbohydrate metabolic process",5.260%, 1.934, 4.403,5.829,-1.3921,0.929,0.042,5975,0
GO:0019419,"sulfate reduction",0.041%,-6.293,-3.539,3.722,-7.5098,0.815,0.042,19419,0
GO:0009228,"thiamine biosynthetic process",0.232%,null,null,4.474,-2.2083,0.739,0.662,19419,1
GO:0042744,"hydrogen peroxide catabolic process",0.093%,null,null,4.078,-1.4049,0.830,0.981,19419,1
GO:0006749,"glutathione metabolic process",0.151%,null,null,4.288,-1.7504,0.842,0.708,19419,1
