term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0015979,"photosynthesis",0.183%, 2.392,-0.060,4.370,-24.9774,0.927,0.000,15979,0
GO:0015977,"carbon fixation",0.036%,-2.387, 6.179,3.664,-4.0380,0.887,0.010,15977,0
GO:0010258,"NADH dehydrogenase complex (plastoquinone) assembly",0.001%, 4.130,-2.279,1.996,-1.4212,0.923,0.018,10258,0
GO:0009058,"biosynthetic process",31.611%,-0.460,-4.545,6.608,-2.2233,0.963,0.019,9058,0
GO:0046256,"2,4,6-trinitrotoluene catabolic process",0.000%,-5.439,-5.115,0.903,-1.7180,0.849,0.029,46256,0
GO:0098869,"cellular oxidant detoxification",0.784%, 3.265, 5.761,5.003,-3.9026,0.855,0.029,98869,0
GO:1990575,"mitochondrial L-ornithine transmembrane transport",0.000%, 2.522,-6.759,0.301,-3.4367,0.905,0.034,1990575,0
GO:0009765,"photosynthesis, light harvesting",0.019%,-2.785,-7.909,3.393,-18.1062,0.842,0.040,9765,0
GO:0009773,"photosynthetic electron transport in photosystem I",0.003%,null,null,2.597,-1.3399,0.795,0.768,9765,1
GO:0009768,"photosynthesis, light harvesting in photosystem I",0.003%,null,null,2.559,-11.0972,0.852,0.764,9765,1
GO:0010205,"photoinhibition",0.001%,null,null,1.978,-2.9651,0.684,0.892,9765,1
GO:0010207,"photosystem II assembly",0.006%,null,null,2.860,-2.4105,0.817,0.793,9765,1
GO:0042549,"photosystem II stabilization",0.005%,null,null,2.814,-4.4040,0.818,0.789,9765,1
GO:0018298,"protein-chromophore linkage",0.095%, 6.510, 0.504,4.084,-11.2905,0.905,0.045,18298,0
GO:0015976,"carbon utilization",0.040%, 0.173,-2.554,3.715,-2.8696,0.927,0.052,15976,0
GO:0099402,"plant organ development",0.055%, 1.360, 3.944,3.849,-2.4116,0.896,0.053,99402,0
GO:0005975,"carbohydrate metabolic process",5.260%,-1.641,-6.586,5.829,-2.8323,0.929,0.058,5975,0
GO:0036071,"N-glycan fucosylation",0.002%,-0.224, 1.532,2.340,-1.4212,0.906,0.083,36071,0
GO:0015995,"chlorophyll biosynthetic process",0.039%,-5.539, 3.329,3.699,-3.6292,0.792,0.100,15995,0
