term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0015689,"molybdate ion transport",0.068%,-6.836,-1.720,3.938,-1.7394,0.944,0.000,15689,0
GO:1902476,"chloride transmembrane transport",0.047%,null,null,3.780,-1.6364,0.944,0.628,15689,1
GO:0015979,"photosynthesis",0.183%, 0.592, 0.151,4.370,-10.4340,0.925,0.000,15979,0
GO:0032502,"developmental process",2.812%,-3.438, 1.058,5.557,-2.1683,0.975,0.000,32502,0
GO:0048511,"rhythmic process",0.077%,-0.387, 5.458,3.994,-1.3980,0.975,0.000,48511,0
GO:0050896,"response to stimulus",12.210%,-0.277,-4.269,6.195,-4.1893,0.978,0.000,50896,0
GO:0051179,"localization",18.495%,-0.579,-1.937,6.375,-1.5616,0.979,0.000,51179,0
GO:0051083,"'de novo' cotranslational protein folding",0.004%,-3.904,-1.817,2.701,-1.5696,0.950,0.020,51083,0
GO:0043335,"protein unfolding",0.019%,-0.332, 2.306,3.394,-1.5696,0.947,0.022,43335,0
GO:0009734,"auxin-activated signaling pathway",0.035%,-4.183, 4.824,3.649,-3.7706,0.796,0.023,9734,0
GO:2000022,"regulation of jasmonic acid mediated signaling pathway",0.002%,null,null,2.391,-1.3732,0.819,0.673,9734,1
GO:0071365,"cellular response to auxin stimulus",0.035%,null,null,3.655,-1.5746,0.862,0.898,9734,1
GO:0042546,"cell wall biogenesis",0.640%, 1.139,-6.831,4.915,-4.4829,0.830,0.029,42546,0
GO:0071555,"cell wall organization",0.709%,null,null,4.959,-1.9827,0.828,0.923,42546,1
GO:0009831,"plant-type cell wall modification involved in multidimensional cell growth",0.000%,null,null,1.380,-1.5696,0.831,0.505,42546,1
GO:0010411,"xyloglucan metabolic process",0.016%,null,null,3.321,-2.8863,0.830,0.670,42546,1
GO:0009765,"photosynthesis, light harvesting",0.019%,-4.664,-4.885,3.393,-10.4464,0.844,0.040,9765,0
GO:0009773,"photosynthetic electron transport in photosystem I",0.003%,null,null,2.597,-1.9298,0.794,0.768,9765,1
GO:0009768,"photosynthesis, light harvesting in photosystem I",0.003%,null,null,2.559,-1.3979,0.854,0.764,9765,1
GO:0010207,"photosystem II assembly",0.006%,null,null,2.860,-4.1785,0.781,0.793,9765,1
GO:0042549,"photosystem II stabilization",0.005%,null,null,2.814,-5.2468,0.804,0.789,9765,1
GO:0042550,"photosystem I stabilization",0.000%,null,null,1.462,-3.1397,0.825,0.845,9765,1
GO:0018298,"protein-chromophore linkage",0.095%,-4.246,-0.988,4.084,-5.7198,0.887,0.045,18298,0
