term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006457,"protein folding",0.903%, 0.231,-0.226,5.064,-11.5875,0.956,0.000,6457,0
GO:0009408,"response to heat",0.166%, 4.678, 5.056,4.328,-8.9532,0.816,0.000,9408,0
GO:0048573,"photoperiodism, flowering",0.007%,null,null,2.945,-1.5450,0.774,0.642,9408,1
GO:0071456,"cellular response to hypoxia",0.022%,null,null,3.457,-1.6596,0.784,0.694,9408,1
GO:0009631,"cold acclimation",0.003%,null,null,2.590,-1.4116,0.847,0.731,9408,1
GO:0009643,"photosynthetic acclimation",0.001%,null,null,1.973,-1.3329,0.872,0.563,9408,1
GO:0009651,"response to salt stress",0.043%,null,null,3.741,-7.4239,0.832,0.726,9408,1
GO:0034605,"cellular response to heat",0.041%,null,null,3.726,-5.9897,0.803,0.865,9408,1
GO:0006979,"response to oxidative stress",0.575%,null,null,4.868,-5.1511,0.841,0.570,9408,1
GO:0006952,"defense response",0.568%,null,null,4.863,-6.8121,0.841,0.509,9408,1
GO:0009704,"de-etiolation",0.001%,null,null,1.978,-1.4116,0.801,0.564,9408,1
GO:0071497,"cellular response to freezing",0.000%,null,null,1.748,-2.6661,0.838,0.654,9408,1
GO:0050821,"protein stabilization",0.045%, 6.763, 0.053,3.763,-2.7252,0.919,0.000,50821,0
GO:0008360,"regulation of cell shape",0.640%,null,null,4.914,-1.6779,0.707,0.512,50821,1
GO:0051085,"chaperone mediated protein folding requiring cofactor",0.010%, 1.416,-1.119,3.117,-3.9866,0.957,0.023,51085,0
GO:0042026,"protein refolding",0.069%,null,null,3.949,-2.8722,0.954,0.567,51085,1
GO:0006749,"glutathione metabolic process",0.151%,-5.499, 2.768,4.288,-10.1827,0.868,0.029,6749,0
GO:0008299,"isoprenoid biosynthetic process",0.442%,null,null,4.754,-1.9756,0.744,0.936,6749,1
GO:0050992,"dimethylallyl diphosphate biosynthetic process",0.036%,null,null,3.661,-1.5443,0.755,0.557,6749,1
GO:0019287,"isopentenyl diphosphate biosynthetic process, mevalonate pathway",0.014%,null,null,3.258,-7.1740,0.721,0.512,6749,1
GO:0045337,"farnesyl diphosphate biosynthetic process",0.005%,null,null,2.798,-3.0318,0.766,0.745,6749,1
GO:0010142,"farnesyl diphosphate biosynthetic process, mevalonate pathway",0.003%,null,null,2.524,-2.6661,0.773,0.956,6749,1
GO:0006084,"acetyl-CoA metabolic process",0.172%,null,null,4.343,-1.3359,0.837,0.826,6749,1
GO:0016114,"terpenoid biosynthetic process",0.245%,null,null,4.498,-3.2992,0.751,0.726,6749,1
GO:0019419,"sulfate reduction",0.041%,null,null,3.722,-2.5168,0.837,0.550,6749,1
GO:0019427,"acetyl-CoA biosynthetic process from acetate",0.031%,null,null,3.604,-1.9152,0.737,0.751,6749,1
GO:0033512,"L-lysine catabolic process to acetyl-CoA via saccharopine",0.014%,null,null,3.256,-3.4129,0.725,0.717,6749,1
GO:0015940,"pantothenate biosynthetic process",0.114%,null,null,4.166,-1.7069,0.739,0.725,6749,1
GO:0051762,"sesquiterpene biosynthetic process",0.000%,-5.808,-4.465,1.146,-6.5483,0.830,0.029,51762,0
GO:0051259,"protein oligomerization",0.188%, 0.835,-7.339,4.382,-4.3526,0.864,0.030,51259,0
GO:0035494,"SNARE complex disassembly",0.004%,null,null,2.680,-2.7446,0.783,0.522,51259,1
GO:0033617,"mitochondrial respiratory chain complex IV assembly",0.022%,null,null,3.447,-2.6257,0.867,0.626,51259,1
GO:0000266,"mitochondrial fission",0.022%,null,null,3.441,-1.3145,0.875,0.647,51259,1
GO:0042256,"mature ribosome assembly",0.051%,null,null,3.819,-3.4129,0.865,0.598,51259,1
GO:0051131,"chaperone-mediated protein complex assembly",0.016%,null,null,3.324,-1.9040,0.878,0.614,51259,1
GO:0033962,"cytoplasmic mRNA processing body assembly",0.011%,null,null,3.145,-1.4488,0.874,0.670,51259,1
GO:0015914,"phospholipid transport",0.076%, 2.528,-3.866,3.987,-5.2664,0.828,0.039,15914,0
GO:0006865,"amino acid transport",0.813%,null,null,5.018,-2.4443,0.826,0.730,15914,1
GO:0015867,"ATP transport",0.019%,null,null,3.381,-2.8019,0.852,0.828,15914,1
GO:0034204,"lipid translocation",0.057%,null,null,3.867,-3.4369,0.709,0.806,15914,1
GO:0034220,"ion transmembrane transport",3.528%,null,null,5.656,-3.2078,0.899,0.527,15914,1
GO:0035436,"triose phosphate transmembrane transport",0.000%,null,null,1.763,-1.5443,0.879,0.669,15914,1
GO:0015713,"phosphoglycerate transport",0.000%,null,null,1.544,-1.5443,0.878,0.652,15914,1
GO:0080186,"developmental vegetative growth",0.001%,-1.893,-4.434,2.182,-4.1900,0.903,0.044,80186,0
GO:0045927,"positive regulation of growth",0.060%,null,null,3.889,-2.3591,0.885,0.612,80186,1
GO:0035264,"multicellular organism growth",0.041%,null,null,3.720,-1.3329,0.876,0.754,80186,1
GO:0042744,"hydrogen peroxide catabolic process",0.093%,-2.013, 7.123,4.078,-3.8822,0.879,0.044,42744,0
GO:0006468,"protein phosphorylation",4.137%,-3.122, 3.416,5.725,-6.5910,0.822,0.061,6468,0
GO:0016567,"protein ubiquitination",0.523%,null,null,4.827,-1.5389,0.900,0.560,6468,1
GO:0000413,"protein peptidyl-prolyl isomerization",0.393%,null,null,4.703,-1.3369,0.901,0.542,6468,1
GO:0009693,"ethylene biosynthetic process",0.001%, 1.878, 1.790,2.286,-2.7699,0.935,0.068,9693,0
GO:0006101,"citrate metabolic process",0.472%,-7.028, 0.760,4.782,-4.0054,0.801,0.098,6101,0
GO:0019752,"carboxylic acid metabolic process",8.831%,null,null,6.054,-1.4045,0.762,0.563,6101,1
GO:0006099,"tricarboxylic acid cycle",0.469%,null,null,4.780,-2.7615,0.792,0.985,6101,1
GO:0034587,"piRNA metabolic process",0.004%,-2.685,-1.204,2.731,-1.3329,0.924,0.106,34587,0
GO:0010118,"stomatal movement",0.006%,-0.196, 1.727,2.898,-1.6058,0.890,0.124,10118,0
GO:0090630,"activation of GTPase activity",0.020%, 5.360, 1.316,3.420,-2.4263,0.922,0.156,90630,0
GO:0032781,"positive regulation of ATPase activity",0.033%,null,null,3.627,-1.6298,0.921,0.656,90630,1
GO:0010952,"positive regulation of peptidase activity",0.034%,null,null,3.646,-1.7069,0.829,0.658,90630,1
GO:0033674,"positive regulation of kinase activity",0.150%,null,null,4.283,-2.2021,0.794,0.636,90630,1
GO:0009809,"lignin biosynthetic process",0.002%,-5.844,-3.745,2.423,-3.7474,0.833,0.161,9809,0
GO:0009800,"cinnamic acid biosynthetic process",0.004%,null,null,2.731,-1.3788,0.775,0.905,9809,1
GO:1901141,"regulation of lignin biosynthetic process",0.000%,null,null,1.623,-2.6661,0.818,0.806,9809,1
GO:0009698,"phenylpropanoid metabolic process",0.021%,null,null,3.431,-2.2385,0.854,0.683,9809,1
GO:0006896,"Golgi to vacuole transport",0.012%, 3.593,-4.013,3.200,-4.1015,0.887,0.177,6896,0
GO:0015031,"protein transport",2.251%,null,null,5.461,-1.6867,0.878,0.885,6896,1
GO:0006623,"protein targeting to vacuole",0.039%,null,null,3.702,-1.3557,0.884,0.786,6896,1
GO:0006886,"intracellular protein transport",1.199%,null,null,5.187,-2.3775,0.869,0.610,6896,1
GO:0006891,"intra-Golgi vesicle-mediated transport",0.064%,null,null,3.916,-1.7627,0.907,0.710,6896,1
GO:1903335,"regulation of vacuolar transport",0.001%,null,null,1.929,-1.3329,0.891,0.632,6896,1
GO:0042147,"retrograde transport, endosome to Golgi",0.055%,null,null,3.847,-1.5644,0.897,0.686,6896,1
GO:0043001,"Golgi to plasma membrane protein transport",0.015%,null,null,3.280,-2.7446,0.741,0.849,6896,1
GO:0046951,"ketone body biosynthetic process",0.002%,-6.935,-1.258,2.348,-1.7069,0.842,0.196,46951,0
GO:0006075,"(1-&gt;3)-beta-D-glucan biosynthetic process",0.015%,-6.324,-2.209,3.271,-3.4082,0.808,0.202,6075,0
GO:2001011,"positive regulation of plant-type cell wall cellulose biosynthetic process",0.012%,null,null,3.178,-2.6661,0.699,0.860,6075,1
GO:0000023,"maltose metabolic process",0.006%,null,null,2.902,-1.3329,0.867,0.785,6075,1
GO:0005992,"trehalose biosynthetic process",0.060%,null,null,3.887,-1.8314,0.802,0.654,6075,1
GO:0055114,"oxidation-reduction process",15.060%,-6.893, 0.415,6.286,-8.4828,0.858,0.217,55114,0
GO:0007205,"protein kinase C-activating G-protein coupled receptor signaling pathway",0.018%, 5.587, 3.205,3.375,-4.4598,0.805,0.246,7205,0
GO:0033387,"putrescine biosynthetic process from ornithine",0.002%,-6.879, 1.155,2.305,-1.3329,0.821,0.270,33387,0
GO:0048281,"inflorescence morphogenesis",0.000%, 6.105,-3.957,1.591,-3.4129,0.894,0.292,48281,0
GO:0048544,"recognition of pollen",0.034%,null,null,3.644,-2.9874,0.829,0.505,48281,1
GO:0030437,"ascospore formation",0.023%,null,null,3.463,-1.9152,0.826,0.694,48281,1
GO:0055085,"transmembrane transport",8.916%, 2.183,-4.728,6.058,-2.8586,0.912,0.298,55085,0
GO:0034389,"lipid particle organization",0.005%, 1.714,-7.311,2.823,-2.6257,0.893,0.302,34389,0
GO:1901672,"positive regulation of systemic acquired resistance",0.000%, 4.934, 4.409,1.531,-2.6661,0.816,0.305,1901672,0
GO:0050860,"negative regulation of T cell receptor signaling pathway",0.003%,null,null,2.643,-1.3329,0.780,0.586,1901672,1
GO:2000072,"regulation of defense response to fungus, incompatible interaction",0.000%,null,null,1.342,-1.9152,0.834,0.697,1901672,1
GO:0009626,"plant-type hypersensitive response",0.004%,null,null,2.666,-2.2597,0.778,0.563,1901672,1
GO:0009620,"response to fungus",0.035%,null,null,3.655,-1.5266,0.872,0.779,1901672,1
GO:0042742,"defense response to bacterium",0.097%,null,null,4.097,-1.5813,0.837,0.617,1901672,1
GO:0009607,"response to biotic stimulus",0.342%, 4.866, 5.428,4.643,-6.1945,0.876,0.306,9607,0
GO:0019722,"calcium-mediated signaling",0.040%, 5.877, 3.032,3.707,-1.9882,0.797,0.309,19722,0
GO:0046256,"2,4,6-trinitrotoluene catabolic process",0.000%,-1.612, 7.374,0.903,-1.3329,0.887,0.309,46256,0
GO:0006002,"fructose 6-phosphate metabolic process",0.060%,-2.008, 4.808,3.885,-2.0628,0.877,0.333,6002,0
GO:0097352,"autophagosome maturation",0.008%,-0.735,-7.104,3.035,-1.9152,0.809,0.333,97352,0
GO:0048280,"vesicle fusion with Golgi apparatus",0.014%,null,null,3.257,-1.6953,0.761,0.742,97352,1
GO:0030242,"pexophagy",0.009%,null,null,3.084,-1.7069,0.948,0.650,97352,1
GO:0010508,"positive regulation of autophagy",0.037%,null,null,3.676,-1.3332,0.872,0.706,97352,1
GO:0030187,"melatonin biosynthetic process",0.001%,-1.799, 0.769,2.130,-2.2027,0.860,0.341,30187,0
GO:1902198,"3-methylbut-2-enoyl-CoA(4-) metabolic process",0.000%,-3.905, 1.752,0.301,-1.3329,0.892,0.344,1902198,0
GO:1902196,"isovaleryl-CoA(4-) catabolic process",0.000%,null,null,0.301,-1.3329,0.856,0.610,1902198,1
