Annotated	Significant	Expected	DEG	Term	pval
GO:0004143	15	4	0,63	4	diacylglycerol kinase activity	0,00289836558045015
GO:0000166	6859	373	287,58	373	nucleotide binding	0,0422053552327743
GO:0022857	2366	144	99,2	144	transmembrane transporter activity	0,0203436522972245
GO:0008353	28	4	1,17	4	RNA polymerase II CTD heptapeptide repeat kinase activity	0,0282569001669523
GO:0003700	1205	97	50,52	97	DNA-binding transcription factor activity	5,67039691128269e-10
GO:0008017	262	49	10,98	49	microtubule binding	1,00559034710277e-17
GO:0005506	627	41	26,29	41	iron ion binding	0,00363727594090584
GO:0003978	15	3	0,63	3	UDP-glucose 4-epimerase activity	0,0229372818971517
GO:0005509	479	44	20,08	44	calcium ion binding	1,18694012528262e-06
GO:0005484	68	8	2,85	8	SNAP receptor activity	0,00744694512769035
GO:0018025	1	1	0,04	1	calmodulin-lysine N-methyltransferase activity	0,0419273259683214
GO:0102752	7	2	0,29	2	1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)	0,0320562432019793
GO:0004084	13	3	0,55	3	branched-chain-amino-acid transaminase activity	0,0418874657151226
GO:0008289	385	31	16,14	31	lipid binding	0,0132668173649882
GO:0000146	7	2	0,29	2	microfilament motor activity	0,0320562432019793
GO:0008271	31	5	1,3	5	secondary active sulfate transmembrane transporter activity	0,00881406371140521
GO:0016705	591	39	24,78	39	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	0,00223001945995564
GO:0031210	8	2	0,34	2	phosphatidylcholine binding	0,0415699547313995
GO:0016630	6	3	0,25	3	protochlorophyllide reductase activity	0,00133742192045012
GO:0004351	8	2	0,34	2	glutamate decarboxylase activity	0,0415699547313995
GO:0004356	19	3	0,8	3	glutamate-ammonia ligase activity	0,0431670659550186
GO:0030898	7	2	0,29	2	actin-dependent ATPase activity	0,0320562432019793
GO:0016168	209	15	8,76	15	chlorophyll binding	0,0307826290562795
GO:0004373	15	3	0,63	3	glycogen (starch) synthase activity	0,0229372818971517
GO:0009927	14	3	0,59	3	histidine phosphotransfer kinase activity	0,0189294986338114
GO:0004034	8	2	0,34	2	aldose 1-epimerase activity	0,0415699547313995
GO:0030170	223	15	9,35	15	pyridoxal phosphate binding	0,0495668277486368
GO:0070290	31	4	1,3	4	N-acylphosphatidylethanolamine-specific phospholipase D activity	0,0393674787016967
GO:0009899	1	1	0,04	1	ent-kaurene synthase activity	0,0419273259683214
GO:0043565	969	61	40,63	61	sequence-specific DNA binding	1,23278722382612e-06
GO:0008515	9	4	0,38	4	sucrose transmembrane transporter activity	0,000327406031344551
GO:0003844	7	2	0,29	2	1,4-alpha-glucan branching enzyme activity	0,0320562432019793
GO:0005199	19	3	0,8	3	structural constituent of cell wall	0,0431670659550186
GO:0004553	753	64	31,57	64	hydrolase activity, hydrolyzing O-glycosyl compounds	2,49285356003994e-07
GO:0019900	152	13	6,37	13	kinase binding	0,00228576646636681
GO:0019904	22	5	0,92	5	protein domain specific binding	0,00186564798257132
