Annotated	Significant	Expected	DEG	Term	pval
GO:0008540	26	4	1,2	4	proteasome regulatory particle, base subcomplex	0,030071986575397
GO:0031201	46	7	2,12	7	SNARE complex	0,00486672018674312
GO:0030018	2	2	0,09	2	Z disc	0,00213063508397912
GO:0000502	154	15	7,11	15	proteasome complex	0,0497816359837876
GO:0030658	74	7	3,42	7	transport vesicle membrane	0,0349726618684459
GO:0030687	23	4	1,06	4	preribosome, large subunit precursor	0,0198571915251006
GO:0009506	226	17	10,44	17	plasmodesma	0,0336168456048616
GO:0005886	1961	150	90,55	150	plasma membrane	4,62708805484375e-09
GO:0005829	1367	74	63,12	74	cytosol	0,0386960978921579
GO:0005811	48	5	2,22	5	lipid droplet	0,0383128520697611
GO:0048471	29	9	1,34	9	perinuclear region of cytoplasm	4,01890685607652e-06
GO:0016021	10862	554	501,56	554	integral component of membrane	0,000935924160353281
GO:0009986	9	5	0,42	5	cell surface	2,2461351359801e-05
GO:0031902	21	4	0,97	4	late endosome membrane	0,0144349733292857
GO:0034456	4	2	0,18	2	UTP-C complex	0,0120114821388902
GO:0000148	22	5	1,02	5	1,3-beta-D-glucan synthase complex	0,00284106437247468
GO:0005834	7	3	0,32	3	heterotrimeric G-protein complex	0,00298868608276823
GO:0034715	3	2	0,14	2	pICln-Sm protein complex	0,0061954285311921
GO:0005656	4	2	0,18	2	nuclear pre-replicative complex	0,0120114821388902
GO:0090730	2	2	0,09	2	Las1 complex	0,00213063508397912
GO:0005750	7	2	0,32	2	mitochondrial respiratory chain complex III	0,0383247285202464
GO:0045252	7	7	0,32	7	oxoglutarate dehydrogenase complex	4,40703415515928e-10
GO:0032580	19	4	0,88	4	Golgi cisterna membrane	0,0100571820061378
GO:0005758	22	4	1,02	4	mitochondrial intermembrane space	0,0170113975419104
GO:0005782	3	2	0,14	2	peroxisomal matrix	0,0061954285311921
GO:0005783	852	66	39,34	66	endoplasmic reticulum	0,00138268084696195
GO:0005788	53	10	2,45	10	endoplasmic reticulum lumen	0,000135222455089966
GO:0034709	3	2	0,14	2	methylosome	0,0061954285311921
GO:0044233	3	2	0,14	2	Mitochondria-associated ER Membrane	0,0061954285311921
GO:0032545	4	2	0,18	2	CURI complex	0,0120114821388902
GO:0046861	1	1	0,05	1	glyoxysomal membrane	0,0461758910979759
GO:0034098	10	5	0,46	5	VCP-NPL4-UFD1 AAA ATPase complex	4,32082098528148e-05
GO:0005730	373	26	17,22	26	nucleolus	0,0358419397168951
GO:0005737	10788	495	498,15	495	cytoplasm	0,000928710265042684
GO:0043073	8	2	0,37	2	germ cell nucleus	0,0495602259370935
