term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006457,"protein folding",0.903%, 1.076,-0.857,5.064,-17.1707,0.945,0.000,6457,0
GO:0032502,"developmental process",2.812%,-4.740,-5.707,5.557,-1.4673,0.981,0.000,32502,0
GO:0050821,"protein stabilization",0.045%,-3.921, 4.987,3.763,-3.1242,0.930,0.000,50821,0
GO:0051762,"sesquiterpene biosynthetic process",0.000%, 7.402, 0.105,1.146,-8.8026,0.813,0.018,51762,0
GO:0034389,"lipid particle organization",0.005%,-0.805,-7.173,2.823,-4.9428,0.860,0.022,34389,0
GO:0051085,"chaperone mediated protein folding requiring cofactor",0.010%,-1.080, 0.865,3.117,-4.6455,0.944,0.023,51085,0
GO:0042026,"protein refolding",0.069%,null,null,3.949,-3.1851,0.941,0.567,51085,1
GO:0034605,"cellular response to heat",0.041%,-6.932,-1.024,3.726,-8.2188,0.772,0.026,34605,0
GO:2000022,"regulation of jasmonic acid mediated signaling pathway",0.002%,null,null,2.391,-1.4360,0.741,0.593,34605,1
GO:0042542,"response to hydrogen peroxide",0.029%,null,null,3.571,-4.1128,0.783,0.579,34605,1
GO:0071277,"cellular response to calcium ion",0.009%,null,null,3.073,-1.5947,0.784,0.756,34605,1
GO:1902584,"positive regulation of response to water deprivation",0.001%,null,null,2.045,-7.2096,0.758,0.528,34605,1
GO:0048586,"regulation of long-day photoperiodism, flowering",0.002%,null,null,2.453,-1.5955,0.738,0.555,34605,1
GO:0046686,"response to cadmium ion",0.027%,null,null,3.534,-2.4009,0.805,0.701,34605,1
GO:0009643,"photosynthetic acclimation",0.001%,null,null,1.973,-1.5947,0.854,0.572,34605,1
GO:0009651,"response to salt stress",0.043%,null,null,3.741,-1.6899,0.805,0.661,34605,1
GO:0009415,"response to water",0.026%,null,null,3.526,-1.6884,0.766,0.700,34605,1
GO:0009408,"response to heat",0.166%,null,null,4.328,-5.8885,0.788,0.865,34605,1
GO:0006749,"glutathione metabolic process",0.151%, 3.046, 6.175,4.288,-7.5099,0.831,0.029,6749,0
GO:0008299,"isoprenoid biosynthetic process",0.442%,null,null,4.754,-3.3010,0.722,0.936,6749,1
GO:0050992,"dimethylallyl diphosphate biosynthetic process",0.036%,null,null,3.661,-3.5096,0.729,0.557,6749,1
GO:0019287,"isopentenyl diphosphate biosynthetic process, mevalonate pathway",0.014%,null,null,3.258,-6.6748,0.682,0.512,6749,1
GO:0006644,"phospholipid metabolic process",1.209%,null,null,5.191,-2.0132,0.695,0.569,6749,1
GO:0045337,"farnesyl diphosphate biosynthetic process",0.005%,null,null,2.798,-3.8037,0.740,0.745,6749,1
GO:0006084,"acetyl-CoA metabolic process",0.172%,null,null,4.343,-1.5994,0.795,0.783,6749,1
GO:0016114,"terpenoid biosynthetic process",0.245%,null,null,4.498,-5.3219,0.729,0.726,6749,1
GO:0009686,"gibberellin biosynthetic process",0.001%,null,null,2.236,-1.3187,0.767,0.537,6749,1
GO:0033512,"L-lysine catabolic process to acetyl-CoA via saccharopine",0.014%,null,null,3.256,-4.1919,0.690,0.717,6749,1
GO:0015940,"pantothenate biosynthetic process",0.114%,null,null,4.166,-2.2121,0.710,0.725,6749,1
GO:0001676,"long-chain fatty acid metabolic process",0.056%,null,null,3.854,-1.7870,0.753,0.590,6749,1
GO:0080186,"developmental vegetative growth",0.001%,-2.796,-5.547,2.182,-7.2096,0.881,0.032,80186,0
GO:0045927,"positive regulation of growth",0.060%,null,null,3.889,-3.7115,0.874,0.612,80186,1
GO:0035264,"multicellular organism growth",0.041%,null,null,3.720,-1.5947,0.855,0.754,80186,1
GO:0009860,"pollen tube growth",0.005%,null,null,2.802,-1.3621,0.742,0.662,80186,1
GO:0019511,"peptidyl-proline hydroxylation",0.011%, 4.990,-2.932,3.156,-1.4446,0.911,0.038,19511,0
GO:0015914,"phospholipid transport",0.076%, 3.177,-5.006,3.987,-2.6148,0.879,0.044,15914,0
GO:0015031,"protein transport",2.251%,null,null,5.461,-1.5496,0.928,0.618,15914,1
GO:0034204,"lipid translocation",0.057%,null,null,3.867,-1.3982,0.717,0.806,15914,1
GO:0042744,"hydrogen peroxide catabolic process",0.093%,-2.569, 6.776,4.078,-5.8628,0.846,0.044,42744,0
GO:0019430,"removal of superoxide radicals",0.121%,null,null,4.192,-2.7421,0.701,0.855,42744,1
GO:0009693,"ethylene biosynthetic process",0.001%,-0.947,-2.127,2.286,-2.5190,0.922,0.068,9693,0
GO:0006101,"citrate metabolic process",0.472%, 6.029,-1.453,4.782,-4.7975,0.787,0.098,6101,0
GO:0006099,"tricarboxylic acid cycle",0.469%,null,null,4.780,-4.2661,0.765,0.985,6101,1
GO:0032922,"circadian regulation of gene expression",0.012%,-2.775, 2.604,3.190,-2.4266,0.858,0.151,32922,0
GO:0032781,"positive regulation of ATPase activity",0.033%,-3.738,-0.476,3.627,-2.5317,0.939,0.160,32781,0
GO:0009809,"lignin biosynthetic process",0.002%, 6.755, 0.295,2.423,-2.2259,0.841,0.161,9809,0
GO:0015995,"chlorophyll biosynthetic process",0.039%, 5.080, 3.097,3.699,-2.2159,0.757,0.212,15995,0
GO:0055114,"oxidation-reduction process",15.060%, 5.099, 0.876,6.286,-10.8388,0.847,0.217,55114,0
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",0.035%, 3.254, 4.647,3.652,-3.0790,0.748,0.241,6122,0
GO:0061615,"glycolytic process through fructose-6-phosphate",0.061%,null,null,3.892,-1.6521,0.660,0.668,6122,1
GO:0006098,"pentose-phosphate shunt",0.287%,null,null,4.566,-1.9346,0.713,0.550,6122,1
GO:0022900,"electron transport chain",0.564%,null,null,4.860,-1.3256,0.811,0.589,6122,1
GO:0015936,"coenzyme A metabolic process",0.173%,null,null,4.347,-1.6877,0.716,0.938,6122,1
GO:0015937,"coenzyme A biosynthetic process",0.154%,null,null,4.295,-2.4121,0.690,0.531,6122,1
GO:0007205,"protein kinase C-activating G-protein coupled receptor signaling pathway",0.018%,-5.968, 0.506,3.375,-3.3440,0.799,0.259,7205,0
GO:0033387,"putrescine biosynthetic process from ornithine",0.002%, 5.889, 3.006,2.305,-1.5947,0.804,0.270,33387,0
GO:1901672,"positive regulation of systemic acquired resistance",0.000%,-6.152,-1.342,1.531,-3.1899,0.817,0.285,1901672,0
GO:0009816,"defense response to bacterium, incompatible interaction",0.003%,null,null,2.535,-1.6860,0.845,0.780,1901672,1
GO:1905499,"trichome papilla formation",0.000%,-0.957,-6.407,1.362,-3.1899,0.786,0.285,1905499,0
GO:0010091,"trichome branching",0.001%,null,null,2.267,-1.6852,0.781,0.847,1905499,1
GO:0090378,"seed trichome elongation",0.000%,null,null,0.602,-2.7202,0.779,0.702,1905499,1
GO:0098869,"cellular oxidant detoxification",0.784%,-6.991, 1.023,5.003,-5.5614,0.767,0.292,98869,0
GO:0046256,"2,4,6-trinitrotoluene catabolic process",0.000%,-2.764, 7.074,0.903,-1.5947,0.878,0.309,46256,0
GO:0010777,"meiotic mismatch repair involved in reciprocal meiotic recombination",0.000%,-4.204,-3.650,1.415,-2.4266,0.704,0.326,10777,0
GO:0006002,"fructose 6-phosphate metabolic process",0.060%, 0.909, 4.851,3.885,-1.4753,0.853,0.340,6002,0
GO:0030187,"melatonin biosynthetic process",0.001%, 0.889, 5.819,2.130,-2.7202,0.836,0.341,30187,0
GO:1902198,"3-methylbut-2-enoyl-CoA(4-) metabolic process",0.000%, 2.413, 6.331,0.301,-1.5947,0.862,0.344,1902198,0
GO:1902196,"isovaleryl-CoA(4-) catabolic process",0.000%,null,null,0.301,-1.5947,0.824,0.610,1902198,1
GO:0009607,"response to biotic stimulus",0.342%,-7.225, 0.081,4.643,-3.7860,0.855,0.351,9607,0
GO:0042908,"xenobiotic transport",0.028%, 3.786,-5.395,3.556,-2.6134,0.904,0.351,42908,0
GO:0016126,"sterol biosynthetic process",0.075%, 6.542, 1.395,3.985,-3.1393,0.772,0.359,16126,0
GO:0051555,"flavonol biosynthetic process",0.001%,null,null,2.158,-2.4266,0.855,0.596,16126,1
GO:0006694,"steroid biosynthetic process",0.122%,null,null,4.196,-1.7084,0.772,0.924,16126,1
GO:2001011,"positive regulation of plant-type cell wall cellulose biosynthetic process",0.012%, 2.049,-2.800,3.178,-3.1899,0.681,0.363,2001011,0
GO:1902066,"regulation of cell wall pectin metabolic process",0.000%,null,null,1.380,-2.2121,0.824,0.840,2001011,1
GO:0016998,"cell wall macromolecule catabolic process",0.059%,null,null,3.880,-2.9259,0.838,0.596,2001011,1
GO:0042256,"mature ribosome assembly",0.051%, 0.259,-6.961,3.819,-4.1919,0.816,0.368,42256,0
GO:0033617,"mitochondrial respiratory chain complex IV assembly",0.022%,null,null,3.447,-2.4121,0.825,0.626,42256,1
GO:0051259,"protein oligomerization",0.188%,null,null,4.382,-4.1138,0.816,0.598,42256,1
GO:0034063,"stress granule assembly",0.005%,null,null,2.786,-1.3187,0.835,0.639,42256,1
GO:0051131,"chaperone-mediated protein complex assembly",0.016%,null,null,3.324,-1.5157,0.834,0.614,42256,1
GO:0000460,"maturation of 5.8S rRNA",0.066%,null,null,3.927,-1.5159,0.791,0.563,42256,1
GO:0006032,"chitin catabolic process",0.018%,-0.144, 6.573,3.368,-4.2077,0.826,0.370,6032,0
GO:0006527,"arginine catabolic process",0.051%,null,null,3.817,-2.2121,0.746,0.540,6032,1
GO:0019441,"tryptophan catabolic process to kynurenine",0.054%,null,null,3.837,-1.9046,0.728,0.680,6032,1
GO:0034721,"histone H3-K4 demethylation, trimethyl-H3-K4-specific",0.001%, 1.581,-5.937,1.973,-2.7202,0.795,0.376,34721,0
GO:0006435,"threonyl-tRNA aminoacylation",0.053%, 3.394, 2.618,3.835,-2.2121,0.771,0.378,6435,0
GO:0097352,"autophagosome maturation",0.008%, 0.882,-6.977,3.035,-2.4266,0.798,0.378,97352,0
GO:0010266,"response to vitamin B1",0.000%,-6.915, 2.051,1.580,-3.1899,0.840,0.384,10266,0
GO:0007186,"G-protein coupled receptor signaling pathway",0.882%,-5.590, 0.955,5.054,-1.8161,0.750,0.385,7186,0
GO:0006468,"protein phosphorylation",4.137%, 2.407, 1.123,5.725,-2.0582,0.801,0.423,6468,0
GO:0016310,"phosphorylation",7.764%,null,null,5.998,-1.3509,0.835,0.615,6468,1
GO:0031204,"posttranslational protein targeting to membrane, translocation",0.018%, 2.222,-6.029,3.359,-2.0434,0.769,0.429,31204,0
GO:0006979,"response to oxidative stress",0.575%,-6.939,-0.554,4.868,-7.6270,0.814,0.455,6979,0
GO:0006952,"defense response",0.568%,null,null,4.863,-4.7941,0.814,0.570,6979,1
GO:0051228,"mitotic spindle disassembly",0.002%,-0.221,-7.126,2.449,-2.4266,0.797,0.456,51228,0
GO:0035494,"SNARE complex disassembly",0.004%,null,null,2.680,-2.0434,0.786,0.520,51228,1
GO:0016559,"peroxisome fission",0.023%,null,null,3.469,-1.4438,0.843,0.560,51228,1
GO:0071712,"ER-associated misfolded protein catabolic process",0.006%,-4.825, 2.435,2.872,-3.1202,0.651,0.462,71712,0
GO:0030970,"retrograde protein transport, ER to cytosol",0.011%,null,null,3.146,-2.4266,0.625,0.798,71712,1
