term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0007018,"microtubule-based movement",0.287%, 6.752, 2.751,4.567,-3.5883,0.827,0.000,7018,0
GO:0032502,"developmental process",2.812%,-0.246,-1.234,5.557,-2.1351,0.951,0.000,32502,0
GO:0045490,"pectin catabolic process",0.058%,-6.566, 0.870,3.875,-3.6425,0.829,0.000,45490,0
GO:0042546,"cell wall biogenesis",0.640%,null,null,4.915,-2.3311,0.762,0.670,45490,1
GO:0042545,"cell wall modification",0.045%,null,null,3.759,-1.9913,0.788,0.723,45490,1
GO:0071555,"cell wall organization",0.709%,null,null,4.959,-1.8353,0.762,0.923,45490,1
GO:0010411,"xyloglucan metabolic process",0.016%,null,null,3.321,-3.2594,0.779,0.577,45490,1
GO:0050896,"response to stimulus",12.210%,-3.800, 1.828,6.195,-2.7920,0.955,0.000,50896,0
GO:1903830,"magnesium ion transmembrane transport",0.088%,-5.484, 3.906,4.053,-3.2197,0.942,0.000,1903830,0
GO:0042550,"photosystem I stabilization",0.000%,-1.756, 6.605,1.462,-1.7761,0.893,0.017,42550,0
GO:0010305,"leaf vascular tissue pattern formation",0.002%, 1.923,-5.503,2.438,-2.0061,0.869,0.049,10305,0
GO:0080147,"root hair cell development",0.004%,null,null,2.718,-1.3063,0.814,0.550,10305,1
GO:0007275,"multicellular organism development",1.559%,null,null,5.301,-1.3298,0.844,0.527,10305,1
GO:0005975,"carbohydrate metabolic process",5.260%,-0.722, 2.092,5.829,-1.5586,0.904,0.055,5975,0
GO:0006270,"DNA replication initiation",0.141%, 2.925,-6.623,4.259,-1.6372,0.835,0.080,6270,0
GO:0009663,"plasmodesma organization",0.000%,-5.480,-2.050,1.724,-1.7761,0.810,0.102,9663,0
GO:0071158,"positive regulation of cell cycle arrest",0.008%, 5.447, 5.309,3.000,-1.3063,0.835,0.122,71158,0
GO:0006168,"adenine salvage",0.032%, 5.660,-2.339,3.613,-2.6128,0.709,0.134,6168,0
GO:0006166,"purine ribonucleoside salvage",0.108%,null,null,4.140,-2.2221,0.694,0.895,6168,1
GO:0044209,"AMP salvage",0.035%,null,null,3.649,-2.5183,0.696,0.827,6168,1
GO:1901703,"protein localization involved in auxin polar transport",0.000%,-3.893, 5.145,1.491,-1.4787,0.890,0.143,1901703,0
GO:0007267,"cell-cell signaling",0.407%, 3.952, 3.677,4.718,-3.0365,0.791,0.165,7267,0
GO:0046506,"sulfolipid biosynthetic process",0.000%, 7.410,-2.109,1.799,-1.3837,0.794,0.195,46506,0
GO:0019285,"glycine betaine biosynthetic process from choline",0.014%, 5.603,-5.032,3.252,-1.7761,0.839,0.199,19285,0
GO:0070899,"mitochondrial tRNA wobble uridine modification",0.002%,-3.091,-4.459,2.346,-1.7761,0.778,0.208,70899,0
GO:0009809,"lignin biosynthetic process",0.002%, 7.490,-0.266,2.423,-1.6085,0.785,0.210,9809,0
GO:0010115,"regulation of abscisic acid biosynthetic process",0.000%,null,null,1.771,-1.4787,0.741,0.570,9809,1
GO:0000162,"tryptophan biosynthetic process",0.191%, 5.894,-1.257,4.389,-1.5809,0.706,0.277,162,0
GO:0046294,"formaldehyde catabolic process",0.021%,null,null,3.430,-1.3063,0.755,0.638,162,1
GO:0006572,"tyrosine catabolic process",0.006%,null,null,2.863,-1.4787,0.729,0.611,162,1
GO:0009063,"cellular amino acid catabolic process",0.648%,null,null,4.920,-1.3065,0.686,0.623,162,1
GO:0006468,"protein phosphorylation",4.137%,-2.291,-5.709,5.725,-1.7188,0.830,0.296,6468,0
GO:0019918,"peptidyl-arginine methylation, to symmetrical-dimethyl arginine",0.002%,-3.264,-5.991,2.312,-1.3837,0.878,0.332,19918,0
GO:0006334,"nucleosome assembly",0.089%,-5.123,-2.873,4.057,-1.6883,0.834,0.356,6334,0
GO:0009734,"auxin-activated signaling pathway",0.035%, 1.871, 5.919,3.649,-2.0776,0.780,0.373,9734,0
GO:0071365,"cellular response to auxin stimulus",0.035%,null,null,3.655,-2.0818,0.844,0.898,9734,1
GO:0010043,"response to zinc ion",0.009%, 1.141, 6.917,3.058,-2.0753,0.899,0.391,10043,0
GO:0000379,"tRNA-type intron splice site recognition and cleavage",0.005%,-0.019,-6.831,2.782,-1.6019,0.850,0.406,379,0
GO:0009234,"menaquinone biosynthetic process",0.107%, 6.034,-0.257,4.136,-1.4787,0.741,0.413,9234,0
GO:0009432,"SOS response",0.290%, 2.567, 5.983,4.570,-1.7761,0.854,0.430,9432,0
