Annotated	Significant	Expected	DEG	Term	pval
GO:0009693	20	4	0,81	4	ethylene biosynthetic process	0,0076191725543697
GO:0009698	212	15	8,55	15	phenylpropanoid metabolic process	0,0465170999641487
GO:0030968	13	5	0,52	5	endoplasmic reticulum unfolded protein response	0,000104169017421845
GO:0016125	71	8	2,86	8	sterol metabolic process	0,0248394732816859
GO:0055122	1	1	0,04	1	response to very low light intensity stimulus	0,0403490909090908
GO:0071284	6	2	0,24	2	cellular response to lead ion	0,0218979320741265
GO:0055114	3639	181	146,83	181	oxidation-reduction process	6,83438450103853e-05
GO:0009625	4	2	0,16	2	response to insect	0,00924502264547863
GO:0046938	8	2	0,32	2	phytochelatin biosynthetic process	0,0387428912629858
GO:0009611	80	14	3,23	14	response to wounding	3,54121073835987e-06
GO:0050860	1	1	0,04	1	negative regulation of T cell receptor signaling pathway	0,0403490909090908
GO:0019375	6	2	0,24	2	galactolipid biosynthetic process	0,0218979320741265
GO:0009607	307	35	12,39	35	response to biotic stimulus	5,36519256190894e-06
GO:0006952	893	83	36,03	83	defense response	4,15920468675555e-08
GO:0048544	199	16	8,03	16	recognition of pollen	0,00826137982340028
GO:0034587	1	1	0,04	1	piRNA metabolic process	0,0403490909090908
GO:0016998	19	6	0,77	6	cell wall macromolecule catabolic process	7,36178511720395e-05
GO:0050832	80	10	3,23	10	defense response to fungus	0,0246621877937169
GO:0006979	398	25	16,06	25	response to oxidative stress	0,0135620107211518
GO:0046777	96	13	3,87	13	protein autophosphorylation	0,000127563952735895
GO:0010469	1	1	0,04	1	regulation of signaling receptor activity	0,0403490909090908
GO:0046710	2	2	0,08	2	GDP metabolic process	0,00162692267411416
GO:0046037	14	4	0,56	4	GMP metabolic process	0,00162336567146112
GO:0042183	3	2	0,12	2	formate catabolic process	0,00474966000711842
GO:0098755	2	2	0,08	2	maintenance of seed dormancy by absisic acid	0,00162692267411416
GO:0010411	79	9	3,19	9	xyloglucan metabolic process	0,00706711200404616
GO:1903298	4	2	0,16	2	negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway	0,00924502264547863
GO:0030001	534	33	21,55	33	metal ion transport	0,020938484044498
GO:0009439	3	2	0,12	2	cyanate metabolic process	0,00474966000711842
GO:2000068	1	1	0,04	1	regulation of defense response to insect	0,0403490909090908
GO:0043312	1	1	0,04	1	neutrophil degranulation	0,0403490909090908
GO:0006071	18	3	0,73	3	glycerol metabolic process	0,0340040961002265
GO:0009407	4	3	0,16	3	toxin catabolic process	0,00474317786921163
GO:0019441	7	2	0,28	2	tryptophan catabolic process to kynurenine	0,0298449756840464
GO:0043335	1	1	0,04	1	protein unfolding	0,0403490909090908
GO:2000022	29	7	1,17	7	regulation of jasmonic acid mediated signaling pathway	0,000122528364112348
GO:0090378	3	2	0,12	2	seed trichome elongation	0,00474966000711842
GO:0006044	6	2	0,24	2	N-acetylglucosamine metabolic process	0,0218979320741265
GO:0006032	28	8	1,13	8	chitin catabolic process	1,03910111312323e-05
GO:0006749	60	12	2,42	12	glutathione metabolic process	4,12681030063426e-06
GO:0010150	16	3	0,65	3	leaf senescence	0,0484566653166904
GO:0010155	1	1	0,04	1	regulation of proton transport	0,0403490909090908
GO:0007178	19	4	0,77	4	transmembrane receptor protein serine/threonine kinase signaling pathway	0,00629357463774408
GO:0042256	4	2	0,16	2	mature ribosome assembly	0,00924502264547863
GO:0031347	107	12	4,32	12	regulation of defense response	0,0470527068846887
GO:0016042	186	17	7,5	17	lipid catabolic process	0,000965282732248575
GO:0031640	5	2	0,2	2	killing of cells of other organism	0,014997315062107
GO:0098869	378	25	15,25	25	cellular oxidant detoxification	0,0387140781395594
GO:0010124	1	1	0,04	1	phenylacetate catabolic process	0,0403490909090908
GO:0016036	31	6	1,25	6	cellular response to phosphate starvation	0,00131982951408014
GO:0010115	4	2	0,16	2	regulation of abscisic acid biosynthetic process	0,00924502264547863
GO:0042218	8	2	0,32	2	1-aminocyclopropane-1-carboxylate biosynthetic process	0,0387428912629858
GO:1902584	6	2	0,24	2	positive regulation of response to water deprivation	0,0218979320741265
GO:0045454	62	6	2,5	6	cell redox homeostasis	0,0385673441638624
GO:0015692	6	2	0,24	2	lead ion transport	0,0218979320741265
GO:0035264	1	1	0,04	1	multicellular organism growth	0,0403490909090908
GO:0008610	699	47	28,2	47	lipid biosynthetic process	0,0449120306716049
GO:0000266	18	3	0,73	3	mitochondrial fission	0,0340040961002265
GO:0009294	9	2	0,36	2	DNA mediated transformation	0,0485021221405995
GO:0009298	9	2	0,36	2	GDP-mannose biosynthetic process	0,0485021221405995
GO:0034440	39	5	1,57	5	lipid oxidation	0,00457822063243881
GO:0010264	4	2	0,16	2	myo-inositol hexakisphosphate biosynthetic process	0,00924502264547863
GO:0010266	2	2	0,08	2	response to vitamin B1	0,00162692267411416
GO:0002229	15	4	0,61	4	defense response to oomycetes	0,00252034670571495
GO:0046513	8	2	0,32	2	ceramide biosynthetic process	0,0387428912629858
GO:0042026	58	6	2,34	6	protein refolding	0,0290230396104768
GO:0030574	1	1	0,04	1	collagen catabolic process	0,0403490909090908
GO:0010951	71	15	2,86	15	negative regulation of endopeptidase activity	1,23824778359486e-07
GO:0080156	28	4	1,13	4	mitochondrial mRNA modification	0,024971288698391
GO:0031408	27	5	1,09	5	oxylipin biosynthetic process	0,00408396092839004
GO:0080186	6	2	0,24	2	developmental vegetative growth	0,0218979320741265
GO:0080188	9	2	0,36	2	RNA-directed DNA methylation	0,0485021221405995
GO:0042742	81	9	3,27	9	defense response to bacterium	0,016761593426877
GO:0006598	2	2	0,08	2	polyamine catabolic process	0,00162692267411416
GO:0019287	7	3	0,28	3	isopentenyl diphosphate biosynthetic process, mevalonate pathway	0,00203032304932654
GO:0098542	163	21	6,58	21	defense response to other organism	0,00447610927892866
GO:0010200	4	2	0,16	2	response to chitin	0,00924502264547863
GO:0080142	15	3	0,61	3	regulation of salicylic acid biosynthetic process	0,0207336970847923
