Annotated	Significant	Expected	DEG	Term	pval
GO:0000243	6	2	0,11	2	commitment complex	0,00501789510775855
GO:0010494	26	3	0,49	3	cytoplasmic stress granule	0,0124065788041983
GO:0031588	18	2	0,34	2	nucleotide-activated protein kinase complex	0,0441287353636387
GO:0089701	11	3	0,21	3	U2AF	0,000969836120737706
GO:0005664	12	2	0,23	2	nuclear origin of replication recognition complex	0,0204935622420938
GO:0005667	139	5	2,61	5	transcription factor complex	0,0137732849603311
GO:0048471	29	9	0,54	9	perinuclear region of cytoplasm	1,93808349636042e-09
GO:0005685	13	2	0,24	2	U1 snRNP	0,0239224502366948
GO:1990124	8	2	0,15	2	messenger ribonucleoprotein complex	0,00913625525093473
GO:0090404	2	1	0,04	1	pollen tube tip	0,0371908391233271
GO:0009986	9	5	0,17	5	cell surface	2,70750499155661e-07
GO:0005750	7	2	0,13	2	mitochondrial respiratory chain complex III	0,00693801530615634
GO:0005758	22	4	0,41	4	mitochondrial intermembrane space	0,000686315161262969
GO:0005759	129	10	2,42	10	mitochondrial matrix	0,00047025444848103
GO:0005788	53	7	0,99	7	endoplasmic reticulum lumen	5,76154069946697e-05
GO:0005789	506	17	9,5	17	endoplasmic reticulum membrane	0,0239036867231909
GO:0034715	3	2	0,06	2	pICln-Sm protein complex	0,00104194790422664
GO:0031969	199	6	3,74	6	chloroplast membrane	0,0323349658033737
GO:0005829	1367	34	25,66	34	cytosol	0,0042692640493809
GO:0019185	1	1	0,02	1	snRNA-activating protein complex	0,0187712699265628
GO:0000812	2	1	0,04	1	Swr1 complex	0,0371908391233271
GO:0046930	12	2	0,23	2	pore complex	0,0204935622420938
GO:0030018	2	2	0,04	2	Z disc	0,000351700729798392
GO:0005737	10788	253	202,5	253	cytoplasm	6,950204862083e-09
GO:0034098	10	2	0,19	2	VCP-NPL4-UFD1 AAA ATPase complex	0,014323100810667
GO:0071004	10	2	0,19	2	U2-type prespliceosome	0,014323100810667
GO:0034709	3	2	0,06	2	methylosome	0,00104194790422664
GO:0044599	2	1	0,04	1	AP-5 adaptor complex	0,0371908391233271
