term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006457,"protein folding",0.903%,-0.832,-0.216,5.064,-23.3102,0.940,0.000,6457,0
GO:0006820,"anion transport",1.956%, 2.723,-6.293,5.400,-3.9882,0.884,0.000,6820,0
GO:0034220,"ion transmembrane transport",3.528%,null,null,5.656,-1.9935,0.875,0.762,6820,1
GO:0009408,"response to heat",0.166%,-3.083, 6.251,4.328,-18.3969,0.751,0.000,9408,0
GO:0009651,"response to salt stress",0.043%,null,null,3.741,-2.8691,0.769,0.726,9408,1
GO:0034605,"cellular response to heat",0.041%,null,null,3.726,-6.7726,0.739,0.865,9408,1
GO:0050982,"detection of mechanical stimulus",0.013%,null,null,3.212,-1.9885,0.794,0.668,9408,1
GO:0009704,"de-etiolation",0.001%,null,null,1.978,-2.6707,0.770,0.564,9408,1
GO:0050821,"protein stabilization",0.045%, 4.333, 5.645,3.763,-4.9680,0.886,0.000,50821,0
GO:0080186,"developmental vegetative growth",0.001%, 3.354,-3.372,2.182,-2.8139,0.897,0.000,80186,0
GO:0051131,"chaperone-mediated protein complex assembly",0.016%, 6.875, 0.879,3.324,-3.7782,0.801,0.024,51131,0
GO:0000387,"spliceosomal snRNP assembly",0.052%,null,null,3.827,-2.3314,0.728,0.536,51131,1
GO:0000398,"mRNA splicing, via spliceosome",0.315%,null,null,4.607,-1.6656,0.849,0.861,51131,1
GO:0000395,"mRNA 5'-splice site recognition",0.007%,null,null,2.942,-1.3931,0.753,0.670,51131,1
GO:0003374,"dynamin family protein polymerization involved in mitochondrial fission",0.002%,null,null,2.449,-1.5158,0.778,0.511,51131,1
GO:0051259,"protein oligomerization",0.188%,null,null,4.382,-3.6737,0.782,0.614,51131,1
GO:0065003,"macromolecular complex assembly",1.497%,null,null,5.283,-3.0013,0.773,0.697,51131,1
GO:0034063,"stress granule assembly",0.005%,null,null,2.786,-2.0545,0.799,0.639,51131,1
GO:0042026,"protein refolding",0.069%, 0.196, 2.744,3.949,-18.2301,0.910,0.027,42026,0
GO:0061077,"chaperone-mediated protein folding",0.043%,null,null,3.743,-2.7840,0.912,0.621,42026,1
GO:0051085,"chaperone mediated protein folding requiring cofactor",0.010%,null,null,3.117,-16.2933,0.915,0.567,42026,1
GO:0000413,"protein peptidyl-prolyl isomerization",0.393%,-6.131, 3.237,4.703,-4.5305,0.880,0.032,413,0
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",0.035%,-4.108,-1.920,3.652,-2.5488,0.823,0.044,6122,0
GO:0032781,"positive regulation of ATPase activity",0.033%, 2.638, 7.220,3.627,-4.0055,0.875,0.160,32781,0
GO:0045859,"regulation of protein kinase activity",0.295%,null,null,4.579,-1.4496,0.766,0.708,32781,1
GO:0000122,"negative regulation of transcription from RNA polymerase II promoter",0.199%,null,null,4.408,-2.1909,0.833,0.592,32781,1
GO:0010923,"negative regulation of phosphatase activity",0.018%,null,null,3.354,-2.6720,0.821,0.567,32781,1
GO:0009686,"gibberellin biosynthetic process",0.001%,-4.824,-3.774,2.236,-2.0545,0.826,0.167,9686,0
GO:1902246,"cis-abienol biosynthetic process",0.001%,null,null,1.869,-1.5158,0.832,0.861,9686,1
GO:0009718,"anthocyanin-containing compound biosynthetic process",0.001%,-3.131,-5.832,2.188,-1.9403,0.908,0.175,9718,0
GO:0045037,"protein import into chloroplast stroma",0.001%, 1.034,-6.636,2.107,-2.1882,0.865,0.185,45037,0
GO:0016558,"protein import into peroxisome matrix",0.030%,null,null,3.590,-2.0545,0.720,0.707,45037,1
GO:0045893,"positive regulation of transcription, DNA-templated",0.519%, 2.485, 5.203,4.823,-1.6972,0.770,0.194,45893,0
GO:0045927,"positive regulation of growth",0.060%,null,null,3.889,-1.6754,0.851,0.628,45893,1
GO:0006006,"glucose metabolic process",0.430%,-5.650,-2.902,4.741,-1.3192,0.881,0.239,6006,0
GO:0034389,"lipid particle organization",0.005%, 6.807,-0.956,2.823,-2.1186,0.844,0.262,34389,0
