Annotated	Significant	Expected	DEG	Term	pval
GO:2001011	2	2	0,03	2	positive regulation of plant-type cell wall cellulose biosynthetic process	0,000296098636919024
GO:0016095	2	1	0,03	1	polyprenol catabolic process	0,0341475377267172
GO:0006267	1	1	0,02	1	pre-replicative complex assembly involved in nuclear cell cycle DNA replication	0,0172218181818182
GO:0071786	2	1	0,03	1	endoplasmic reticulum tubular network organization	0,0341475377267172
GO:0048280	13	2	0,22	2	vesicle fusion with Golgi apparatus	0,020367904034414
GO:0071712	17	2	0,29	2	ER-associated misfolded protein catabolic process	0,0339438044589865
GO:0009651	117	9	2,01	9	response to salt stress	0,000363763247655055
GO:0009686	14	2	0,24	2	gibberellin biosynthetic process	0,0234949516570535
GO:0005986	18	3	0,31	3	sucrose biosynthetic process	0,00341981945252499
GO:0098506	1	1	0,02	1	polynucleotide 3' dephosphorylation	0,0172218181818182
GO:0048209	2	1	0,03	1	regulation of vesicle targeting, to, from or within Golgi	0,0341475377267172
GO:0005978	17	2	0,29	2	glycogen biosynthetic process	0,0339438044589865
GO:0034389	13	2	0,22	2	lipid droplet organization	0,020367904034414
GO:0000413	117	10	2,01	10	protein peptidyl-prolyl isomerization	3,64687722015496e-05
GO:0015713	6	2	0,1	2	phosphoglycerate transmembrane transport	0,00424206609013381
GO:0051085	61	18	1,05	18	chaperone cofactor-dependent protein refolding	9,08201485964599e-18
GO:0032781	24	5	0,41	5	positive regulation of ATPase activity	4,82765408554136e-05
GO:0051131	11	3	0,19	3	chaperone-mediated protein complex assembly	0,000756393067286626
GO:0045893	415	10	7,15	10	positive regulation of transcription, DNA-templated	0,0473302935274757
GO:0010923	54	5	0,93	5	negative regulation of phosphatase activity	0,000167922419710476
GO:0034599	58	5	1	5	cellular response to oxidative stress	0,0414330036467446
GO:0006896	17	2	0,29	2	Golgi to vacuole transport	0,0339438044589865
GO:0050821	29	5	0,5	5	protein stabilization	0,000125630339995005
GO:0000122	37	4	0,64	4	negative regulation of transcription by RNA polymerase II	0,00366560395877305
