GeneID	Description	GFP22h1	GFP22h2	GFP22h3	GFP25h1	GFP25h2	GFP25h3	GFP28h1	GFP28h2	GFP28h3	GFP34h1	GFP34h2	GFP34h3	GFP37h1	GFP37h2	GFP37h3	GFP40h1	GFP40h2	GFP40h3	GFP46h1	GFP46h2	GFP46h3	GFP56h1	GFP56h2	GFP56h3	pcrtB22h1	pcrtB22h2	pcrtB22h3	pcrtB25h1	pcrtB25h2	pcrtB25h3	pcrtB28h1	pcrtB28h2	pcrtB28h3	pcrtB34h1	pcrtB34h2	pcrtB34h3	pcrtB37h1	pcrtB37h2	pcrtB37h3	pcrtB40h1	pcrtB40h2	pcrtB40h3	pcrtB46h1	pcrtB46h2	pcrtB46h3	pcrtB56h1	pcrtB56h2	pcrtB56h3
Niben261Chr01g0460004.1	Abc transporter c family member 3	2.132943	2.179917	1.986384	10.526686	6.784342	6.683673	8.070408	7.358885	6.955915	9.924909	8.77494	7.045487	7.084632	6.312626	6.088841	3.732131	3.828974	4.018533	10.938403	12.43507	9.555327	6.462446	6.131078	6.247493	1.46665	1.614085	1.331334	2.705334	3.483786	2.615636	3.249648	2.897953	3.061587	10.501094	15.194791	9.169898	11.792696	8.580215	8.621781	7.759275	9.555834	11.336474	20.023452	21.126232	18.642758	25.102499	19.780193	26.981649
Niben261Chr01g0908004.1	WRKY transcription factor	2.73773	2.378617	2.359417	4.690242	3.682109	2.119829	2.052799	2.524403	5.508132	2.938678	2.683544	1.612295	3.2283	1.244285	2.820225	2.090506	1.416602	3.633207	3.71895	3.309014	4.920535	2.545741	2.634238	4.202672	3.565403	4.809893	5.864298	8.090664	2.905424	3.333404	3.376198	3.781489	5.572439	4.047671	3.300966	2.625278	3.243691	3.004707	3.886196	2.252969	1.978191	3.685133	8.576278	7.222522	5.758032	7.422286	6.67829	8.338263
Niben261Chr01g1495011.1	Replication protein a 32 kDa subunit b	2.821297	2.269512	2.307179	2.659309	3.107847	2.412448	2.402779	2.383546	1.452772	3.223862	1.720167	1.884813	2.639691	1.887031	2.710756	3.133325	3.373272	5.800783	4.744469	5.8706	3.576605	4.524533	5.230267	4.916011	3.520166	3.959132	2.431936	3.18817	3.61216	3.581128	3.213742	1.919704	2.187738	3.719657	2.330623	2.902062	2.12984	3.977251	2.416439	4.0031	4.081631	2.39869	4.952198	7.403456	5.322778	9.350905	11.950709	8.819156
Niben261Chr01g1553002.1	Alba domain-containing protein	20.663428	21.976988	17.637438	21.121515	15.601257	26.89406	24.527792	19.772129	22.792989	20.539566	21.522308	23.659804	25.588938	26.955723	23.411824	19.447487	12.928543	17.502157	18.456821	21.599033	21.190889	26.37819	32.035115	40.187792	21.119992	21.691896	17.975754	23.613683	22.405425	29.837314	22.584001	25.588491	19.536414	29.964165	18.661162	17.612532	20.755157	20.657178	25.794463	24.17169	19.562769	18.626486	25.167907	31.11752	20.1184	39.999839	43.31791	43.152105
Niben261Chr01g1633005.1	Chr5:1888380-1889512 FORWARD LENGTH=162	7.790676	5.904456	7.111824	6.313996	5.378609	4.65912	5.414155	4.323369	6.414707	7.012463	9.961226	10.25566	8.68143	10.157767	8.2295	8.601225	10.69331	10.743907	8.959728	10.505155	7.209815	10.257905	12.554563	13.301207	6.07314	8.559129	4.928978	7.175854	6.692921	6.393954	6.219054	6.036585	7.247851	8.326914	9.972481	6.92404	10.146714	9.509719	10.835342	11.359886	9.78259	10.423656	12.479727	10.989831	12.56169	18.554557	20.255707	18.768824
Niben261Chr01g1829003.1	Aspartate aminotransferase	0	0	0	1.976248	0	0	0	0	0	0	0	0	0	0	0	0	3.951822	2.226711	2.892907	7.436074	2.764378	0	1.86938	2.266636	0	2.344093	0	0	1.487647	0	0	0	0	0	2.427705	0	0	2.430803	0	5.36073	7.501656	8.641351	5.981201	6.741931	14.377275	15.664216	10.130109	26.168431
Niben261Chr02g0347021.1	Cytochrome p450 cyp72a219	4.000896	4.370977	1.861156	12.888492	10.939344	9.699687	12.825518	8.583329	4.604766	18.716463	18.31498	19.2425	18.776452	21.837521	21.888333	20.530199	18.55792	14.55691	17.892337	14.96623	17.941944	10.309412	10.441	14.570854	3.046231	2.669701	1.341836	4.745047	3.365904	2.605705	1.961371	1.789808	1.493343	13.946882	16.135905	17.574064	22.99315	15.702065	19.129729	13.632866	15.247102	19.010035	34.480686	24.603619	28.940008	56.535368	50.673564	59.698025
Niben261Chr02g0787005.1	Compass-like h3k4 histone methylase component wdr5a	2.053368	1.857961	2.12872	1.772226	3.412505	1.640114	2.526429	1.507764	2.224139	3.263189	3.927189	5.590414	5.535343	4.79753	6.102287	8.016416	9.808861	6.20444	5.443295	8.057642	9.296217	16.53583	13.351254	9.872798	1.732116	1.614109	1.62797	2.550795	3.501925	3.901301	2.742342	2.739525	2.867857	4.457191	6.220216	7.348686	13.144085	5.255004	9.529708	12.189946	8.889521	10.378448	7.758235	11.156149	15.379513	20.610753	23.900373	24.677467
Niben261Chr02g0849001.1	Aaa-atpase	0.329936	0.427177	0.600282	5.195783	3.026587	3.056182	5.953906	3.920275	2.729956	3.845096	5.967709	5.911698	5.862134	3.467202	5.648567	1.999816	1.913909	1.988773	5.167565	6.049051	2.781958	8.132065	10.981905	16.537618	0.226777	0.2359	0.098373	1.566588	1.328683	0.481866	1.608867	1.645672	1.670212	2.595114	6.596489	4.627748	4.414175	1.161974	3.559409	1.449858	1.981708	1.521853	6.35782	8.339657	5.93217	32.250171	32.027818	34.05242
Niben261Chr02g0879013.1	intracellular ribonuclease LX-like	5.341459	7.640683	4.164047	8.990284	5.820006	8.766075	7.052959	8.91405	4.442587	6.663313	8.067055	8.417128	7.728044	7.481948	5.802676	6.106541	3.206269	9.058713	10.547013	9.99974	11.35886	9.294356	9.731464	7.446108	2.709781	2.746967	2.671777	4.591055	6.239304	5.421396	26.411917	5.816046	15.82354	10.384996	29.811614	19.14488	8.249092	7.298719	10.806628	4.201157	6.578691	10.046309	24.93905	13.760851	15.789929	52.345526	23.189367	49.794052
