GeneID	Description	GFP22h1	GFP22h2	GFP22h3	GFP25h1	GFP25h2	GFP25h3	GFP28h1	GFP28h2	GFP28h3	GFP34h1	GFP34h2	GFP34h3	GFP37h1	GFP37h2	GFP37h3	GFP40h1	GFP40h2	GFP40h3	GFP46h1	GFP46h2	GFP46h3	GFP56h1	GFP56h2	GFP56h3	pcrtB22h1	pcrtB22h2	pcrtB22h3	pcrtB25h1	pcrtB25h2	pcrtB25h3	pcrtB28h1	pcrtB28h2	pcrtB28h3	pcrtB34h1	pcrtB34h2	pcrtB34h3	pcrtB37h1	pcrtB37h2	pcrtB37h3	pcrtB40h1	pcrtB40h2	pcrtB40h3	pcrtB46h1	pcrtB46h2	pcrtB46h3	pcrtB56h1	pcrtB56h2	pcrtB56h3
Niben261Chr01g0191003.1	Mitogen-activated protein kinase	21.678947	18.763395	18.792739	18.186526	20.418846	14.888994	8.91376	12.79388	15.485316	12.564997	9.070114	11.824343	14.560173	11.299022	10.597224	13.570406	23.211074	15.838323	23.774117	34.29558	25.596044	21.211056	20.446303	22.452885	31.057445	33.891502	29.949026	40.422214	33.887841	36.597541	68.355248	18.890488	72.588654	16.018815	11.357361	9.89961	14.353477	11.177691	9.828803	20.177363	23.158976	20.194031	19.353879	20.796234	21.440341	11.275057	16.077239	12.763808
Niben261Chr01g0441015.1	Eh domain-containing protein 1	2.359759	2.575293	2.318043	3.213937	2.997759	2.460989	1.846159	2.438674	2.283847	2.178964	2.477658	2.119536	2.65192	3.160706	3.389933	3.776867	4.378663	3.61952	4.165711	4.590381	4.401163	3.654108	3.007436	3.811978	2.183105	2.458699	2.482021	3.345095	4.100087	3.542783	3.714089	3.001548	4.413581	2.867039	2.953155	3.020034	2.195699	3.037351	2.061875	4.163516	3.764894	2.97906	3.420214	3.836058	3.745086	1.80194	2.097109	1.917098
Niben261Chr01g0653017.1	TPT domain-containing protein	1.944574	1.453053	1.65966	1.586893	2.081864	2.464108	1.629805	0.922681	1.768881	0.982032	0.7548	0.965789	1.302652	1.163765	1.168544	1.046526	1.571129	0.959459	2.102117	2.458912	1.704657	1.589753	1.480263	2.100854	3.31528	2.674839	2.444769	4.147795	3.903804	3.524496	5.594581	2.279984	4.043218	1.027654	1.145032	0.580246	1.261494	0.89415	0.623216	1.007583	1.927113	1.558431	1.704657	1.658373	1.060716	0.623575	0.452543	0.632241
Niben261Chr01g1034003.1	Homeobox-leucine zipper protein	0.906364	0.967876	1.318477	1.622554	1.659796	1.245274	1.149972	1.068227	1.431393	0.661427	0.853662	0.800281	0.910406	0.75333	0.721329	0.689496	1.113053	1.270011	1.737061	2.044407	1.478982	1.594823	1.687302	2.637015	1.06851	1.598741	1.98404	2.436633	2.156605	2.047592	2.153772	1.589784	2.02579	1.932727	1.212396	1.353998	1.025434	1.150525	0.846552	0.781037	1.195767	0.960582	2.650659	1.633871	1.978899	1.140057	1.930464	1.309321
Niben261Chr01g1050001.1	Auxin response factor	3.783686	4.075379	3.717538	3.226226	4.283358	2.894926	2.049106	2.417918	2.945304	2.35569	1.439013	1.850644	3.343337	2.371173	2.440629	3.225978	3.845818	4.24395	5.518628	6.564109	6.055572	4.715221	4.982359	5.735993	4.938411	4.373575	5.196643	7.48411	6.969186	6.406673	8.048553	4.922672	8.967011	3.928352	2.855177	2.201798	4.379889	4.563908	2.910843	4.472007	5.487405	4.556213	4.91068	5.171418	5.133737	2.835437	3.496734	2.985984
Niben261Chr01g1508003.1	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	79.039729	86.254841	78.046541	98.047309	111.458424	102.636187	75.665142	79.013178	80.475564	75.478774	84.141508	64.202781	78.76582	79.220664	74.873042	73.533577	78.844722	77.442959	93.154776	109.630419	83.229644	49.670742	52.004729	59.286987	105.04295	105.038466	95.494126	172.407776	145.939204	134.702164	163.583504	100.761257	207.124872	82.677668	93.406761	80.219693	97.887655	96.023527	100.850474	75.462529	95.99582	79.383233	104.28831	84.861406	81.123186	45.336062	43.524184	43.57867
Niben261Chr02g0052003.1	E3 ubiquitin ligase BIG BROTHER-like	4.40867	5.35113	3.63295	5.096081	4.490849	3.930888	3.235766	2.507736	4.476898	3.211202	4.146337	4.352717	5.634231	4.532255	3.588785	3.721719	4.687593	4.67011	4.177311	4.772375	6.558129	5.212411	4.56341	6.935776	5.578281	5.561328	6.2737	8.464413	4.551883	5.057605	4.024676	4.083067	5.095828	4.616046	4.924566	3.259452	5.036078	4.179138	4.014958	4.699997	6.620032	4.902291	3.541742	5.099651	3.756848	4.129036	3.483433	3.498942
Niben261Chr02g0607003.1	Glyco_trans_2-like domain-containing protein	5.389249	3.894348	2.318563	2.080881	3.16834	2.138	0.525787	0.772335	1.36798	0.261328	0.439797	0.532859	1.177637	0.450056	0.82105	1.223862	2.245698	1.967095	3.193972	5.224851	3.932378	2.123549	1.725805	2.551357	8.032909	5.861036	4.261323	5.630416	5.76296	5.20891	8.76685	2.466292	10.208924	1.53155	0.859384	0.517909	1.145987	1.564211	0.528635	2.71102	3.614046	3.210304	2.431016	3.846372	2.73402	1.110911	1.505136	1.42154
Niben261Chr02g0637003.1	Methyltransferase	4.408154	3.993568	4.586011	4.995705	7.484903	5.130647	2.863022	3.965427	4.783919	3.602036	4.798723	4.789588	5.73458	4.3504	5.203774	7.250718	9.381021	8.931394	8.753627	9.021937	8.641003	8.821717	8.185309	8.931121	5.664513	5.07666	5.027668	8.102537	9.646218	9.790585	9.208773	8.068661	9.46696	6.56138	4.042432	4.356388	4.981696	6.210164	5.102823	5.748549	7.463099	5.403083	8.86904	5.880561	7.31019	4.984565	5.397622	4.75163
Niben261Chr02g0900010.1	Methyltransferase	1.965187	2.506468	1.824193	2.153636	2.568959	2.318146	1.453835	1.684519	1.885511	2.401386	2.604361	2.440295	2.890187	2.009779	2.730524	2.749536	3.738067	3.001354	3.203364	3.095762	3.299119	2.760546	3.051926	2.942033	2.539146	2.902047	2.864171	3.237933	3.843332	3.44096	3.389179	2.3232	3.737039	2.155105	2.834414	2.262669	3.045886	2.648357	2.119316	3.300526	3.334698	3.149085	2.740317	3.464375	3.084577	2.379032	2.077383	2.24641
Niben261Chr02g1079003.1	Glucomannan 4-beta-mannosyltransferase 9	1.453611	1.220773	1.470402	0.932462	0.617807	1.220173	0.44776	0.500571	0.585119	0.152617	0.325189	0.284444	0.759391	0.161551	0.425372	0.592781	1.43841	1.290785	2.125459	3.107614	2.571392	1.002592	1.108848	1.925059	2.065746	1.896042	1.581344	1.60077	1.484067	1.859033	6.604426	1.68221	5.994104	0.882886	0.623042	0.357894	0.452484	0.85201	0.48438	1.047885	1.516946	1.572668	1.209488	2.241901	1.317975	0.739092	0.819383	0.509566
Niben261Chr02g1128040.1	Protein IQ-DOMAIN 1	3.705371	3.600405	3.142648	2.488321	3.883135	3.410529	1.538989	1.609583	2.733417	1.145531	1.214755	1.60286	1.29166	1.49536	1.225093	2.377381	4.666489	2.828876	3.63718	4.972119	3.963147	3.26806	3.55102	3.273686	5.412329	4.983568	4.25004	7.136913	6.189402	5.793298	3.568281	3.509067	4.802168	1.753596	1.779545	1.294241	2.104225	3.022295	1.066325	3.621545	6.76906	4.052323	4.483855	3.860502	3.517367	2.540689	2.766131	2.517989
Niben261Chr02g1158001.1	serine/threonine-protein kinase STY46-like	7.091488	4.737471	5.851852	3.882411	6.336579	4.472389	4.043745	5.467454	5.798996	2.078132	2.207805	2.808832	3.740444	3.376624	3.287893	6.416309	7.227965	7.21129	7.296141	9.083524	7.33715	7.85939	8.514754	7.59837	6.856372	5.95163	6.467867	7.260205	9.050736	7.251746	14.918064	11.326842	15.028852	4.897384	3.724695	2.827659	3.448173	6.99864	2.973554	8.092871	10.40274	8.409836	6.29361	7.509024	8.275947	5.608278	5.553755	5.052219
Niben261Chr03g0068004.1	Cytochrome P450 86A22	11.531253	13.004513	12.505377	10.764544	12.280312	10.468584	3.535149	4.068333	8.043573	3.898323	2.064007	3.122419	8.752834	4.201565	6.747164	6.480153	9.426645	8.141633	21.698323	29.051135	18.380477	9.133438	9.082267	15.723761	19.563795	15.585984	21.281618	14.070835	20.546615	15.809382	5.645899	11.265205	9.163328	14.269109	5.715032	6.031195	10.812841	17.623539	5.174005	14.566274	18.254472	17.17751	26.550303	29.153296	26.140148	7.257302	10.401425	9.138475
Niben261Chr03g0154010.1	GDSL esterase/lipase EXL3-like	5.306368	2.453673	3.546492	3.469925	4.370961	3.356007	2.099927	3.305802	4.578756	1.840496	3.05017	1.746328	3.829691	2.285937	3.314648	3.666	4.154632	3.620083	7.336898	10.208678	9.168163	7.68855	7.738261	7.320851	8.20633	6.707216	7.854173	11.237503	9.093739	7.240571	14.754621	8.550988	14.256506	3.762029	4.683596	2.877374	5.423703	5.532641	2.725999	5.868252	4.824134	6.509234	14.067328	10.424862	11.655789	5.489371	5.416492	5.294293
Niben261Chr03g0608002.1	Cyclin-dependent kinase f-4	7.935102	7.826991	5.226638	7.363584	8.570687	5.973493	5.037566	6.594614	6.966502	6.530109	8.238968	6.569847	7.742443	7.384668	8.556829	8.531316	8.919741	9.381785	10.799821	10.798671	11.567902	9.879174	11.010672	9.874832	10.161814	10.111502	8.106367	9.29706	12.40787	12.186813	15.159995	11.335316	13.983035	8.212306	8.315114	6.739549	6.734162	8.256052	8.077784	9.718266	10.643063	10.092844	8.100178	7.890481	9.189371	7.370517	7.50065	7.208678
Niben261Chr03g0812002.1	DUF4378 domain-containing protein	0.537887	0.479642	0.422188	1.034319	0.720621	0.51236	0.302752	0.415137	0.603841	0.301314	0.643928	0.425217	0.557563	0.515802	0.480384	0.286575	0.538509	0.469397	0.582125	0.602134	0.400722	0.50376	0.511772	0.531898	0.744321	0.844899	0.71377	1.140583	0.840516	0.852937	1.003404	0.577357	1.268376	0.448231	0.505791	0.395659	0.417752	0.364232	0.541779	0.436919	0.423774	0.351989	0.370347	0.502172	0.412502	0.238358	0.483975	0.212732
Niben261Chr03g0899005.1	Pectin acetylesterase	19.826891	15.04448	18.52077	17.218772	23.132146	17.198898	8.187565	9.83708	14.402248	7.695067	6.625287	7.913595	12.263309	7.958347	9.730096	13.24215	18.494984	16.010709	24.749869	29.880141	33.227971	19.521892	20.30176	19.811642	26.692372	23.809055	24.306954	27.306484	31.188238	24.657067	19.532036	19.364917	23.467156	13.846319	12.49378	10.471142	13.118518	18.657883	9.068943	19.729811	27.354992	24.239637	30.179668	34.24955	37.388799	13.313547	17.367819	17.010247
Niben261Chr03g0907002.1	Endoglucanase	22.663974	19.096063	20.26913	21.499007	29.164797	22.169687	12.999893	15.406375	19.641035	9.202476	8.724198	9.425704	15.020464	11.881143	11.222768	14.937792	21.947691	20.337832	35.565631	43.550839	34.465338	21.34765	22.645593	24.498211	32.834574	26.654192	31.049008	40.583339	37.973591	34.444425	52.575617	27.962342	58.273601	15.123214	14.969092	10.880274	12.043836	18.813467	9.151563	15.442019	25.299594	20.232168	30.146263	31.038293	26.224039	9.696289	11.991851	10.247489
Niben261Chr03g1077014.1	Protein strictosidine synthase-like 3	4.087872	4.359767	2.688343	3.776304	4.871195	4.077542	2.519781	2.910343	5.648622	2.741941	1.861784	3.145725	3.489942	2.038216	2.949434	3.453195	4.508618	4.693777	3.928777	5.99604	6.223201	6.257631	7.01742	8.276682	5.193645	5.811721	4.026036	6.278566	6.542683	6.308424	9.164296	6.214281	11.20089	4.626943	3.754386	3.748838	3.925668	3.991071	3.203147	4.983072	7.274394	4.780811	6.423129	7.86281	6.263603	5.740301	7.219836	6.947907
Niben261Chr03g1108015.1	ABC transporter G family member 15	8.036887	6.759432	7.235775	8.163756	10.235964	8.116343	4.046502	6.090437	6.559069	4.597435	4.437886	4.780009	12.364356	5.211661	5.725942	7.517404	7.937336	9.281122	14.898797	17.350157	16.441279	9.061072	10.096818	11.631992	11.236644	9.07806	10.634011	11.248166	14.169791	12.761578	10.539824	11.227259	11.707202	6.600658	6.139442	5.348609	12.380235	9.692062	5.314285	7.82732	9.970165	10.200815	14.37514	13.233668	13.555946	7.267272	6.183496	7.181314
Niben261Chr03g1245006.1	Auxin response factor	0.903533	0.720307	0.50035	0.673887	0.876214	0.601309	0.20414	0.461544	0.48699	0.408248	0.18429	0.518121	0.645879	0.264472	0.461981	0.813217	0.618999	1.104444	1.084851	1.414324	1.531067	0.885341	0.757914	1.070827	1.047735	0.962928	1.176715	1.039481	1.119504	1.077682	0.881813	0.427111	0.818583	0.489052	0.355378	0.539357	0.515234	0.651501	0.538379	0.71896	0.867245	0.880077	1.163679	1.050317	0.886998	0.39508	0.431684	0.676071
Niben261Chr03g1459017.1	Cellulose synthase	17.177492	18.340155	15.985235	23.941245	31.136011	22.851527	13.878043	15.546114	15.03234	14.080514	16.135712	16.576438	19.063849	19.260105	18.84539	20.459455	23.980634	24.242716	33.541967	39.049909	31.073594	19.442125	21.571626	20.999938	20.286612	18.468904	19.748283	25.783041	37.67253	30.864166	30.22482	21.544081	28.011123	13.717222	16.833927	16.462915	20.703959	19.346968	18.32707	23.546127	33.996882	26.346364	27.692928	32.039028	33.469641	15.916863	13.831116	15.87627
Niben261Chr03g1533003.1	Pollen-specific protein sf21	6.649715	5.273053	3.476033	3.729691	5.193413	3.672675	1.694963	2.824084	1.947208	2.02844	1.350041	3.148133	5.126867	2.334143	4.323578	3.296109	6.4267	7.327208	8.462609	9.947296	8.34413	4.609641	5.007724	6.352206	9.360569	6.452184	4.550101	8.674287	8.291957	7.705943	13.032796	4.983068	10.697406	2.980664	1.83185	1.623056	4.431385	4.221258	2.330695	4.94033	8.13997	6.24533	6.954041	5.245282	6.287439	3.315262	2.830607	3.079153
Niben261Chr03g1810010.1	Squalene synthase	0.844719	0.757162	0.91199	0.663968	0.868549	0.849729	0.432001	0.766528	0.838724	0.504841	0.268923	0.427688	0.456726	0.106879	0.487069	0.226253	0.52868	0.695082	0.741783	1.547467	1.109467	1.403125	1.625574	1.414237	1.205874	0.78399	0.697458	0.71033	0.895583	1.161566	2.240235	0.987265	2.203096	0.87615	0.757824	0.422814	0.340175	0.596161	0.450641	0.537874	0.223018	0.433519	1.000217	1.252701	0.967033	0.873158	0.67761	0.194492
Niben261Chr04g0010009.1	F-box/LRR-repeat protein 17	0.507473	0.312027	0.108866	0.472423	0.348531	0.177504	0.321617	0.227748	0.277043	0.191625	0.443128	0.322432	0.640589	0.19491	0.155012	0.347431	0.301186	0.521216	0.416227	0.770464	0.465169	0.548018	0.298239	0.675449	0.702885	0.40638	0.538588	1.040622	0.951865	0.684356	0.775387	0.369962	0.839278	0.216898	0.238955	0.267495	0.332812	0.165568	0.29387	0.399065	0.612064	0.470066	0.477347	0.585404	0.28923	0.203689	0.287348	0.18564
Niben261Chr04g0235002.1	Aldehyde dehydrogenase	15.13205	10.525699	11.460947	17.259467	16.807203	16.832838	10.089196	9.569187	13.948385	6.779441	5.921686	7.591235	9.523771	5.313151	5.958475	7.749925	9.818871	10.071291	20.057101	30.055764	27.515111	21.70437	24.669994	38.073562	27.179174	20.053512	20.67127	36.108966	34.196066	37.318078	34.735085	23.596126	44.285832	11.54646	8.777079	8.351111	10.032948	9.041437	6.18107	9.132236	14.360545	13.145972	27.453095	35.241259	31.358718	15.769981	17.081245	16.395404
