GeneID	Description	GFP22h1	GFP22h2	GFP22h3	GFP25h1	GFP25h2	GFP25h3	GFP28h1	GFP28h2	GFP28h3	GFP34h1	GFP34h2	GFP34h3	GFP37h1	GFP37h2	GFP37h3	GFP40h1	GFP40h2	GFP40h3	GFP46h1	GFP46h2	GFP46h3	GFP56h1	GFP56h2	GFP56h3	pcrtB22h1	pcrtB22h2	pcrtB22h3	pcrtB25h1	pcrtB25h2	pcrtB25h3	pcrtB28h1	pcrtB28h2	pcrtB28h3	pcrtB34h1	pcrtB34h2	pcrtB34h3	pcrtB37h1	pcrtB37h2	pcrtB37h3	pcrtB40h1	pcrtB40h2	pcrtB40h3	pcrtB46h1	pcrtB46h2	pcrtB46h3	pcrtB56h1	pcrtB56h2	pcrtB56h3
Niben261Chr01g0020006.1	Protein kinase domain-containing protein	1.373391	3.212818	4.672952	10.414148	8.049923	10.867825	13.814767	15.851113	18.71899	9.639721	8.095383	6.122332	4.278753	3.491098	3.067627	1.376669	1.608415	1.287878	2.54077	1.486714	1.302768	6.678868	6.287014	7.088947	0.579261	1.456196	2.624443	5.397462	5.831717	5.67827	6.486022	16.124713	8.267936	5.822077	7.072647	4.305839	2.222361	1.770418	3.0789	1.090924	1.017739	1.018102	4.740642	4.2845	3.141404	3.411413	3.544345	5.356495
Niben261Chr01g0030008.1	Phenylalanine ammonia-lyase	50.697196	53.51718	90.954089	100.416123	88.338901	95.969837	83.047942	133.026846	103.645446	43.563189	43.547386	37.543543	33.759137	29.918007	30.815603	19.299275	17.733365	37.279912	52.992959	50.070224	34.260693	34.327008	34.377652	42.028067	45.601073	39.09562	52.110611	88.882263	67.956198	72.151682	165.515397	142.743078	175.212499	51.881326	62.794373	40.462766	24.918527	41.802934	35.789077	12.096598	15.335421	23.439664	88.581696	52.416481	53.457898	48.239799	51.242346	49.936621
Niben261Chr01g0030010.1	chromodomain-helicase-DNA-binding protein 3-like isoform X5	6.813449	12.362884	16.979385	19.67885	21.662629	28.080095	31.23168	44.084392	53.239477	34.22889	39.236986	23.788688	24.726368	17.779399	14.31021	5.157456	12.854708	10.638402	18.379841	17.637419	17.141284	19.190591	31.354965	19.123827	2.748793	5.003906	5.299525	39.449671	16.48319	16.509872	70.297277	58.512514	49.279756	19.306155	58.239628	27.75987	23.883293	13.590306	15.522735	13.896529	19.318093	24.376864	45.288819	19.420678	27.184808	23.088304	42.213148	33.103074
Niben261Chr01g0030011.1	chromodomain-helicase-DNA-binding protein 3 homolog	2.529798	3.973821	4.351277	8.224521	7.78099	10.155797	10.600257	14.86389	18.026168	8.743555	14.473181	8.668395	8.498592	4.101132	5.143561	2.245354	3.480958	3.922792	6.241279	5.695703	5.858115	4.454936	9.593479	6.8867	0.536989	1.436377	0.798649	7.542336	5.355517	5.320398	22.083109	21.530949	18.762875	5.26715	15.743892	11.619795	5.998763	4.220278	4.816215	3.421735	5.043655	8.328772	13.438583	7.516519	9.323795	9.998399	14.225227	10.096166
Niben261Chr01g0068008.1	Ethylene-responsive transcription factor 4	25.275443	18.667864	19.539134	23.766158	16.406622	19.580445	28.05953	26.701998	31.208164	21.334714	26.833863	18.952166	14.483086	15.002916	21.051391	13.392671	6.109869	19.900359	28.308803	26.265045	20.952832	21.68065	26.787402	22.727643	12.123192	6.894683	7.175669	15.617389	8.975725	6.413521	22.951021	25.576791	19.328324	15.681907	22.511231	24.312524	11.736435	12.557956	20.662457	9.197813	9.429439	12.382689	19.058739	16.864224	14.096082	20.772531	19.863917	19.298949
Niben261Chr01g0194003.1	Xyloglucan endotransglucosylase/hydrolase	17.782245	28.90037	31.470965	55.600061	29.117916	63.320618	47.435251	90.483223	43.576343	28.305935	46.184149	23.509165	8.285614	10.682937	10.62408	5.383231	2.410918	11.636743	6.944958	2.8904	6.818229	2.731434	1.983262	1.142035	4.861803	12.716744	7.467864	50.40814	17.280289	13.155758	70.151673	95.206373	57.383269	28.234274	35.228163	48.984126	10.442644	5.287419	17.933456	3.342064	2.786226	5.223458	14.834016	11.446542	15.943702	40.099054	7.794665	35.481899
Niben261Chr01g0205006.1	Non-specific serine/threonine protein kinase	6.671988	11.045677	11.195783	18.794236	18.368155	16.126237	12.610375	15.689089	17.698257	14.039199	14.11631	16.097066	15.508494	13.241675	11.050993	10.103415	10.300122	11.79614	13.996845	12.297374	14.139246	10.586391	9.827338	12.411313	5.255806	8.840422	9.778739	18.187772	17.136375	20.590744	14.719656	19.003049	12.263331	13.823606	14.89778	13.026062	14.960783	12.132012	11.508478	8.396668	10.817033	10.646543	15.19365	13.141641	14.26696	11.345931	11.402886	10.639956
Niben261Chr01g0218001.1	Vq motif-containing protein 1	151.943125	257.530223	381.276545	494.583067	338.859108	302.562116	401.446735	457.594421	422.421173	236.100389	175.312982	152.741165	65.535821	81.792681	85.133192	35.270813	7.492403	16.886809	42.506953	54.04357	52.410847	35.25059	30.125924	40.825282	31.330793	119.994788	101.314088	227.874201	124.10131	69.720075	123.296271	209.871375	84.885166	142.792159	264.659566	204.929006	121.487503	122.129158	134.115358	55.899814	23.704437	79.869325	243.809503	168.299926	141.743676	155.916371	188.859422	173.647884
Niben261Chr01g0322008.1	3-deoxy-manno-octulosonate cytidylyltransferase	1.882399	2.860936	4.960989	8.471793	4.829185	6.123827	9.411841	9.435748	8.582737	4.079633	7.581736	4.917653	2.675196	2.481573	3.632769	2.097675	1.583065	3.17705	2.762565	1.676275	1.771985	2.648389	2.209233	2.157335	1.016194	1.036844	1.625447	6.092568	2.163447	3.454657	6.983968	7.589362	6.265239	3.569215	5.558594	6.101084	3.652036	2.754464	3.845718	2.986164	2.278177	2.580321	5.291022	2.06663	3.324086	3.73593	4.122784	3.844313
Niben261Chr01g0364005.1	Receptor-like serine/threonine-protein kinase	1.332566	2.024463	3.746243	11.545289	12.193948	12.004578	15.918089	16.950928	18.691008	11.12549	13.634857	10.174145	10.975791	8.538571	7.043321	2.393098	1.752216	2.896871	4.094449	2.962942	2.963817	13.518421	15.410276	13.801679	0.842074	0.970957	2.790015	9.539859	9.215067	10.182724	13.64853	16.59519	11.498326	8.040024	11.88179	10.035199	9.024362	3.712636	7.04144	1.18183	1.10778	1.641211	6.188363	3.398765	2.978624	8.500087	7.582104	8.310717
Niben261Chr01g0441016.1	upstream activation factor subunit spp27	103.173746	103.747647	67.580799	77.290136	79.175287	99.05991	70.42126	69.720914	83.122227	65.274578	73.195186	94.698158	82.259653	105.693049	108.531827	104.682648	96.454945	112.610139	93.047917	84.512051	109.358099	126.370955	94.271204	133.920242	105.681567	96.90342	84.738701	52.180001	63.572467	92.660625	59.79802	54.967617	70.733937	84.843481	59.831536	67.197559	71.23095	94.263585	55.412598	92.647872	86.659346	88.798374	77.580744	81.462993	91.746177	81.500387	103.956569	85.877192
Niben261Chr01g0459012.1	Magnesium and cobalt efflux protein corC	11.991968	10.980175	9.842692	8.071377	8.527224	7.385572	5.429187	6.265896	8.492262	9.322154	7.656279	8.330855	9.236047	8.804952	7.543498	9.406697	12.209051	9.92508	9.460644	11.108452	9.888886	12.385523	11.56315	10.06384	11.813701	12.95837	11.26737	11.22554	9.917775	9.457535	7.443612	6.658572	9.348421	8.603803	8.446485	9.841669	9.025404	10.246439	8.360047	11.981011	13.659519	12.233135	12.216599	9.75188	12.572928	12.769794	13.42959	13.42472
Niben261Chr01g0483005.1	Serine/threonine protein kinase	6.888768	6.326815	8.672125	6.197081	6.042451	5.537155	4.162761	6.037394	6.565125	6.09627	6.328234	6.724847	8.259581	6.789948	7.734293	6.746769	8.270324	7.537071	8.443723	10.047926	8.306368	7.837428	7.68215	8.967553	9.720618	7.623427	10.85786	6.939686	7.484313	6.483443	6.950936	8.252014	8.044366	8.467395	9.190212	8.011953	9.599396	9.011864	9.223294	9.537301	10.088644	9.528332	7.448807	10.27814	9.855112	7.880235	8.945576	7.707164
Niben261Chr01g0498004.1	regulatory protein RecX-like	4.562442	5.1312	4.027305	3.093974	4.532054	3.858603	2.35561	2.621921	3.704031	2.098574	2.428374	3.465989	4.689642	4.082839	4.600483	5.761375	5.210216	4.0976	4.754705	5.527269	4.542604	4.399729	3.84988	4.961983	5.417519	4.611529	3.722382	4.349693	5.497046	4.266733	2.905509	2.985208	3.476939	4.590813	3.19953	4.45809	3.770666	6.075538	4.008244	6.627061	6.913223	5.9906	5.667228	5.370241	5.944095	4.300795	4.637263	5.942513
