GeneID	Description	GFP22h1	GFP22h2	GFP22h3	GFP25h1	GFP25h2	GFP25h3	GFP28h1	GFP28h2	GFP28h3	GFP34h1	GFP34h2	GFP34h3	GFP37h1	GFP37h2	GFP37h3	GFP40h1	GFP40h2	GFP40h3	GFP46h1	GFP46h2	GFP46h3	GFP56h1	GFP56h2	GFP56h3	pcrtB22h1	pcrtB22h2	pcrtB22h3	pcrtB25h1	pcrtB25h2	pcrtB25h3	pcrtB28h1	pcrtB28h2	pcrtB28h3	pcrtB34h1	pcrtB34h2	pcrtB34h3	pcrtB37h1	pcrtB37h2	pcrtB37h3	pcrtB40h1	pcrtB40h2	pcrtB40h3	pcrtB46h1	pcrtB46h2	pcrtB46h3	pcrtB56h1	pcrtB56h2	pcrtB56h3
Niben261Chr01g0028006.1	Synaptotagmin-3	31.453449	27.403156	29.957626	24.793488	33.822777	33.607185	34.868152	34.911343	52.076016	22.643329	22.697429	29.396739	23.248475	22.191661	22.401729	28.417123	35.344297	39.608821	15.900337	17.922075	17.468895	46.304926	54.560509	55.192786	34.560262	34.688709	39.03569	32.390157	55.799343	52.713347	38.290836	51.792411	42.238043	27.765067	19.581433	21.831345	19.532532	28.6303	20.62499	31.538466	35.415857	28.475992	21.201857	24.140147	22.51518	46.495082	49.481119	45.147067
Niben261Chr01g1101003.1	CRM-domain containing factor CFM3, chloroplastic/mitochondrial-like	3.324124	2.850218	3.185245	3.042933	4.693296	3.705133	3.435445	3.624948	6.317035	2.766337	1.428088	2.482865	1.609146	1.687075	1.341293	2.765173	3.980211	3.932277	1.185835	1.520888	1.216796	4.750563	4.569361	4.667949	3.998163	4.517127	5.230335	5.231395	7.300749	5.232811	3.650703	5.796614	4.8672	3.691853	2.072277	1.775863	1.98367	3.033921	1.299468	3.925923	5.656104	4.096671	2.429833	2.294367	1.993361	4.343817	5.538153	4.379386
Niben261Chr02g0030006.1	F-box protein At2g32560	14.53313	15.842105	14.570303	26.292669	15.155179	18.234941	16.116133	18.452846	16.781566	20.921262	21.269668	18.466122	18.888044	15.45875	18.087711	21.451823	16.718339	21.107578	22.82503	19.228572	24.960283	9.445679	9.978022	11.706076	12.796076	13.717985	10.524933	16.643675	12.918678	11.220097	16.15761	17.920522	12.819841	16.16479	16.85056	16.350368	13.907011	10.934036	15.053189	17.277079	19.750631	19.294874	19.095116	20.466462	24.495205	15.754708	10.421559	15.971055
Niben261Chr02g0105014.1	Protein embryo sac development arrest 3, chloroplastic	5.944309	4.621171	3.799465	2.550504	3.830716	2.382825	1.921199	3.257997	5.667487	2.322237	1.977245	2.709704	2.919021	1.526862	2.594685	5.353857	5.063831	2.891023	1.754264	3.34771	2.616671	8.290225	8.140301	11.231707	6.702836	5.064831	5.575858	3.64463	4.890067	5.481324	4.703436	5.39173	4.584157	6.296374	2.489143	3.202212	2.859588	4.407646	1.691752	5.711817	4.946049	4.436457	2.654753	4.086567	4.439399	5.516193	6.616803	4.959873
Niben261Chr02g0777003.1	Protein PLASTID REDOX INSENSITIVE 2, chloroplastic	29.627871	24.448209	22.32225	16.062622	23.007577	19.360636	25.15706	24.849534	40.177985	15.502235	12.024418	19.381297	15.173469	12.308333	17.68343	17.945541	19.9652	23.640804	10.290156	8.812382	10.155322	51.661673	48.328298	55.913578	29.033581	37.607667	27.815978	28.559156	38.046809	39.008041	30.588328	36.695811	27.36073	28.657041	14.767878	16.484814	12.401976	18.808508	14.700838	28.901992	26.818548	24.508232	23.138698	25.8912	25.973737	36.847234	53.172208	42.84081
Niben261Chr03g0735009.1	Gtp-binding protein	20.217003	17.024855	18.073231	12.204527	18.392402	14.549333	11.615557	12.751405	21.815905	14.743813	9.637784	13.090426	8.207622	8.121144	8.786118	14.895092	17.170712	17.096277	6.902438	8.341747	8.477608	25.188202	20.901422	23.30504	24.380686	27.56315	24.096404	31.986476	29.390541	22.990763	19.092049	21.761129	24.143291	17.13402	9.625085	11.277318	11.534904	17.37135	9.68565	17.417475	23.17086	17.237398	13.373399	17.045793	14.451047	16.79053	21.318702	18.505244
Niben261Chr03g0868010.1	Protein iojap, chloroplastic	23.050696	17.019488	21.12156	7.348176	11.609792	12.588992	12.106839	13.244107	22.990244	8.705845	9.377565	10.836741	6.719164	8.997795	8.847114	10.972445	13.756476	10.666084	4.32351	4.427401	4.332495	20.358641	25.575459	23.912464	23.218237	24.349685	27.175025	13.51316	24.214265	19.746114	15.328138	22.007082	18.907941	17.187391	8.671739	13.686675	7.006892	17.98626	7.858329	11.333008	15.220731	10.909392	5.777346	9.911498	8.279644	20.173045	25.231405	20.822335
Niben261Chr03g1028007.1	Amidohydro-rel domain-containing protein	14.350422	12.822437	14.955804	13.294539	12.041972	13.108758	11.739789	10.349556	14.847273	10.071911	7.989313	10.713213	8.154419	7.835001	8.590831	10.979335	12.550734	13.401759	10.682444	13.130753	10.867116	17.688942	16.596242	19.743609	15.85216	14.113402	13.652221	11.226286	16.6257	16.77036	14.619589	14.574648	10.157828	15.108484	7.032147	10.122429	7.386445	14.286939	8.688582	13.476082	13.348075	14.081817	10.333274	16.646998	13.505026	12.370863	14.536732	14.438092
Niben261Chr03g1882002.1	ATP-dependent protease La (LON) domain protein	19.989456	14.23446	20.344523	12.984813	15.606975	12.840901	11.391223	13.915652	22.215362	14.44068	12.385227	16.804126	12.694627	10.209934	12.73478	15.223066	19.117228	19.346506	7.972077	12.766378	12.042246	23.406674	27.30976	35.459018	24.947989	22.228113	23.149952	22.165725	23.487418	18.659709	16.016765	21.264873	16.349114	34.597825	14.724076	17.068994	12.190686	23.927898	15.079256	19.933516	22.809019	20.32965	13.891439	17.145646	14.602276	25.384597	32.263754	25.892168
Niben261Chr04g0628004.1	F-box protein At1g67340	8.239273	3.428787	4.581299	4.270664	7.07031	5.312729	5.492912	5.743162	6.860046	1.789535	3.176664	2.581548	2.338313	2.441666	2.941824	3.803147	3.643392	3.546321	3.378495	3.960784	2.815747	8.842605	8.272782	7.604525	8.205854	4.814803	7.780675	5.275655	11.442713	7.535123	6.700252	7.563779	5.802649	5.291081	3.654319	2.664077	2.571994	3.671223	2.208551	5.460057	5.928023	5.159594	6.196436	4.97318	5.605915	7.594609	10.318298	9.191025
Niben261Chr04g1864001.1	Protein BUNDLE SHEATH DEFECTIVE 2, chloroplastic	283.928975	248.506779	240.825366	161.023043	173.271858	178.467717	264.519907	214.55493	370.762366	216.05296	215.349956	261.365506	153.460928	182.456752	158.102492	194.306297	210.115582	276.587174	102.320685	125.322463	112.3023	322.199052	400.036506	426.814602	336.899334	323.94897	263.836862	178.183199	263.440584	288.147848	247.183652	309.558113	271.989107	302.248555	159.338051	254.885646	119.074653	251.972548	151.968321	185.190998	214.832098	194.130776	121.435318	160.353733	139.221273	227.882829	324.532211	255.5864
Niben261Chr05g0005008.1	Methionine aminopeptidase	27.118964	25.783797	24.064857	24.150671	27.5567	29.4674	26.294604	27.859264	34.048573	22.54851	21.006276	20.624509	14.871156	17.283666	13.834981	19.060783	20.989576	22.88453	12.492108	13.91448	14.264828	33.411638	37.455611	40.717057	28.673349	30.366681	25.495389	29.139389	37.740618	41.716624	35.289661	36.58896	36.600212	26.512779	18.398157	17.359687	12.583259	20.835861	16.000345	20.081429	24.889033	17.771244	26.731909	27.463173	24.647241	39.119031	47.534803	38.985041
Niben261Chr05g0178014.1	30S ribosomal protein S1-like	5.726213	4.046741	5.137869	4.340574	4.497257	3.836641	3.504971	3.988124	6.576498	4.651414	3.730079	5.026245	3.936864	3.432058	2.919408	2.884361	3.07123	3.674546	2.552286	3.428749	3.176345	5.795719	6.726604	6.933783	4.872082	6.619498	6.410055	6.586208	6.95341	4.811074	4.556485	5.748292	5.622639	5.333102	3.628357	4.207897	4.153224	4.500913	2.714539	2.842499	3.79869	3.058932	4.150824	4.190158	4.242562	6.732965	6.999784	7.129263
Niben261Chr05g0354018.1	23 kDa subunit of oxygen evolving system of photosystem II	23.60719	17.368071	13.875736	17.306438	21.57131	17.486834	14.681498	17.433595	27.06787	14.297104	11.697706	16.771612	11.709612	14.297368	12.125603	19.678328	23.120642	24.647288	15.102948	14.143825	16.959347	26.686864	28.349347	32.331612	26.117718	23.76406	23.489289	28.785853	28.504833	27.546133	23.852634	24.244471	26.662734	22.062107	11.239136	17.215591	12.841198	20.824609	11.793067	25.004147	27.711732	26.095713	15.500095	16.684373	16.536315	17.055301	23.888274	18.842985
Niben261Chr05g0578016.1	Chr4:16105804-16108497 REVERSE LENGTH=336	17.137428	21.627012	18.675964	19.234892	18.912699	22.82456	27.64463	24.953662	34.603118	20.69952	13.043362	23.50881	18.300482	20.90724	17.836035	19.508935	15.95475	20.227894	14.511454	14.472061	11.584246	36.335326	43.005872	46.568219	24.260753	26.532859	25.746724	25.474032	35.929994	32.979272	32.349949	37.5105	32.310117	29.038974	17.6775	21.327698	15.399306	24.672083	18.456783	17.584853	18.929109	16.51023	16.386514	19.604113	21.795045	33.282351	39.43762	36.441004
Niben261Chr05g0652015.1	Phosphoribosyl-AMP cyclohydrolase	9.220311	7.847287	7.571998	7.49014	8.59207	8.252325	5.797868	6.292309	8.462615	5.684578	6.32382	7.627548	5.511384	5.386234	5.75277	5.601443	5.616272	7.753216	6.58829	7.426966	6.795132	10.626914	9.606672	9.635189	8.705346	10.091272	8.560285	10.385458	9.599612	11.689576	8.018546	8.393993	7.924439	8.407371	6.024341	4.708722	6.652175	6.979394	5.012377	7.914299	6.87705	6.915952	7.543734	6.91992	7.629332	11.609874	9.274269	8.620332
