GeneID	Description	GFP22h1	GFP22h2	GFP22h3	GFP25h1	GFP25h2	GFP25h3	GFP28h1	GFP28h2	GFP28h3	GFP34h1	GFP34h2	GFP34h3	GFP37h1	GFP37h2	GFP37h3	GFP40h1	GFP40h2	GFP40h3	GFP46h1	GFP46h2	GFP46h3	GFP56h1	GFP56h2	GFP56h3	pcrtB22h1	pcrtB22h2	pcrtB22h3	pcrtB25h1	pcrtB25h2	pcrtB25h3	pcrtB28h1	pcrtB28h2	pcrtB28h3	pcrtB34h1	pcrtB34h2	pcrtB34h3	pcrtB37h1	pcrtB37h2	pcrtB37h3	pcrtB40h1	pcrtB40h2	pcrtB40h3	pcrtB46h1	pcrtB46h2	pcrtB46h3	pcrtB56h1	pcrtB56h2	pcrtB56h3
mRNA40	Photosystem I reaction center subunit IX	13015.923113	12832.531641	10611.06602	16913.401265	11801.005848	14881.411333	13238.728761	16184.226744	16547.549226	14810.279821	14613.775977	18252.530801	14172.815895	16147.394652	14666.710447	14936.614628	8640.168612	10426.040567	8969.503172	8876.1391	13391.248489	10901.941096	11316.243187	9389.354734	14327.796508	11836.167993	11145.164236	12163.897438	12576.550422	14166.597099	13785.422081	16065.967798	13535.22992	15190.92397	13324.300749	17989.902767	12101.765661	9422.020078	11185.589564	14942.502902	7487.516645	10978.295915	9654.492488	12132.014484	13184.224952	10842.808939	12237.732132	11552.682725
Niben261Chr01g0017010.1	zinc finger protein JACKDAW-like	1.956048	2.344681	3.519412	3.536696	3.721863	2.803773	3.089882	3.637156	5.231287	4.576298	3.428578	3.385826	3.628898	2.978951	3.142051	1.357733	1.457556	1.452117	2.613145	3.760841	2.5439	3.488673	3.161649	5.116853	1.712444	1.424933	2.030705	5.277617	3.25714	3.154625	4.615652	5.403056	5.962237	5.953809	5.550748	5.141613	3.906797	4.380077	3.345351	2.63432	4.326951	3.269514	7.634908	5.561348	4.873694	3.010934	4.002047	3.02721
Niben261Chr01g0039005.1	Acylphosphatase	9.734017	8.844938	12.429186	8.480162	13.42869	8.473178	6.968989	6.274963	9.037522	5.774537	5.21113	7.327651	5.113027	8.427568	5.900523	6.137203	9.236945	8.984516	13.905794	20.121627	16.076202	17.13592	17.335649	14.346031	13.304059	12.821666	13.458744	14.70985	14.788853	10.642457	8.657487	9.872889	9.772917	8.803085	6.95567	8.89053	6.225661	7.175592	5.069284	8.923536	9.215716	7.86264	8.049134	11.999613	9.486789	4.533321	4.675345	4.796427
Niben261Chr01g0061005.1	tRNA-uridine aminocarboxypropyltransferase	3.003672	2.788812	2.003231	5.040123	3.89508	4.825468	4.136538	3.907003	3.539493	4.724467	6.011471	4.775442	3.453976	3.924502	3.979998	3.485833	3.831168	3.34136	2.872705	2.891866	3.135288	3.774158	3.484445	3.842691	2.118871	3.047684	3.278392	4.327777	3.315663	3.665492	3.057904	3.72397	2.682529	4.661655	4.937906	5.048758	5.021607	2.703426	4.647209	3.485366	3.073886	3.317424	4.543073	3.110445	3.43115	5.250798	4.335546	4.666114
Niben261Chr01g0064002.1	1,3-beta-glucan synthase	1.353857	1.630674	1.934702	7.002745	4.499192	5.280721	5.876644	6.665162	3.78469	6.637877	8.890496	6.424012	5.220663	5.790111	5.53832	3.502042	2.753305	3.065991	3.889267	2.919265	3.231699	3.587111	3.277065	3.155019	1.033591	1.051312	1.148563	3.37782	2.93597	2.593015	3.407379	4.280558	2.948347	4.972161	7.659695	5.834001	5.194307	3.033621	5.879164	2.218462	2.588035	2.930417	5.120541	4.289751	4.63878	5.945547	4.343578	5.742272
Niben261Chr01g0078002.1	Protein kinase domain-containing protein	9.315514	12.083764	18.462059	23.693621	17.101023	18.69717	27.183155	37.436645	30.892644	30.674798	36.103082	26.800527	22.289491	20.104164	21.130621	11.489353	8.949738	12.629048	17.163419	15.001094	13.214992	25.249014	26.51846	19.04392	5.990008	7.116121	10.201777	22.975331	11.964	10.796767	22.813679	34.086948	22.221619	24.798068	32.3081	29.431202	24.239009	15.683826	24.47944	8.182551	8.245842	10.918927	25.822608	22.097233	24.195554	34.643731	28.082803	32.425249
Niben261Chr01g0091006.1	glutaredoxin-C9-like	20.820783	17.150674	9.844124	37.253579	24.385929	31.220275	33.603196	28.082194	20.34287	29.53919	46.146605	35.650157	13.248487	28.211964	24.445023	14.487231	3.658099	4.556149	21.227647	25.837038	23.442198	23.87937	19.762892	17.889965	15.878671	13.824407	17.22959	11.984273	15.135821	9.824646	9.892156	10.679331	9.816977	18.336509	25.564476	36.160072	12.730116	9.281916	8.574025	23.888786	12.8259	24.395045	27.377456	44.397271	29.409464	24.641511	26.725789	29.110655
Niben261Chr01g0095003.1	Ras-related protein raba1f	11.466382	13.897213	15.718939	26.232741	21.174918	26.832957	24.984946	26.148386	11.786148	33.159142	44.946308	33.792823	27.81441	37.228648	29.751324	17.821833	16.402425	17.212166	16.385234	16.219696	14.466963	11.521233	11.131212	8.677804	9.980627	8.831533	11.134138	17.129904	15.019173	15.394529	18.962979	17.275132	17.42337	20.72104	25.973479	23.325991	19.062514	13.386357	27.094709	11.509563	9.864298	11.677245	13.689852	9.858365	11.248639	11.814772	11.354389	14.805857
Niben261Chr01g0138013.1	Chr1:1772454-1773228 REVERSE LENGTH=189	12.868226	15.272406	19.470426	33.936041	24.732901	28.881226	45.880423	43.546044	58.712868	52.666969	45.085407	50.348717	38.405067	34.10105	29.771109	24.418545	19.942673	36.130033	18.80624	17.373046	22.281724	43.104367	40.551963	43.60916	7.265367	8.625568	9.774612	30.448654	13.346378	18.793793	35.856712	40.556283	30.406743	47.968108	48.409634	37.21486	38.49591	22.148617	44.07129	21.134889	15.77364	18.927149	31.441497	31.423858	30.432461	37.694515	34.909083	33.014425
Niben261Chr01g0144005.1	Receptor-like serine/threonine-protein kinase	1.791703	2.414696	3.84538	4.897089	4.130368	3.703589	4.991113	4.481365	4.328632	5.596449	6.273419	5.490013	5.040766	5.678162	4.651227	3.184588	2.146418	2.426043	3.922141	2.701461	2.610274	3.490621	4.197813	4.514567	1.343767	1.549525	2.055707	2.883331	2.981867	2.653293	2.904326	3.930463	2.837078	5.761947	8.185566	5.881037	6.464544	4.638817	6.757513	1.939987	2.382839	2.903474	6.103625	4.515746	4.234247	5.715933	4.253696	5.093028
