term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006817,"phosphate ion transport",0.242%, 5.028, 4.078,4.492,-3.6628,0.935,0.000,6817,0
GO:0009416,"response to light stimulus",0.157%,-1.733, 6.583,4.304,-5.0482,0.841,0.000,9416,0
GO:0010212,"response to ionizing radiation",0.040%,null,null,3.705,-2.6104,0.850,0.873,9416,1
GO:0009768,"photosynthesis, light harvesting in photosystem I",0.003%, 2.439, 6.301,2.559,-6.4976,0.909,0.000,9768,0
GO:0042549,"photosystem II stabilization",0.005%,null,null,2.814,-2.1377,0.853,0.714,9768,1
GO:0010305,"leaf vascular tissue pattern formation",0.002%, 5.620,-2.261,2.438,-2.4987,0.871,0.000,10305,0
GO:0006468,"protein phosphorylation",4.137%,-4.330,-4.472,5.725,-5.4722,0.827,0.044,6468,0
GO:0016104,"triterpenoid biosynthetic process",0.005%,-2.368,-4.865,2.771,-3.0748,0.832,0.045,16104,0
GO:0015979,"photosynthesis",0.183%, 1.672, 2.424,4.370,-2.1720,0.925,0.063,15979,0
GO:0019748,"secondary metabolic process",0.138%, 2.294, 0.668,4.247,-1.3952,0.905,0.095,19748,0
GO:0000076,"DNA replication checkpoint",0.015%,-4.481,-1.605,3.292,-2.6407,0.773,0.100,76,0
GO:0000077,"DNA damage checkpoint",0.074%,null,null,3.976,-1.5473,0.644,0.886,76,1
GO:0019464,"glycine decarboxylation via glycine cleavage system",0.080%,-0.807,-7.004,4.010,-2.3599,0.816,0.117,19464,0
GO:0010119,"regulation of stomatal movement",0.004%,-3.082, 2.774,2.697,-1.8048,0.855,0.143,10119,0
GO:0031110,"regulation of microtubule polymerization or depolymerization",0.022%,-4.074, 0.170,3.446,-2.3989,0.762,0.157,31110,0
GO:0007049,"cell cycle",1.885%,-0.918,-6.098,5.384,-1.5054,0.849,0.168,7049,0
GO:0051301,"cell division",1.230%,-0.901,-5.064,5.198,-1.3998,0.853,0.223,51301,0
GO:0006869,"lipid transport",0.270%, 5.040, 3.223,4.539,-2.5273,0.882,0.240,6869,0
GO:0009749,"response to glucose",0.029%,-2.404, 7.047,3.570,-4.3568,0.804,0.253,9749,0
GO:1905582,"response to mannose",0.013%,null,null,3.221,-1.6575,0.811,0.944,9749,1
GO:0009750,"response to fructose",0.003%,null,null,2.545,-1.9400,0.822,0.865,9749,1
GO:0009744,"response to sucrose",0.007%,null,null,2.952,-3.5339,0.817,0.879,9749,1
GO:0006226,"dUMP biosynthetic process",0.018%,-3.564,-5.673,3.353,-1.9400,0.771,0.298,6226,0
GO:0090610,"bundle sheath cell fate specification",0.000%, 5.410,-3.415,1.602,-2.3984,0.853,0.300,90610,0
GO:0055085,"transmembrane transport",8.916%, 5.096, 4.144,6.058,-2.0218,0.934,0.343,55085,0
GO:0019919,"peptidyl-arginine methylation, to asymmetrical-dimethyl arginine",0.003%, 0.237, 2.964,2.595,-1.9400,0.901,0.348,19919,0
GO:0006281,"DNA repair",2.234%,-5.566, 2.803,5.457,-3.8643,0.596,0.360,6281,0
