Annotated	Significant	Expected	DEG	Term	pval
GO:0000427	6	3	0,9	3	plastid-encoded plastid RNA polymerase complex	0,0476106329851488
GO:0071011	24	8	3,61	8	precatalytic spliceosome	0,0200722233756272
GO:0009654	23	14	3,46	14	photosystem II oxygen evolving complex	6,22758701262167e-07
GO:0071821	2	2	0,3	2	FANCM-MHF complex	0,0226013518799581
GO:0000794	30	12	4,51	12	condensed nuclear chromosome	0,0121268883940863
GO:0035861	6	3	0,9	3	site of double-strand break	0,0476106329851488
GO:0005850	6	3	0,9	3	eukaryotic translation initiation factor 2 complex	0,0476106329851488
GO:0005664	11	5	1,65	5	nuclear origin of replication recognition complex	0,0160196973959378
GO:0005881	22	6	3,31	6	cytoplasmic microtubule	0,0475861553009417
GO:0005886	1945	349	292,45	349	plasma membrane	0,000541256287210759
GO:0005654	363	42	54,58	42	nucleoplasm	0,047513254725071
GO:0005658	4	4	0,6	4	alpha DNA polymerase:primase complex	0,000510250217559572
GO:0005688	6	3	0,9	3	U6 snRNP	0,0476106329851488
GO:0000784	12	5	1,8	5	nuclear chromosome, telomeric region	0,0241155274438189
GO:0000786	95	38	14,28	38	nucleosome	2,92727173863939e-09
GO:0000778	5	4	0,75	4	condensed nuclear chromosome kinetochore	0,0120451934403803
GO:0005819	66	16	9,92	16	spindle	0,0465472967725449
GO:0048476	2	2	0,3	2	Holliday junction resolvase complex	0,0226013518799581
GO:0010287	24	9	3,61	9	plastoglobule	0,00593859895877037
GO:0005840	607	152	91,27	152	ribosome	6,93139331702289e-05
GO:0046540	35	13	5,26	13	U4/U6 x U5 tri-snRNP complex	0,0011111015252626
GO:0009569	4	3	0,6	3	chloroplast starch grain	0,0120548713347994
GO:0031262	7	4	1,05	4	Ndc80 complex	0,0121923601863181
GO:0005634	5527	870	831,03	870	nucleus	0,0356839965582731
GO:0031428	11	7	1,65	7	box C/D snoRNP complex	0,000325289081585766
GO:0042555	14	7	2,11	7	MCM complex	0,00223022321956365
GO:0009543	22	7	3,31	7	chloroplast thylakoid lumen	0,0371834512397966
GO:0009538	10	9	1,5	9	photosystem I reaction center	3,36359061480757e-07
GO:0032299	3	3	0,45	3	ribonuclease H2 complex	0,00339640549686953
GO:0009941	246	49	36,99	49	chloroplast envelope	0,0132928757841288
GO:0009506	279	62	41,95	62	plasmodesma	0,000839195117982723
GO:0005773	432	75	64,95	75	vacuole	0,00576951576859451
GO:0022625	134	50	20,15	50	cytosolic large ribosomal subunit	1,91118012619847e-10
GO:0022627	66	25	9,92	25	cytosolic small ribosomal subunit	4,65161689189751e-06
GO:0010598	4	3	0,6	3	NAD(P)H dehydrogenase complex (plastoquinone)	0,0120548713347994
GO:0030286	9	4	1,35	4	dynein complex	0,0341690457136727
GO:0005960	5	3	0,75	3	glycine cleavage complex	0,026770109799084
