term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006210,"thymine catabolic process",0.001%,-7.049,-2.950,1.875,-3.5735,0.758,0.000,6210,0
GO:0010555,"response to mannitol",0.000%, 3.137,-6.138,1.544,-2.7743,0.889,0.000,10555,0
GO:0009058,"biosynthetic process",31.611%, 0.664, 0.698,6.608,-2.3193,0.964,0.011,9058,0
GO:0090677,"reversible differentiation",0.000%, 2.995, 1.104,1.531,-1.3869,0.954,0.013,90677,0
GO:0071423,"malate transmembrane transport",0.007%, 1.134, 7.252,2.970,-2.3092,0.847,0.038,71423,0
GO:0005975,"carbohydrate metabolic process",5.260%, 1.736, 0.693,5.829,-2.5780,0.924,0.038,5975,0
GO:0010478,"chlororespiration",0.000%,-0.628, 3.162,1.447,-1.3869,0.863,0.074,10478,0
GO:0016120,"carotene biosynthetic process",0.000%,-5.306, 4.021,1.591,-2.6719,0.808,0.075,16120,0
GO:0044375,"regulation of peroxisome size",0.002%, 4.723, 1.224,2.439,-2.3092,0.803,0.082,44375,0
GO:0005985,"sucrose metabolic process",0.017%,-2.240, 3.359,3.327,-1.3995,0.837,0.096,5985,0
GO:0009786,"regulation of asymmetric cell division",0.002%, 2.962,-0.887,2.297,-1.8102,0.848,0.115,9786,0
GO:0009451,"RNA modification",1.778%,-1.761,-3.754,5.358,-2.7845,0.832,0.121,9451,0
GO:0055114,"oxidation-reduction process",15.060%,-5.068, 2.759,6.286,-7.7078,0.827,0.148,55114,0
GO:0050790,"regulation of catalytic activity",1.575%, 6.095,-1.112,5.306,-1.5972,0.912,0.169,50790,0
GO:0001881,"receptor recycling",0.012%, 5.021,-2.445,3.193,-1.3869,0.875,0.191,1881,0
GO:0009607,"response to biotic stimulus",0.342%, 2.650,-6.834,4.643,-2.3278,0.905,0.199,9607,0
GO:0009423,"chorismate biosynthetic process",0.191%,-6.694, 1.862,4.389,-2.2647,0.748,0.208,9423,0
GO:0010197,"polar nucleus fusion",0.002%, 3.762, 3.016,2.413,-1.9404,0.816,0.226,10197,0
GO:0009809,"lignin biosynthetic process",0.002%,-3.074, 1.507,2.423,-1.8750,0.831,0.232,9809,0
GO:0055085,"transmembrane transport",8.916%, 2.147, 6.917,6.058,-1.9144,0.913,0.239,55085,0
GO:0035351,"heme transmembrane transport",0.000%, 1.182, 7.090,1.000,-1.3869,0.882,0.241,35351,0
GO:0043971,"histone H3-K18 acetylation",0.000%, 1.689,-1.578,1.681,-1.3869,0.867,0.253,43971,0
GO:0018094,"protein polyglycylation",0.001%,-0.005,-3.043,1.914,-1.3869,0.897,0.262,18094,0
GO:0042882,"L-arabinose transport",0.003%, 0.692, 6.859,2.599,-1.3869,0.871,0.286,42882,0
GO:0007039,"protein catabolic process in the vacuole",0.003%,-4.410,-4.569,2.525,-1.3869,0.829,0.293,7039,0
