term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006817,"phosphate ion transport",0.242%,-0.333, 3.090,4.492,-6.0617,0.917,0.000,6817,0
GO:0015698,"inorganic anion transport",0.872%,null,null,5.049,-1.8200,0.910,0.717,6817,1
GO:0009416,"response to light stimulus",0.157%,-6.875,-0.626,4.304,-7.9039,0.872,0.000,9416,0
GO:0009266,"response to temperature stimulus",0.213%,null,null,4.436,-1.7016,0.873,0.815,9416,1
GO:0010212,"response to ionizing radiation",0.040%,null,null,3.705,-2.1234,0.880,0.873,9416,1
GO:0009768,"photosynthesis, light harvesting in photosystem I",0.003%,-2.761, 1.375,2.559,-9.1251,0.902,0.000,9768,0
GO:0009773,"photosynthetic electron transport in photosystem I",0.003%,null,null,2.597,-1.4340,0.839,0.721,9768,1
GO:0010207,"photosystem II assembly",0.006%,null,null,2.860,-1.9141,0.790,0.718,9768,1
GO:0006334,"nucleosome assembly",0.089%,-3.185, 5.540,4.057,-3.0367,0.775,0.019,6334,0
GO:0006267,"pre-replicative complex assembly involved in nuclear cell cycle DNA replication",0.009%,null,null,3.061,-2.0154,0.638,0.759,6334,1
GO:0051382,"kinetochore assembly",0.018%,null,null,3.354,-1.7021,0.788,0.792,6334,1
GO:1902975,"mitotic DNA replication initiation",0.007%,null,null,2.947,-1.3965,0.707,0.838,6334,1
GO:0000103,"sulfate assimilation",0.084%, 3.557,-1.055,4.033,-4.7673,0.895,0.034,103,0
GO:0015995,"chlorophyll biosynthetic process",0.039%, 5.377,-4.881,3.699,-4.6158,0.768,0.040,15995,0
GO:0000413,"protein peptidyl-prolyl isomerization",0.393%,-0.039,-6.641,4.703,-4.2189,0.858,0.047,413,0
GO:0048366,"leaf development",0.019%,-1.054, 4.858,3.379,-4.0714,0.893,0.050,48366,0
GO:2000067,"regulation of root morphogenesis",0.001%,null,null,1.954,-2.0003,0.875,0.733,48366,1
GO:0006808,"regulation of nitrogen utilization",0.079%,-2.645,-3.883,4.005,-1.7021,0.890,0.054,6808,0
GO:0016042,"lipid catabolic process",0.401%, 6.882, 1.673,4.712,-2.3594,0.819,0.117,16042,0
GO:0006270,"DNA replication initiation",0.141%,-2.617,-7.158,4.259,-2.8962,0.774,0.119,6270,0
GO:0019748,"secondary metabolic process",0.138%, 1.974, 0.895,4.247,-1.6841,0.898,0.130,19748,0
GO:0007059,"chromosome segregation",0.476%, 4.142, 3.712,4.786,-1.9227,0.857,0.142,7059,0
GO:0006006,"glucose metabolic process",0.430%, 6.903, 0.653,4.741,-1.9779,0.783,0.143,6006,0
GO:0006000,"fructose metabolic process",0.022%,null,null,3.458,-1.3894,0.816,0.724,6006,1
GO:0019318,"hexose metabolic process",0.641%,null,null,4.915,-1.4375,0.779,0.908,6006,1
GO:0042939,"tripeptide transport",0.003%,-0.950, 2.773,2.645,-2.5534,0.946,0.176,42939,0
GO:0007017,"microtubule-based process",0.658%, 4.146, 3.293,4.927,-1.4192,0.854,0.180,7017,0
GO:1903508,"positive regulation of nucleic acid-templated transcription",0.519%,-0.603,-6.658,4.823,-1.4339,0.755,0.225,1903508,0
GO:0009734,"auxin-activated signaling pathway",0.035%,-6.466,-2.662,3.649,-4.0499,0.783,0.256,9734,0
GO:0009738,"abscisic acid-activated signaling pathway",0.010%,null,null,3.127,-2.4778,0.788,0.740,9734,1
GO:0009788,"negative regulation of abscisic acid-activated signaling pathway",0.003%,null,null,2.525,-1.7465,0.782,0.920,9734,1
GO:0002181,"cytoplasmic translation",0.064%, 2.921,-7.183,3.915,-1.8921,0.812,0.259,2181,0
GO:0006139,"nucleobase-containing compound metabolic process",26.547%,-1.166,-7.671,6.532,-1.6893,0.821,0.260,6139,0
GO:0006207,"'de novo' pyrimidine nucleobase biosynthetic process",0.192%, 3.920,-4.403,4.392,-1.5736,0.736,0.281,6207,0
GO:0009228,"thiamine biosynthetic process",0.232%,null,null,4.474,-1.5608,0.699,0.758,6207,1
GO:0032515,"negative regulation of phosphoprotein phosphatase activity",0.004%, 0.030,-6.206,2.735,-2.2331,0.818,0.303,32515,0
GO:0090610,"bundle sheath cell fate specification",0.000%,-0.460, 5.683,1.602,-1.7021,0.875,0.330,90610,0
GO:0048017,"inositol lipid-mediated signaling",0.066%,-6.308,-3.007,3.930,-2.0003,0.810,0.332,48017,0
GO:0006471,"protein ADP-ribosylation",0.019%, 2.209,-6.299,3.391,-1.3965,0.796,0.335,6471,0
GO:0055085,"transmembrane transport",8.916%,-0.684, 4.008,6.058,-8.0157,0.927,0.339,55085,0
GO:0006353,"DNA-templated transcription, termination",0.185%, 0.417,-7.694,4.375,-1.3976,0.810,0.345,6353,0
GO:0000727,"double-strand break repair via break-induced replication",0.013%,-5.635,-4.331,3.225,-2.7204,0.751,0.351,727,0
GO:0000724,"double-strand break repair via homologous recombination",0.120%,null,null,4.186,-1.7690,0.720,0.827,727,1
GO:0090116,"C-5 methylation of cytosine",0.025%,-3.260,-6.652,3.510,-1.7654,0.812,0.366,90116,0
GO:0042594,"response to starvation",0.109%,-7.209,-0.939,4.147,-2.2617,0.885,0.374,42594,0
GO:0006761,"dihydrofolate biosynthetic process",0.005%, 5.673,-4.434,2.777,-1.7021,0.777,0.392,6761,0
GO:0015938,"coenzyme A catabolic process",0.000%, 5.683,-3.568,1.568,-1.7021,0.789,0.392,15938,0
GO:0015860,"purine nucleoside transmembrane transport",0.007%,-0.618, 2.044,2.971,-1.5677,0.899,0.400,15860,0
GO:0009554,"megasporogenesis",0.001%,-2.147, 4.675,1.964,-1.6499,0.782,0.401,9554,0
GO:0046506,"sulfolipid biosynthetic process",0.000%, 6.690,-1.299,1.799,-2.5534,0.794,0.407,46506,0
GO:0000470,"maturation of LSU-rRNA",0.047%,-3.184,-1.649,3.779,-2.8971,0.749,0.408,470,0
GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.037%,null,null,3.676,-1.9043,0.752,0.833,470,1
GO:0016132,"brassinosteroid biosynthetic process",0.004%, 3.979,-4.338,2.703,-2.0718,0.786,0.412,16132,0
GO:0016104,"triterpenoid biosynthetic process",0.005%, 6.181,-1.298,2.771,-1.5736,0.817,0.416,16104,0
