term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006486,"protein glycosylation",0.317%,-3.969, 4.105,4.610,-4.9944,0.750,0.000,6486,0
GO:0006487,"protein N-linked glycosylation",0.076%,null,null,3.992,-2.6580,0.769,0.887,6486,1
GO:0032511,"late endosome to vacuole transport via multivesicular body sorting pathway",0.019%, 5.124, 5.265,3.395,-1.9416,0.908,0.000,32511,0
GO:0045324,"late endosome to vacuole transport",0.025%,null,null,3.498,-1.3200,0.907,0.786,32511,1
GO:0048511,"rhythmic process",0.077%,-1.543,-5.868,3.994,-4.0524,0.976,0.000,48511,0
GO:0009294,"DNA mediated transformation",0.060%,-0.388,-2.377,3.888,-3.3151,0.945,0.025,9294,0
GO:0042026,"protein refolding",0.069%, 1.774,-4.633,3.949,-1.6684,0.920,0.025,42026,0
GO:0055046,"microgametogenesis",0.003%, 0.443,-3.656,2.522,-1.6927,0.929,0.050,55046,0
GO:0005975,"carbohydrate metabolic process",5.260%, 0.264,-1.037,5.829,-3.1626,0.927,0.066,5975,0
GO:0097298,"regulation of nucleus size",0.000%, 5.169, 3.610,1.763,-1.9219,0.816,0.103,97298,0
GO:2000762,"regulation of phenylpropanoid metabolic process",0.001%, 5.602,-0.861,1.934,-2.3883,0.855,0.106,2000762,0
GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic",0.146%,-0.153, 2.451,4.274,-2.6578,0.867,0.115,90503,0
GO:0006635,"fatty acid beta-oxidation",0.080%,-6.398,-0.840,4.011,-2.0390,0.737,0.145,6635,0
GO:0035556,"intracellular signal transduction",4.000%, 5.091,-3.014,5.710,-2.2218,0.761,0.179,35556,0
GO:0006075,"(1-&gt;3)-beta-D-glucan biosynthetic process",0.015%,-4.704,-2.893,3.271,-2.8295,0.790,0.182,6075,0
GO:0009660,"amyloplast organization",0.000%, 1.559, 7.447,1.362,-1.9219,0.888,0.190,9660,0
GO:0097428,"protein maturation by iron-sulfur cluster transfer",0.067%,-0.117, 5.460,3.937,-1.9412,0.892,0.211,97428,0
GO:0045292,"mRNA cis splicing, via spliceosome",0.031%, 2.446, 2.693,3.595,-2.0794,0.849,0.211,45292,0
GO:0042752,"regulation of circadian rhythm",0.028%, 6.506,-0.832,3.550,-1.4869,0.931,0.232,42752,0
GO:0098655,"cation transmembrane transport",2.290%, 4.229, 5.208,5.468,-1.6324,0.898,0.232,98655,0
GO:0006741,"NADP biosynthetic process",0.057%,-5.721, 0.939,3.864,-2.3181,0.736,0.243,6741,0
GO:0034497,"protein localization to pre-autophagosomal structure",0.005%, 2.705, 6.486,2.822,-1.9219,0.836,0.277,34497,0
GO:0006897,"endocytosis",0.235%, 3.993, 4.597,4.480,-1.5120,0.920,0.291,6897,0
GO:0043547,"positive regulation of GTPase activity",0.470%, 6.524,-0.432,4.780,-1.6371,0.923,0.294,43547,0
GO:0016311,"dephosphorylation",1.250%,-3.656,-0.673,5.205,-1.3633,0.872,0.298,16311,0
GO:0070536,"protein K63-linked deubiquitination",0.007%,-2.347, 5.570,2.978,-1.3182,0.874,0.310,70536,0
GO:0051453,"regulation of intracellular pH",0.028%, 2.939,-0.828,3.551,-1.7583,0.817,0.319,51453,0
GO:0009415,"response to water",0.026%, 4.244,-5.681,3.526,-1.9588,0.824,0.322,9415,0
GO:0010193,"response to ozone",0.002%,null,null,2.427,-1.4628,0.860,0.702,9415,1
GO:0009737,"response to abscisic acid",0.029%,null,null,3.572,-1.7663,0.852,0.816,9415,1
GO:0009423,"chorismate biosynthetic process",0.191%,-6.455,-1.903,4.389,-2.0042,0.777,0.330,9423,0
GO:0070919,"production of siRNA involved in chromatin silencing by small RNA",0.001%, 4.087, 1.057,1.886,-1.9409,0.700,0.333,70919,0
GO:0010106,"cellular response to iron ion starvation",0.002%, 3.426,-5.847,2.364,-1.9219,0.858,0.345,10106,0
GO:0006357,"regulation of transcription from RNA polymerase II promoter",1.273%, 1.186, 1.374,5.213,-2.0750,0.772,0.357,6357,0
GO:0010587,"miRNA catabolic process",0.002%,-3.334, 1.681,2.330,-1.9219,0.850,0.365,10587,0
GO:0009249,"protein lipoylation",0.091%,-2.612, 6.286,4.066,-1.6927,0.858,0.370,9249,0
GO:0009960,"endosperm development",0.001%, 0.679,-3.233,2.243,-1.3182,0.930,0.376,9960,0
GO:0006101,"citrate metabolic process",0.472%,-6.221,-2.091,4.782,-1.4776,0.801,0.381,6101,0
GO:0032981,"mitochondrial respiratory chain complex I assembly",0.013%, 1.821, 7.206,3.207,-1.4747,0.868,0.382,32981,0
GO:0006032,"chitin catabolic process",0.018%,-5.312, 1.626,3.368,-1.8194,0.822,0.393,6032,0
GO:0006044,"N-acetylglucosamine metabolic process",0.055%,null,null,3.850,-1.4776,0.905,0.822,6032,1
GO:0052746,"inositol phosphorylation",0.000%,-5.125,-4.435,1.591,-1.6003,0.819,0.401,52746,0
GO:0070981,"L-asparagine biosynthetic process",0.006%,-7.085,-1.542,2.849,-1.4776,0.789,0.425,70981,0
GO:0006470,"protein dephosphorylation",0.585%,-4.391, 4.645,4.875,-2.1860,0.806,0.434,6470,0
GO:0002221,"pattern recognition receptor signaling pathway",0.030%, 4.980,-3.891,3.591,-1.9219,0.794,0.448,2221,0
