Annotated	Significant	Expected	Term	pval	Enrichment
GO:0006833	8	4	0.08	water transport	7.24272722233901e-07	23.4780701754386
GO:0010289	2	1	0.02	homogalacturonan biosynthetic process	0.020317849537441	23.4780701754386
GO:0035020	2	1	0.02	regulation of Rac protein signal transduction	0.020317849537441	23.4780701754386
GO:0051592	3	2	0.03	response to calcium ion	0.000309794679712163	31.3040935672515
GO:0010215	31	4	0.32	cellulose microfibril organization	0.000270408362944482	6.05885681946802
GO:0043622	33	2	0.34	cortical microtubule organization	0.0445917810522843	2.84582668793195
GO:0009972	3	1	0.03	cytidine deamination	0.0303218769663056	15.6520467836257
GO:0055114	3664	64	37.41	oxidation-reduction process	0.00012216272209031	0.820194591281698
GO:0072699	10	2	0.1	protein localization to cortical microtubule cytoskeleton	0.00443186421564807	9.39122807017544
GO:0010208	9	2	0.09	pollen wall assembly	0.00356951193832498	10.4346978557505
GO:0051179	4899	56	50.02	localization	0.0100417274485193	0.536751145060037
GO:0070507	23	2	0.23	regulation of microtubule cytoskeleton organization	0.0228349659887373	4.08314263920671
GO:1901141	2	1	0.02	regulation of lignin biosynthetic process	0.020317849537441	23.4780701754386
GO:0009901	4	2	0.04	anther dehiscence	0.000615398915727167	23.4780701754386
GO:0006572	4	1	0.04	tyrosine catabolic process	0.0402240363164983	11.7390350877193
GO:0006520	798	18	8.15	cellular amino acid metabolic process	0.0232148504628525	1.0591610605461
GO:0019430	35	2	0.36	removal of superoxide radicals	0.0495902974693496	2.68320802005013
GO:0009698	212	6	2.16	phenylpropanoid metabolic process	0.00182157067957736	1.32894736842105
GO:2000067	4	2	0.04	regulation of root morphogenesis	0.000615398915727167	23.4780701754386
GO:0006537	5	3	0.05	glutamate biosynthetic process	1.03965987912362e-05	28.1736842105263
GO:0071365	208	6	2.12	cellular response to auxin stimulus	0.0101264340903768	1.354504048583
GO:0034599	58	4	0.59	cellular response to oxidative stress	0.0173449844219161	3.23835450695705
GO:0009640	39	5	0.4	photomorphogenesis	0.000303500945571922	6.0200179937022
GO:0009644	13	2	0.13	response to high light intensity	0.00752811466784871	7.22402159244265
GO:0009631	7	2	0.07	cold acclimation	0.00211056084652562	13.4160401002506
GO:0080163	10	2	0.1	regulation of protein serine/threonine phosphatase activity	0.00443186421564807	9.39122807017544
GO:0045489	44	5	0.45	pectin biosynthetic process	0.000794971744568347	5.33592503987241
GO:0046081	4	1	0.04	dUTP catabolic process	0.0402240363164983	11.7390350877193
GO:0032922	4	1	0.04	circadian regulation of gene expression	0.0402240363164983	11.7390350877193
GO:0051211	8	2	0.08	anisotropic cell growth	0.00279511225287396	11.7390350877193
GO:0017009	2	2	0.02	protein-phycocyanobilin linkage	0.000103968644377093	46.9561403508772
GO:0048467	16	2	0.16	gynoecium development	0.0113504478492138	5.86951754385965
GO:0006226	4	1	0.04	dUMP biosynthetic process	0.0402240363164983	11.7390350877193
GO:0006629	1330	27	13.58	lipid metabolic process	0.000572976432647497	0.953244954491492
GO:0007623	68	4	0.69	circadian rhythm	0.0394621220040368	2.76212590299278
GO:0048024	45	2	0.46	regulation of mRNA splicing, via spliceosome	0.030272983707142	2.0869395711501
GO:0015969	13	4	0.13	guanosine tetraphosphate metabolic process	7.10451546030124e-06	14.4480431848853
GO:0046835	48	4	0.49	carbohydrate phosphorylation	0.00145916797476767	3.91301169590643
GO:0043457	1	1	0.01	regulation of cellular respiration	0.0102109090909089	46.9561403508772
GO:0008610	699	14	7.14	lipid biosynthetic process	0.00068626511281225	0.94046633034661
GO:0001678	16	2	0.16	cellular glucose homeostasis	0.0113504478492138	5.86951754385965
GO:0048443	10	3	0.1	stamen development	0.0400052126299365	14.0868421052632
GO:0000105	21	2	0.21	histidine biosynthetic process	0.0192088507885456	4.47201336675021
GO:0006203	4	1	0.04	dGTP catabolic process	0.0402240363164983	11.7390350877193
GO:0071497	2	1	0.02	cellular response to freezing	0.020317849537441	23.4780701754386
GO:0009785	9	3	0.09	blue light signaling pathway	8.47133537954371e-05	15.6520467836257
GO:0009773	18	2	0.18	photosynthetic electron transport in photosystem I	0.0142789338310068	5.21734892787524
GO:2000142	36	3	0.37	regulation of DNA-templated transcription, initiation	0.00587270175222415	3.91301169590643
GO:0016539	2	1	0.02	intein-mediated protein splicing	0.020317849537441	23.4780701754386
GO:0019676	2	1	0.02	ammonia assimilation cycle	0.020317849537441	23.4780701754386
GO:0010150	16	2	0.16	leaf senescence	0.0113504478492138	5.86951754385965
GO:1901703	4	1	0.04	protein localization involved in auxin polar transport	0.0402240363164983	11.7390350877193
GO:0018298	275	7	2.81	protein-chromophore linkage	0.0235520581149962	1.19524720893142
GO:0043153	2	1	0.02	entrainment of circadian clock by photoperiod	0.020317849537441	23.4780701754386
GO:0055085	2531	36	25.84	transmembrane transport	0.00113735489315279	0.667886626879328
GO:0055072	20	2	0.2	iron ion homeostasis	0.0401295847341533	4.69561403508772
GO:0009088	17	2	0.17	threonine biosynthetic process	0.0127777888025583	5.52425180598555
GO:0010143	1	1	0.01	cutin biosynthetic process	0.0102109090909089	46.9561403508772
GO:0030244	79	7	0.81	cellulose biosynthetic process	1.68225600610908e-05	4.16067066400178
GO:0006096	146	5	1.49	glycolytic process	0.0173104453081328	1.60808699831771
GO:0061635	3	1	0.03	regulation of protein complex stability	0.0303218769663056	15.6520467836257
GO:0035735	2	1	0.02	intraciliary transport involved in cilium assembly	0.020317849537441	23.4780701754386
