Annotated	Significant	Expected	Term	pval	Enrichment
GO:0006145	3	2	0.07	purine nucleobase catabolic process	0.00177274326899097	9.15363881401617
GO:2000145	8	3	0.2	regulation of cell motility	0.0483413783468307	5.1489218328841
GO:0009663	2	1	0.05	plasmodesma organization	0.0484465599263713	6.86522911051213
GO:0030953	1	1	0.02	astral microtubule organization	0.0245236363636364	13.7304582210243
GO:1900087	2	1	0.05	positive regulation of G1/S transition of mitotic cell cycle	0.0484465599263713	6.86522911051213
GO:1990182	1	1	0.02	exosomal secretion	0.0245236363636364	13.7304582210243
GO:0009651	117	8	2.87	response to salt stress	0.00830012197439065	0.938834750155505
GO:0031848	2	1	0.05	protection from non-homologous end joining at telomere	0.0484465599263713	6.86522911051213
GO:0006108	27	3	0.66	malate metabolic process	0.0277571895086871	1.5256064690027
GO:0055129	8	4	0.2	L-proline biosynthetic process	2.32380954992048e-05	6.86522911051213
GO:0009649	22	3	0.54	entrainment of circadian clock	0.0159902570607653	1.87233521195785
GO:0010634	3	2	0.07	positive regulation of epithelial cell migration	0.0244959706746571	9.15363881401617
GO:0019323	2	2	0.05	pentose catabolic process	0.0244952580438705	13.7304582210243
GO:0019674	10	2	0.25	NAD metabolic process	0.0237223302791471	2.74609164420485
GO:0060213	2	1	0.05	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	0.0484465599263713	6.86522911051213
GO:0019626	2	1	0.05	short-chain fatty acid catabolic process	0.0484465599263713	6.86522911051213
GO:0035434	10	2	0.25	copper ion transmembrane transport	0.0237223302791471	2.74609164420485
GO:0071902	20	3	0.49	positive regulation of protein serine/threonine kinase activity	0.0122729394525482	2.05956873315364
GO:0019303	1	1	0.02	D-ribose catabolic process	0.0245236363636364	13.7304582210243
GO:0016226	46	4	1.13	iron-sulfur cluster assembly	0.0259802852432214	1.19395288878472
GO:0032020	1	1	0.02	ISG15-protein conjugation	0.0245236363636364	13.7304582210243
GO:0006099	84	6	2.06	tricarboxylic acid cycle	0.0172743084320617	0.980747015787447
GO:0051484	1	1	0.02	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process	0.0245236363636364	13.7304582210243
