Annotated	Significant	Expected	DEG	Term	pval
GO:0014706	3	2	0,36	2	striated muscle tissue development	0,0390491127561473
GO:0009408	74	19	8,8	19	response to heat	0,00178186152870329
GO:0045454	36	11	4,28	11	cell redox homeostasis	0,00231434571050921
GO:0015976	6	3	0,71	3	carbon utilization	0,0254417442819977
GO:0016554	19	6	2,26	6	cytidine to uridine editing	0,0193460226681241
GO:0001732	26	7	3,09	7	formation of cytoplasmic translation initiation complex	0,0284836546815216
GO:0043328	5	5	0,59	5	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	2,36928872167703e-05
GO:0046037	6	3	0,71	3	GMP metabolic process	0,0390287442624013
GO:2000022	23	6	2,74	6	regulation of jasmonic acid mediated signaling pathway	0,0476970502395207
GO:0010499	22	9	2,62	9	proteasomal ubiquitin-independent protein catabolic process	0,000544895397372458
GO:0099638	2	2	0,24	2	endosome to plasma membrane protein transport	0,014136237398064
GO:0000398	164	27	19,5	27	mRNA splicing, via spliceosome	0,0246328772173013
GO:0006598	3	2	0,36	2	polyamine catabolic process	0,0390491127561473
GO:0010411	43	10	5,11	10	xyloglucan metabolic process	0,0310146781692657
GO:0000373	17	6	2,02	6	Group II intron splicing	0,0108624507049533
GO:0019722	19	7	2,26	7	calcium-mediated signaling	0,00458132145835069
GO:0010438	3	2	0,36	2	cellular response to sulfur starvation	0,0390491127561473
GO:0009259	405	44	48,16	44	ribonucleotide metabolic process	0,0142086442512786
GO:0006515	30	9	3,57	9	protein quality control for misfolded or incompletely synthesized proteins	0,0077802792312233
GO:0043403	2	2	0,24	2	skeletal muscle tissue regeneration	0,014136237398064
GO:0043161	211	30	25,09	30	proteasome-mediated ubiquitin-dependent protein catabolic process	0,0344336615504602
GO:0000462	37	10	4,4	10	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0,00819590363140615
GO:0009793	79	16	9,39	16	embryo development ending in seed dormancy	0,0222632132456233
GO:0010117	3	2	0,36	2	photoprotection	0,0390491127561473
GO:0010136	2	2	0,24	2	ureide catabolic process	0,014136237398064
GO:0006654	3	2	0,36	2	phosphatidic acid biosynthetic process	0,0390491127561473
GO:0000413	72	14	8,56	14	protein peptidyl-prolyl isomerization	0,042510589698224
GO:0030308	4	4	0,48	4	negative regulation of cell growth	0,0141151366111949
GO:0006614	21	6	2,5	6	SRP-dependent cotranslational protein targeting to membrane	0,0335501346282647
GO:0007275	672	110	79,91	110	multicellular organism development	0,0173067184456563
GO:0007229	3	3	0,36	3	integrin-mediated signaling pathway	0,00167979971902242
GO:0042692	2	2	0,24	2	muscle cell differentiation	0,014136237398064
GO:0006633	141	28	16,77	28	fatty acid biosynthetic process	0,0496168601583927
GO:0090503	33	9	3,92	9	RNA phosphodiester bond hydrolysis, exonucleolytic	0,0137339188347317
GO:0010264	2	2	0,24	2	myo-inositol hexakisphosphate biosynthetic process	0,014136237398064
GO:0001682	5	3	0,59	3	tRNA 5'-leader removal	0,0139471306828955
GO:0034599	44	17	5,23	17	cellular response to oxidative stress	0,0309947703035798
GO:0000162	18	6	2,14	6	tryptophan biosynthetic process	0,0146834854439851
GO:0034551	3	2	0,36	2	mitochondrial respiratory chain complex III assembly	0,0390491127561473
GO:0045732	34	8	4,04	8	positive regulation of protein catabolic process	0,025392866200025
GO:0010200	12	4	1,43	4	response to chitin	0,0450413256752263
GO:0051096	3	2	0,36	2	positive regulation of helicase activity	0,0390491127561473
GO:0009835	11	5	1,31	5	fruit ripening	0,00589026912839877
GO:0032264	3	2	0,36	2	IMP salvage	0,0390491127561473
GO:0018401	7	4	0,83	4	peptidyl-proline hydroxylation to 4-hydroxy-L-proline	0,00518370399095601
GO:0030150	24	12	2,85	12	protein import into mitochondrial matrix	5,29337129486172e-06
GO:0006099	52	17	6,18	17	tricarboxylic acid cycle	6,49781110662438e-05
GO:0051085	34	8	4,04	8	chaperone cofactor-dependent protein refolding	0,0423392766031199
GO:0050790	585	73	69,57	73	regulation of catalytic activity	0,00162371678502995
GO:1905691	2	2	0,24	2	lipid droplet disassembly	0,014136237398064
GO:0000256	2	2	0,24	2	allantoin catabolic process	0,014136237398064
GO:0006012	22	8	2,62	8	galactose metabolic process	0,0187514950867931
GO:0034620	21	5	2,5	5	cellular response to unfolded protein	0,0153440995188542
GO:0006044	3	2	0,36	2	N-acetylglucosamine metabolic process	0,0390491127561473
GO:0070125	5	3	0,59	3	mitochondrial translational elongation	0,0139471306828955
GO:0032780	3	3	0,36	3	negative regulation of ATPase activity	0,0141256855660615
GO:0032781	22	7	2,62	7	positive regulation of ATPase activity	0,0231322235630951
GO:0042026	32	11	3,81	11	protein refolding	0,000778713827714516
GO:1901259	6	3	0,71	3	chloroplast rRNA processing	0,0254417442819977
GO:0009693	12	4	1,43	4	ethylene biosynthetic process	0,0450413256752263
GO:0000727	11	5	1,31	5	double-strand break repair via break-induced replication	0,00589026912839877
GO:0009658	92	21	10,94	21	chloroplast organization	0,00803891788415576
