Annotated	Significant	Expected	DEG	Term	pval
GO:0000275	12	6	1,82	6	mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)	0,00489112921434106
GO:0005741	41	12	6,22	12	mitochondrial outer membrane	0,0124483039642438
GO:0005971	2	2	0,3	2	ribonucleoside-diphosphate reductase complex	0,0229851013388984
GO:0005730	239	65	36,24	65	nucleolus	0,000267352757267102
GO:0033290	23	7	3,49	7	eukaryotic 48S preinitiation complex	0,0486052628627504
GO:0017119	9	4	1,36	4	Golgi transport complex	0,0351393285311515
GO:0031314	6	3	0,91	3	extrinsic component of mitochondrial inner membrane	0,0486734588958987
GO:0016020	8148	1302	1235,5	1302	membrane	5,04081433870574e-05
GO:0016282	22	7	3,34	7	eukaryotic 43S preinitiation complex	0,0387185650086911
GO:0070652	7	4	1,06	4	HAUS complex	0,0125659258213336
GO:0005886	1469	277	222,75	277	plasma membrane	0,00125453481437701
GO:0005658	4	4	0,61	4	alpha DNA polymerase:primase complex	0,000527665303042624
GO:0005874	178	55	26,99	55	microtubule	1,8842855986592e-07
GO:0030126	19	9	2,88	9	COPI vesicle coat	0,000907000017636577
GO:0005840	644	182	97,65	182	ribosome	8,20122703459356e-07
GO:0048046	192	38	29,11	38	apoplast	0,048520382528238
GO:0005618	341	83	51,71	83	cell wall	2,08505866634606e-05
GO:0000139	296	70	44,88	70	Golgi membrane	0,000611910559047985
GO:0034663	4	3	0,61	3	endoplasmic reticulum chaperone complex	0,0123495116716813
GO:0009349	2	2	0,3	2	riboflavin synthase complex	0,0229851013388984
GO:0009331	5	3	0,76	3	glycerol-3-phosphate dehydrogenase complex	0,0273957637140609
GO:0005802	93	32	14,1	32	trans-Golgi network	3,55253432094814e-06
GO:0031428	3	3	0,45	3	box C/D snoRNP complex	0,00348312689520229
GO:0031429	3	3	0,45	3	box H/ACA snoRNP complex	0,00348312689520229
GO:0009524	8	4	1,21	4	phragmoplast	0,0221405243484843
GO:0009527	29	6	4,4	6	plastid outer membrane	0,0123596795463382
GO:0042555	11	7	1,67	7	MCM complex	0,000343156353237583
GO:0005794	683	177	103,56	177	Golgi apparatus	5,10732879289991e-06
GO:0071541	7	4	1,06	4	eukaryotic translation initiation factor 3 complex, eIF3m	0,0125659258213336
GO:0001673	2	2	0,3	2	male germ cell nucleus	0,0229851013388984
GO:0033186	2	2	0,3	2	CAF-1 complex	0,0229851013388984
GO:0005768	213	44	32,3	44	endosome	0,00911446603386774
GO:0009506	212	49	32,15	49	plasmodesma	0,00138538315143176
GO:0034399	8	5	1,21	5	nuclear periphery	0,0123316019835851
GO:0022625	120	51	18,2	51	cytosolic large ribosomal subunit	5,14293769841578e-13
GO:0000015	6	3	0,91	3	phosphopyruvate hydratase complex	0,0486734588958987
GO:0022627	61	28	9,25	28	cytosolic small ribosomal subunit	1,13098397902141e-08
GO:0046658	113	30	17,13	30	anchored component of plasma membrane	0,00120024060657169
