term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0007018,"microtubule-based movement",0.287%, 2.339, 6.747,4.567,-8.0250,0.836,0.000,7018,0
GO:0007020,"microtubule nucleation",0.044%,null,null,3.754,-1.4494,0.736,0.735,7018,1
GO:0000226,"microtubule cytoskeleton organization",0.293%,null,null,4.575,-3.2104,0.731,0.854,7018,1
GO:0007623,"circadian rhythm",0.057%,-3.552,-1.276,3.862,-2.0076,0.986,0.000,7623,0
GO:0009416,"response to light stimulus",0.157%,-0.764,-6.415,4.304,-4.2318,0.893,0.000,9416,0
GO:0009785,"blue light signaling pathway",0.010%,null,null,3.129,-1.5657,0.829,0.799,9416,1
GO:0019915,"lipid storage",0.032%,-5.647,-0.995,3.611,-3.3054,0.894,0.000,19915,0
GO:0009768,"photosynthesis, light harvesting in photosystem I",0.003%,-3.074,-1.078,2.559,-7.2369,0.925,0.020,9768,0
GO:0009765,"photosynthesis, light harvesting",0.019%,null,null,3.393,-1.5947,0.919,0.764,9768,1
GO:0071555,"cell wall organization",0.709%,-4.644, 6.014,4.959,-5.3195,0.802,0.030,71555,0
GO:0042546,"cell wall biogenesis",0.640%,null,null,4.915,-2.8869,0.796,0.923,71555,1
GO:0006468,"protein phosphorylation",4.137%, 3.169,-0.418,5.725,-4.7357,0.774,0.044,6468,0
GO:0019318,"hexose metabolic process",0.641%, 6.393, 1.634,4.915,-4.2641,0.778,0.075,19318,0
GO:0006013,"mannose metabolic process",0.031%,null,null,3.596,-1.5657,0.815,0.726,19318,1
GO:0006004,"fucose metabolic process",0.026%,null,null,3.518,-3.4480,0.817,0.716,19318,1
GO:0005975,"carbohydrate metabolic process",5.260%,-2.123,-0.796,5.829,-2.9056,0.930,0.094,5975,0
GO:0015977,"carbon fixation",0.036%,-0.593,-0.525,3.664,-2.0633,0.897,0.121,15977,0
GO:0015995,"chlorophyll biosynthetic process",0.039%, 7.271, 1.800,3.699,-3.2545,0.765,0.136,15995,0
GO:1901962,"S-adenosyl-L-methionine transmembrane transport",0.002%,-4.676,-3.190,2.326,-2.1738,0.893,0.144,1901962,0
GO:0006270,"DNA replication initiation",0.141%, 4.645,-3.807,4.259,-4.4268,0.782,0.144,6270,0
GO:0006271,"DNA strand elongation involved in DNA replication",0.040%,null,null,3.705,-1.8655,0.790,0.712,6270,1
