term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006457,"protein folding",0.903%,-1.045,-2.272,5.064,-7.7168,0.944,0.000,6457,0
GO:0009414,"response to water deprivation",0.022%, 2.919,-6.120,3.453,-3.4209,0.859,0.000,9414,0
GO:0019430,"removal of superoxide radicals",0.121%,null,null,4.192,-2.6602,0.804,0.758,9414,1
GO:0034599,"cellular response to oxidative stress",0.224%,null,null,4.458,-1.5087,0.837,0.800,9414,1
GO:0009415,"response to water",0.026%,null,null,3.526,-1.8534,0.863,0.802,9414,1
GO:0050790,"regulation of catalytic activity",1.575%,-0.516,-4.664,5.306,-2.7895,0.883,0.000,50790,0
GO:0043085,"positive regulation of catalytic activity",0.818%,null,null,5.021,-1.3732,0.885,0.891,50790,1
GO:0010499,"proteasomal ubiquitin-independent protein catabolic process",0.020%,-1.137, 3.764,3.406,-3.2637,0.834,0.025,10499,0
GO:0043161,"proteasome-mediated ubiquitin-dependent protein catabolic process",0.226%,null,null,4.462,-1.4630,0.811,0.809,10499,1
GO:0030150,"protein import into mitochondrial matrix",0.036%,-7.303,-0.777,3.668,-5.2763,0.726,0.026,30150,0
GO:0045037,"protein import into chloroplast stroma",0.001%,null,null,2.107,-1.5945,0.893,0.713,30150,1
GO:0042026,"protein refolding",0.069%,-1.438,-4.214,3.949,-3.1086,0.942,0.027,42026,0
GO:0009835,"fruit ripening",0.000%, 2.851,-3.122,1.505,-2.2299,0.905,0.039,9835,0
GO:0009793,"embryo development ending in seed dormancy",0.024%,null,null,3.484,-1.6524,0.887,0.746,9835,1
GO:0006099,"tricarboxylic acid cycle",0.469%, 3.083, 6.481,4.780,-4.1872,0.790,0.061,6099,0
GO:0006101,"citrate metabolic process",0.472%,null,null,4.782,-1.4084,0.791,0.985,6099,1
GO:0015976,"carbon utilization",0.040%,-0.075,-1.342,3.715,-1.5945,0.938,0.062,15976,0
GO:0006383,"transcription from RNA polymerase III promoter",0.079%,-3.814, 6.321,4.005,-3.1204,0.836,0.090,6383,0
GO:0009693,"ethylene biosynthetic process",0.001%, 0.534,-1.771,2.286,-1.3464,0.920,0.092,9693,0
GO:0019375,"galactolipid biosynthetic process",0.001%, 5.461, 4.113,2.097,-1.3911,0.834,0.111,19375,0
