term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006886,"intracellular protein transport",1.199%,-4.807, 0.976,5.187,-3.9089,0.857,0.000,6886,0
GO:0015031,"protein transport",2.251%,null,null,5.461,-1.6207,0.881,0.885,6886,1
GO:0006888,"ER to Golgi vesicle-mediated transport",0.125%,null,null,4.204,-1.9831,0.869,0.737,6886,1
GO:0009835,"fruit ripening",0.000%,-2.720,-2.049,1.505,-3.8318,0.890,0.000,9835,0
GO:0016226,"iron-sulfur cluster assembly",0.219%, 0.642, 7.123,4.450,-5.3717,0.754,0.000,16226,0
GO:0044571,"[2Fe-2S] cluster assembly",0.019%,null,null,3.385,-1.3158,0.785,0.831,16226,1
GO:0050896,"response to stimulus",12.210%,-0.945, 0.591,6.195,-1.8562,0.988,0.000,50896,0
GO:0006807,"nitrogen compound metabolic process",38.744%,-0.838,-0.265,6.696,-2.6707,0.972,0.020,6807,0
GO:0034605,"cellular response to heat",0.041%,-2.210,-4.895,3.726,-4.2185,0.873,0.023,34605,0
GO:0009408,"response to heat",0.166%,null,null,4.328,-3.6027,0.897,0.865,34605,1
GO:0042026,"protein refolding",0.069%,-1.241,-1.328,3.949,-3.9363,0.948,0.024,42026,0
GO:0006914,"autophagy",0.230%, 0.090,-0.050,4.470,-2.5629,0.953,0.027,6914,0
GO:0006792,"regulation of sulfur utilization",0.000%,-2.339, 2.776,0.778,-1.3158,0.925,0.029,6792,0
GO:0006457,"protein folding",0.903%,-0.012,-0.310,5.064,-2.1775,0.950,0.030,6457,0
GO:0046854,"phosphatidylinositol phosphorylation",0.173%, 5.489, 1.924,4.347,-3.3306,0.747,0.048,46854,0
GO:0046488,"phosphatidylinositol metabolic process",0.339%,null,null,4.638,-1.4700,0.736,0.861,46854,1
GO:0000398,"mRNA splicing, via spliceosome",0.315%, 2.773,-0.637,4.607,-1.7204,0.874,0.050,398,0
GO:0000395,"mRNA 5'-splice site recognition",0.007%,null,null,2.942,-1.7526,0.822,0.747,398,1
GO:1901135,"carbohydrate derivative metabolic process",6.319%,-0.022, 0.110,5.909,-1.7581,0.944,0.053,1901135,0
GO:0009058,"biosynthetic process",31.611%,-0.400,-0.462,6.608,-1.5322,0.972,0.066,9058,0
GO:0009693,"ethylene biosynthetic process",0.001%, 0.685,-0.017,2.286,-4.6881,0.928,0.098,9693,0
GO:0006099,"tricarboxylic acid cycle",0.469%, 7.747, 1.522,4.780,-3.0792,0.757,0.159,6099,0
GO:0006102,"isocitrate metabolic process",0.022%,null,null,3.446,-1.7200,0.810,0.765,6099,1
GO:0045454,"cell redox homeostasis",0.861%, 2.897, 2.891,5.043,-2.7711,0.792,0.185,45454,0
GO:0006879,"cellular iron ion homeostasis",0.110%,null,null,4.148,-1.8554,0.816,0.748,45454,1
GO:0046951,"ketone body biosynthetic process",0.002%, 7.297, 1.374,2.348,-1.3158,0.825,0.196,46951,0
GO:0055114,"oxidation-reduction process",15.060%, 6.320, 0.531,6.286,-1.3052,0.855,0.216,55114,0
GO:0042351,"'de novo' GDP-L-fucose biosynthetic process",0.012%, 4.952, 0.956,3.184,-1.3158,0.849,0.225,42351,0
GO:0005997,"xylulose metabolic process",0.014%, 6.559,-0.428,3.263,-1.7526,0.836,0.225,5997,0
GO:0043666,"regulation of phosphoprotein phosphatase activity",0.016%, 1.363,-3.657,3.317,-2.1689,0.783,0.234,43666,0
GO:0006368,"transcription elongation from RNA polymerase II promoter",0.082%, 3.455, 2.170,4.021,-1.4733,0.868,0.240,6368,0
GO:0006275,"regulation of DNA replication",0.116%, 1.100, 5.010,4.172,-1.3159,0.831,0.245,6275,0
GO:0045116,"protein neddylation",0.019%,-2.266,-6.831,3.377,-1.8543,0.871,0.273,45116,0
GO:0010020,"chloroplast fission",0.003%,-2.692, 6.702,2.516,-1.8362,0.901,0.292,10020,0
GO:0006572,"tyrosine catabolic process",0.006%, 7.286,-2.826,2.863,-2.0727,0.766,0.292,6572,0
GO:0010136,"ureide catabolic process",0.001%, 3.077,-5.851,2.000,-1.7526,0.880,0.307,10136,0
GO:0048194,"Golgi vesicle budding",0.004%,-3.630, 6.031,2.725,-1.7206,0.838,0.310,48194,0
GO:0070676,"intralumenal vesicle formation",0.005%,null,null,2.769,-1.3158,0.839,0.807,48194,1
GO:0030308,"negative regulation of cell growth",0.030%,-1.094, 6.240,3.591,-1.7532,0.751,0.343,30308,0
GO:0030517,"negative regulation of axon extension",0.006%,null,null,2.854,-1.7526,0.707,0.845,30308,1
GO:0035265,"organ growth",0.034%,null,null,3.641,-1.3157,0.855,0.713,30308,1
GO:0048671,"negative regulation of collateral sprouting",0.002%,null,null,2.314,-1.7526,0.723,0.896,30308,1
GO:0006108,"malate metabolic process",0.088%, 8.018, 0.892,4.051,-2.5607,0.789,0.357,6108,0
GO:0007030,"Golgi organization",0.039%,-3.028, 6.999,3.701,-1.5905,0.883,0.357,7030,0
GO:0046710,"GDP metabolic process",0.043%, 7.057, 0.223,3.741,-2.6292,0.743,0.371,46710,0
GO:0006096,"glycolytic process",0.545%,null,null,4.844,-2.4669,0.596,0.785,46710,1
GO:0009142,"nucleoside triphosphate biosynthetic process",0.651%,null,null,4.922,-1.3133,0.694,0.794,46710,1
GO:0046037,"GMP metabolic process",0.123%,null,null,4.198,-1.4638,0.729,0.804,46710,1
GO:0055059,"asymmetric neuroblast division",0.003%,-1.827, 1.674,2.628,-2.0727,0.821,0.371,55059,0
GO:0033528,"S-methylmethionine cycle",0.000%, 3.333, 3.861,0.845,-1.7526,0.889,0.380,33528,0
GO:0060776,"simple leaf morphogenesis",0.000%,-2.862,-2.219,1.732,-1.7526,0.889,0.380,60776,0
GO:0016310,"phosphorylation",7.764%, 4.856,-0.121,5.998,-3.1168,0.834,0.396,16310,0
GO:0042594,"response to starvation",0.109%,-2.761,-5.462,4.147,-1.4066,0.908,0.403,42594,0
GO:0006210,"thymine catabolic process",0.001%, 6.240,-3.341,1.875,-1.7526,0.784,0.403,6210,0
GO:0006145,"purine nucleobase catabolic process",0.039%,null,null,3.697,-1.7526,0.731,0.762,6210,1
GO:0014706,"striated muscle tissue development",0.077%,-2.356,-1.886,3.995,-1.3158,0.914,0.409,14706,0
GO:1902000,"homogentisate catabolic process",0.000%, 7.067,-3.635,1.623,-1.7526,0.793,0.412,1902000,0
GO:0045175,"basal protein localization",0.000%,-3.315, 0.561,1.681,-2.6292,0.925,0.418,45175,0
GO:0044262,"cellular carbohydrate metabolic process",1.257%, 1.918,-0.233,5.208,-1.3155,0.898,0.422,44262,0
GO:0006850,"mitochondrial pyruvate transport",0.015%,-4.964, 0.921,3.282,-2.4270,0.874,0.431,6850,0
GO:0009187,"cyclic nucleotide metabolic process",0.196%, 6.613, 0.691,4.400,-1.7529,0.739,0.435,9187,0
GO:0033615,"mitochondrial proton-transporting ATP synthase complex assembly",0.003%,-3.267, 7.303,2.601,-1.7526,0.879,0.437,33615,0
GO:0031408,"oxylipin biosynthetic process",0.007%, 7.418, 1.485,2.941,-1.3908,0.764,0.440,31408,0
GO:0030433,"ER-associated ubiquitin-dependent protein catabolic process",0.049%, 1.598,-5.962,3.794,-4.1283,0.697,0.443,30433,0
GO:0030968,"endoplasmic reticulum unfolded protein response",0.027%,null,null,3.548,-1.8362,0.819,0.872,30433,1
GO:0031146,"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",0.022%,null,null,3.447,-1.4446,0.835,0.757,30433,1
GO:0010121,"arginine catabolic process to proline via ornithine",0.001%, 6.880,-3.401,1.826,-1.7526,0.784,0.468,10121,0
GO:0019544,"arginine catabolic process to glutamate",0.009%,null,null,3.057,-1.7526,0.748,0.704,10121,1
GO:1902476,"chloride transmembrane transport",0.047%,-3.691, 0.919,3.780,-1.4724,0.932,0.468,1902476,0
GO:0019243,"methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione",0.021%, 7.220,-2.364,3.421,-1.7200,0.753,0.472,19243,0
GO:0010387,"COP9 signalosome assembly",0.002%,-3.157, 7.192,2.502,-1.7526,0.885,0.473,10387,0
GO:0000256,"allantoin catabolic process",0.025%, 5.066,-5.362,3.501,-1.7526,0.835,0.487,256,0
GO:0009398,"FMN biosynthetic process",0.032%, 6.666, 1.753,3.613,-2.6292,0.716,0.493,9398,0
GO:0009231,"riboflavin biosynthetic process",0.223%,null,null,4.456,-2.3890,0.758,0.860,9398,1
GO:0002238,"response to molecule of fungal origin",0.001%,-2.896,-5.582,2.196,-2.0206,0.923,0.493,2238,0
GO:0034599,"cellular response to oxidative stress",0.224%,-2.267,-5.015,4.458,-3.0834,0.867,0.497,34599,0
GO:0042542,"response to hydrogen peroxide",0.029%,null,null,3.571,-1.8735,0.908,0.720,34599,1
GO:0000302,"response to reactive oxygen species",0.181%,null,null,4.367,-2.1141,0.901,0.826,34599,1
GO:0032955,"regulation of barrier septum assembly",0.025%,-1.182, 6.456,3.507,-1.7526,0.759,0.500,32955,0
GO:0051782,"negative regulation of cell division",0.013%,null,null,3.222,-1.7526,0.823,0.823,32955,1
GO:0000045,"autophagosome assembly",0.035%,-3.176, 7.367,3.647,-1.3910,0.877,0.511,45,0
GO:0030242,"pexophagy",0.009%,null,null,3.084,-1.3158,0.950,0.703,45,1
GO:1990592,"protein K69-linked ufmylation",0.002%,-1.035,-5.358,2.371,-1.3158,0.884,0.520,1990592,0
GO:0034553,"mitochondrial respiratory chain complex II assembly",0.004%,-2.951, 7.027,2.688,-1.3158,0.878,0.531,34553,0
