term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0007623,"circadian rhythm",0.057%, 0.579, 4.079,3.862,-1.9168,0.936,0.000,7623,0
GO:0032922,"circadian regulation of gene expression",0.012%,null,null,3.190,-1.7090,0.801,0.869,7623,1
GO:0043153,"entrainment of circadian clock by photoperiod",0.004%,null,null,2.747,-1.7448,0.815,0.818,7623,1
GO:0009416,"response to light stimulus",0.157%, 5.665, 2.932,4.304,-8.4170,0.868,0.000,9416,0
GO:0006970,"response to osmotic stress",0.082%,null,null,4.022,-1.8210,0.866,0.757,9416,1
GO:0009785,"blue light signaling pathway",0.010%,null,null,3.129,-2.0930,0.792,0.799,9416,1
GO:0009768,"photosynthesis, light harvesting in photosystem I",0.003%, 0.601,-1.639,2.559,-10.7203,0.860,0.000,9768,0
GO:0009773,"photosynthetic electron transport in photosystem I",0.003%,null,null,2.597,-2.7684,0.797,0.768,9768,1
GO:0009765,"photosynthesis, light harvesting",0.019%,null,null,3.393,-4.2087,0.849,0.764,9768,1
GO:0055062,"phosphate ion homeostasis",0.035%,-1.837, 2.748,3.653,-1.4533,0.913,0.000,55062,0
GO:0007018,"microtubule-based movement",0.287%,-7.457,-2.416,4.567,-4.3649,0.827,0.020,7018,0
GO:0007020,"microtubule nucleation",0.044%,null,null,3.754,-1.7452,0.751,0.735,7018,1
GO:0007010,"cytoskeleton organization",0.786%,-5.925, 5.135,5.004,-2.2581,0.821,0.030,7010,0
GO:0030388,"fructose 1,6-bisphosphate metabolic process",0.014%, 4.329,-5.460,3.249,-3.4798,0.897,0.031,30388,0
GO:0015979,"photosynthesis",0.183%, 1.147, 1.337,4.370,-2.6010,0.928,0.039,15979,0
GO:0006378,"mRNA polyadenylation",0.044%, 4.502,-1.068,3.753,-1.7893,0.862,0.042,6378,0
GO:0006398,"mRNA 3'-end processing by stem-loop binding and cleavage",0.002%,null,null,2.328,-1.7448,0.878,0.782,6378,1
GO:1901962,"S-adenosyl-L-methionine transmembrane transport",0.002%, 1.959, 6.525,2.326,-2.6174,0.895,0.048,1901962,0
GO:0005975,"carbohydrate metabolic process",5.260%, 1.022, 2.562,5.829,-2.1292,0.933,0.054,5975,0
GO:0048229,"gametophyte development",0.024%,-3.466, 3.805,3.494,-2.6180,0.889,0.058,48229,0
GO:0015977,"carbon fixation",0.036%,-0.867, 0.091,3.664,-2.8350,0.893,0.059,15977,0
GO:0009698,"phenylpropanoid metabolic process",0.021%,-4.643,-2.075,3.431,-1.6742,0.846,0.131,9698,0
