Annotated	Significant	Expected	DEG	Term	pval
GO:0014706	3	2	0,4	2	striated muscle tissue development	0,0483286572983316
GO:0042351	3	2	0,4	2	'de novo' GDP-L-fucose biosynthetic process	0,0483286572983316
GO:0045454	36	12	4,79	12	cell redox homeostasis	0,00169406799767778
GO:0010387	2	2	0,27	2	COP9 signalosome assembly	0,0176753961806647
GO:0009398	3	3	0,4	3	FMN biosynthetic process	0,00234876562183122
GO:0019287	6	3	0,8	3	isopentenyl diphosphate biosynthetic process, mevalonate pathway	0,0343715021078151
GO:0046854	45	15	5,98	15	phosphatidylinositol phosphorylation	0,000467048642454793
GO:0035335	33	10	4,39	10	peptidyl-tyrosine dephosphorylation	0,00859348603422657
GO:0019243	5	3	0,66	3	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione	0,0190561193782784
GO:0000045	25	7	3,32	7	autophagosome assembly	0,0406429720795423
GO:0009911	5	3	0,66	3	positive regulation of flower development	0,0190561193782784
GO:0034605	18	10	2,39	10	cellular response to heat	6,04690251041185e-05
GO:0032955	2	2	0,27	2	regulation of division septum assembly	0,0176753961806647
GO:0120009	18	7	2,39	7	intermembrane lipid transfer	0,0183688765828044
GO:0045175	3	3	0,4	3	basal protein localization	0,00234876562183122
GO:0045116	8	4	1,06	4	protein neddylation	0,0139862356500534
GO:0006368	35	9	4,65	9	transcription elongation from RNA polymerase II promoter	0,0336304644386839
GO:0016226	29	16	3,86	16	iron-sulfur cluster assembly	4,24892455345595e-06
GO:0010438	3	2	0,4	2	cellular response to sulfur starvation	0,0483286572983316
GO:0030242	3	2	0,4	2	autophagy of peroxisome	0,0483286572983316
GO:1902476	10	4	1,33	4	chloride transmembrane transport	0,0337013324803657
GO:0009423	13	5	1,73	5	chorismate biosynthetic process	0,0211433820543708
GO:0060776	2	2	0,27	2	simple leaf morphogenesis	0,0176753961806647
GO:1901006	3	2	0,4	2	ubiquinone-6 biosynthetic process	0,0483286572983316
GO:0006914	61	20	8,11	20	autophagy	0,00273567524929826
GO:0010193	12	5	1,6	5	response to ozone	0,0145817927016147
GO:0009408	74	29	9,84	29	response to heat	0,000249611484943493
GO:0051085	34	10	4,52	10	chaperone cofactor-dependent protein refolding	0,0107536524840956
GO:0010121	2	2	0,27	2	arginine catabolic process to proline via ornithine	0,0176753961806647
GO:0032418	2	2	0,27	2	lysosome localization	0,0176753961806647
GO:0015914	34	12	4,52	12	phospholipid transport	0,00934512164177762
GO:1990592	3	2	0,4	2	protein K69-linked ufmylation	0,0483286572983316
GO:0006457	214	50	28,46	50	protein folding	0,00664556895951791
GO:0010136	2	2	0,27	2	ureide catabolic process	0,0176753961806647
GO:0015936	14	6	1,86	6	coenzyme A metabolic process	0,0482402398559451
GO:0006470	310	62	41,22	62	protein dephosphorylation	0,035364714238916
GO:0009187	3	3	0,4	3	cyclic nucleotide metabolic process	0,017663785096908
GO:0043547	64	15	8,51	15	positive regulation of GTPase activity	0,0386729876561587
GO:0046037	6	3	0,8	3	GMP metabolic process	0,0343715021078151
GO:0055129	5	3	0,66	3	L-proline biosynthetic process	0,0190561193782784
GO:0055114	2597	370	345,32	370	oxidation-reduction process	0,0495246250883027
GO:0009142	138	12	18,35	12	nucleoside triphosphate biosynthetic process	0,0486078290874395
GO:0070534	5	3	0,66	3	protein K63-linked ubiquitination	0,0190561193782784
GO:0035265	13	3	1,73	3	organ growth	0,048340143852994
GO:0000395	2	2	0,27	2	mRNA 5'-splice site recognition	0,0176753961806647
GO:0009107	3	2	0,4	2	lipoate biosynthetic process	0,0483286572983316
GO:0000398	164	29	21,81	29	mRNA splicing, via spliceosome	0,0190381292379569
GO:0043666	68	15	9,04	15	regulation of phosphoprotein phosphatase activity	0,00677814096131481
GO:0050896	3200	431	425,51	431	response to stimulus	0,0139255492934592
GO:0033528	2	2	0,27	2	S-methylmethionine cycle	0,0176753961806647
GO:0019544	2	2	0,27	2	arginine catabolic process to glutamate	0,0176753961806647
GO:0006120	7	4	0,93	4	mitochondrial electron transport, NADH to ubiquinone	0,00781033199918396
GO:0006122	9	5	1,2	5	mitochondrial electron transport, ubiquinol to cytochrome c	0,00327502917706511
GO:0000338	6	3	0,8	3	protein deneddylation	0,0343715021078151
GO:0006145	2	2	0,27	2	purine nucleobase catabolic process	0,0176753961806647
GO:0070676	3	2	0,4	2	intralumenal vesicle formation	0,0483286572983316
GO:0009231	13	6	1,73	6	riboflavin biosynthetic process	0,00408324973720512
GO:0000302	58	22	7,71	22	response to reactive oxygen species	0,00768953338306797
GO:0006102	5	3	0,66	3	isocitrate metabolic process	0,0190561193782784
GO:0006106	4	3	0,53	3	fumarate metabolic process	0,00845903483963424
GO:0006108	20	8	2,66	8	malate metabolic process	0,00274986218871367
GO:0008333	3	2	0,4	2	endosome to lysosome transport	0,0483286572983316
GO:1901352	4	3	0,53	3	negative regulation of phosphatidylglycerol biosynthetic process	0,00845903483963424
GO:0030517	2	2	0,27	2	negative regulation of axon extension	0,0176753961806647
GO:0033615	2	2	0,27	2	mitochondrial proton-transporting ATP synthase complex assembly	0,0176753961806647
GO:0006275	31	6	4,12	6	regulation of DNA replication	0,0483189819291621
GO:0006210	2	2	0,27	2	thymine catabolic process	0,0176753961806647
GO:1900027	2	2	0,27	2	regulation of ruffle assembly	0,0176753961806647
GO:0048671	2	2	0,27	2	negative regulation of collateral sprouting	0,0176753961806647
GO:0007030	28	8	3,72	8	Golgi organization	0,025674497134279
GO:0007035	6	3	0,8	3	vacuolar acidification	0,0343715021078151
GO:0009704	3	2	0,4	2	de-etiolation	0,0483286572983316
GO:0032780	3	2	0,4	2	negative regulation of ATPase activity	0,0483286572983316
