Annotated	Significant	Expected	DEG	Term	pval
GO:0046524	4	3	0,74	3	sucrose-phosphate synthase activity	0,0219920663642247
GO:0004001	2	2	0,37	2	adenosine kinase activity	0,0344287755604185
GO:0030170	144	40	26,72	40	pyridoxal phosphate binding	0,00426545553125445
GO:0004672	1386	330	257,2	330	protein kinase activity	9,23360149929141e-06
GO:0004674	730	172	135,47	172	protein serine/threonine kinase activity	0,00469669811911584
GO:0004629	9	4	1,67	4	phospholipase C activity	0,0344166284023585
GO:0003777	75	30	13,92	30	microtubule motor activity	5,16217940549351e-05
GO:0004642	2	2	0,37	2	phosphoribosylformylglycinamidine synthase activity	0,0344287755604185
GO:0005388	26	11	4,82	11	calcium transmembrane transporter activity, phosphorylative mechanism	0,00436066355953973
GO:0003746	47	15	8,72	15	translation elongation factor activity	0,0195956552411276
GO:0003735	568	132	105,4	132	structural constituent of ribosome	0,0026717607425589
GO:0016018	10	5	1,86	5	cyclosporin A binding	0,0241491341337335
GO:0019901	40	14	7,42	14	protein kinase binding	0,00513500300819746
GO:0008865	9	6	1,67	6	fructokinase activity	0,00203959506826047
GO:0000906	2	2	0,37	2	6,7-dimethyl-8-ribityllumazine synthase activity	0,0344287755604185
GO:0016629	2	2	0,37	2	12-oxophytodienoate reductase activity	0,0344287755604185
GO:0008964	6	4	1,11	4	phosphoenolpyruvate carboxylase activity	0,012902186770278
GO:0008810	29	11	5,38	11	cellulase activity	0,011365419046035
GO:0047918	2	2	0,37	2	GDP-mannose 3,5-epimerase activity	0,0344287755604185
GO:0008840	2	2	0,37	2	4-hydroxy-tetrahydrodipicolinate synthase activity	0,0344287755604185
GO:0102250	4	3	0,74	3	linear malto-oligosaccharide phosphorylase activity	0,0219920663642247
GO:0003885	3	3	0,56	3	D-arabinono-1,4-lactone oxidase activity	0,00638629359956605
GO:0003886	4	3	0,74	3	DNA (cytosine-5-)-methyltransferase activity	0,0219920663642247
GO:0008839	2	2	0,37	2	4-hydroxy-tetrahydrodipicolinate reductase	0,0344287755604185
GO:0042973	39	14	7,24	14	glucan endo-1,3-beta-D-glucosidase activity	0,00795005001302286
