Annotated	Significant	Expected	DEG	Term	pval
GO:0030170	144	33	21,22	33	pyridoxal phosphate binding	0,00572964955284062
GO:0004672	1386	275	204,22	275	protein kinase activity	2,29474383626624e-07
GO:0004674	730	135	107,56	135	protein serine/threonine kinase activity	0,035421041560869
GO:0000822	5	3	0,74	3	inositol hexakisphosphate binding	0,0253199968823786
GO:0004629	9	3	1,33	3	phospholipase C activity	0,0217049231783205
GO:0003777	75	24	11,05	24	microtubule motor activity	8,38076810852144e-05
GO:0000979	4	3	0,59	3	RNA polymerase II core promoter sequence-specific DNA binding	0,0113734986694949
GO:0003746	47	14	6,93	14	translation elongation factor activity	0,0062743887017704
GO:0003735	568	142	83,69	142	structural constituent of ribosome	5,5239314228933e-11
GO:0070181	18	6	2,65	6	small ribosomal subunit rRNA binding	0,038715807907461
GO:0016018	10	4	1,47	4	cyclosporin A binding	0,0471386864539051
GO:0008865	9	4	1,33	4	fructokinase activity	0,0319337290490011
GO:0008878	6	3	0,88	3	glucose-1-phosphate adenylyltransferase activity	0,0451417203355901
GO:0016629	2	2	0,29	2	12-oxophytodienoate reductase activity	0,0217044929872331
GO:0008964	6	5	0,88	5	phosphoenolpyruvate carboxylase activity	0,000364613076775197
GO:0003999	2	2	0,29	2	adenine phosphoribosyltransferase activity	0,0217044929872331
GO:0102250	4	3	0,59	3	linear malto-oligosaccharide phosphorylase activity	0,0113734986694949
GO:0003885	3	3	0,44	3	D-arabinono-1,4-lactone oxidase activity	0,00319630672958927
GO:0003886	4	3	0,59	3	DNA (cytosine-5-)-methyltransferase activity	0,0113734986694949
GO:0042300	10	4	1,47	4	beta-amyrin synthase activity	0,0471386864539051
GO:0042973	39	12	5,75	12	glucan endo-1,3-beta-D-glucosidase activity	0,00834830140759843
GO:0000095	3	3	0,44	3	S-adenosyl-L-methionine transmembrane transporter activity	0,00319630672958927
GO:0030246	456	64	67,19	64	carbohydrate binding	0,0163923145475175
GO:0003843	12	5	1,77	5	1,3-beta-D-glucan synthase activity	0,0222226895599194
GO:0008460	3	3	0,44	3	dTDP-glucose 4,6-dehydratase activity	0,00319630672958927
GO:0050897	16	6	2,36	6	cobalt ion binding	0,0216467534798769
GO:0033612	17	7	2,5	7	receptor serine/threonine kinase binding	0,0105349771574435
GO:0019158	6	3	0,88	3	mannokinase activity	0,0451417203355901
GO:0005524	3093	498	455,74	498	ATP binding	0,0115488889858881
GO:0005525	336	64	49,51	64	GTP binding	0,0172901341030957
GO:0005096	62	19	9,14	19	GTPase activator activity	0,00109234335922282
GO:0035241	3	3	0,44	3	protein-arginine omega-N monomethyltransferase activity	0,00319630672958927
GO:0035242	2	2	0,29	2	protein-arginine omega-N asymmetric methyltransferase activity	0,0217044929872331
GO:0005536	6	3	0,88	3	glucose binding	0,0451417203355901
GO:0008447	4	3	0,59	3	L-ascorbate oxidase activity	0,0113734986694949
GO:0005080	2	2	0,29	2	protein kinase C binding	0,0217044929872331
GO:0004748	4	3	0,59	3	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	0,0113734986694949
GO:0008194	380	73	55,99	73	UDP-glycosyltransferase activity	0,0247540806041119
GO:0051287	108	23	15,91	23	NAD binding	0,029497046383446
GO:0004707	24	9	3,54	9	MAP kinase activity	0,00518054750470098
GO:0008081	54	16	7,96	16	phosphoric diester hydrolase activity	0,0215076857799006
GO:0042054	50	10	7,37	10	histone methyltransferase activity	0,0216916982474736
