term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0009408,"response to heat",0.166%,-1.470,-6.629,4.328,-3.1658,0.878,0.000,9408,0
GO:0034605,"cellular response to heat",0.041%,null,null,3.726,-2.9576,0.853,0.865,9408,1
GO:0009415,"response to water",0.026%,null,null,3.526,-1.7673,0.877,0.701,9408,1
GO:0010499,"proteasomal ubiquitin-independent protein catabolic process",0.020%, 2.559,-3.216,3.406,-7.3183,0.831,0.000,10499,0
GO:0043161,"proteasome-mediated ubiquitin-dependent protein catabolic process",0.226%,null,null,4.462,-4.5082,0.807,0.809,10499,1
GO:0098719,"sodium ion import across plasma membrane",0.004%,-5.255, 1.646,2.721,-1.3284,0.948,0.000,98719,0
GO:0006807,"nitrogen compound metabolic process",38.744%,-2.510, 0.139,6.696,-3.7328,0.972,0.015,6807,0
GO:0042026,"protein refolding",0.069%,-2.564,-2.599,3.949,-6.5166,0.939,0.021,42026,0
GO:0006457,"protein folding",0.903%,-1.275,-0.314,5.064,-5.6878,0.948,0.027,6457,0
GO:0006914,"autophagy",0.230%,-0.650,-0.255,4.470,-1.3202,0.951,0.030,6914,0
GO:0006099,"tricarboxylic acid cycle",0.469%, 6.235, 4.682,4.780,-5.4132,0.768,0.043,6099,0
GO:0009835,"fruit ripening",0.000%,-4.759,-2.309,1.505,-2.0489,0.888,0.045,9835,0
GO:0016226,"iron-sulfur cluster assembly",0.219%,-0.326, 7.163,4.450,-4.6128,0.709,0.052,16226,0
GO:0044571,"[2Fe-2S] cluster assembly",0.019%,null,null,3.385,-1.3284,0.745,0.831,16226,1
GO:0006349,"regulation of gene expression by genetic imprinting",0.004%,-0.512,-4.081,2.689,-2.6491,0.865,0.060,6349,0
GO:0015976,"carbon utilization",0.040%,-0.011,-0.435,3.715,-2.4520,0.932,0.062,15976,0
GO:0009058,"biosynthetic process",31.611%,-1.907,-0.026,6.608,-2.3541,0.972,0.066,9058,0
GO:0009693,"ethylene biosynthetic process",0.001%, 0.079, 0.294,2.286,-1.8638,0.913,0.098,9693,0
GO:0006597,"spermine biosynthetic process",0.010%, 3.071, 3.955,3.124,-2.8174,0.836,0.110,6597,0
GO:0008295,"spermidine biosynthetic process",0.055%,null,null,3.846,-1.7016,0.822,0.808,6597,1
GO:0006557,"S-adenosylmethioninamine biosynthetic process",0.016%,null,null,3.303,-2.1315,0.697,0.705,6597,1
GO:0042793,"transcription from plastid promoter",0.001%, 0.559, 2.923,2.225,-2.5147,0.869,0.122,42793,0
GO:0000373,"Group II intron splicing",0.003%,-2.646, 2.809,2.525,-2.4162,0.887,0.142,373,0
GO:0016554,"cytidine to uridine editing",0.003%,-2.591, 3.304,2.534,-2.1055,0.899,0.146,16554,0
GO:1901141,"regulation of lignin biosynthetic process",0.000%, 5.562,-1.654,1.623,-1.7659,0.818,0.164,1901141,0
GO:0097428,"protein maturation by iron-sulfur cluster transfer",0.067%,-2.033,-1.060,3.937,-1.8780,0.898,0.174,97428,0
GO:0071586,"CAAX-box protein processing",0.014%,null,null,3.263,-1.3445,0.876,0.720,97428,1
GO:0006465,"signal peptide processing",0.050%,null,null,3.809,-1.6695,0.816,0.781,97428,1
GO:0045489,"pectin biosynthetic process",0.008%, 5.342, 3.796,3.038,-1.3455,0.828,0.180,45489,0
GO:0045454,"cell redox homeostasis",0.861%, 3.593,-1.897,5.043,-4.0246,0.794,0.185,45454,0
GO:0032780,"negative regulation of ATPase activity",0.020%,-2.185,-5.437,3.403,-1.7662,0.946,0.190,32780,0
GO:0002238,"response to molecule of fungal origin",0.001%,-2.067,-6.798,2.196,-1.3445,0.919,0.208,2238,0
GO:0055114,"oxidation-reduction process",15.060%, 6.887, 2.040,6.286,-2.3051,0.848,0.216,55114,0
GO:0006368,"transcription elongation from RNA polymerase II promoter",0.082%, 1.403, 5.225,4.021,-1.4964,0.832,0.218,6368,0
GO:0032968,"positive regulation of transcription elongation from RNA polymerase II promoter",0.029%,null,null,3.567,-1.5232,0.797,0.812,6368,1
GO:0090143,"nucleoid organization",0.000%,-3.501, 6.260,0.903,-1.7659,0.847,0.237,90143,0
GO:0015969,"guanosine tetraphosphate metabolic process",0.065%, 5.688, 2.232,3.920,-1.4816,0.734,0.252,15969,0
GO:0046710,"GDP metabolic process",0.043%,null,null,3.741,-1.3284,0.740,0.770,15969,1
GO:0046037,"GMP metabolic process",0.123%,null,null,4.198,-1.3286,0.724,0.828,15969,1
GO:0007229,"integrin-mediated signaling pathway",0.056%,-1.095,-6.151,3.860,-1.3284,0.840,0.266,7229,0
GO:0009231,"riboflavin biosynthetic process",0.223%, 6.701, 4.000,4.456,-4.2245,0.723,0.279,9231,0
GO:0009398,"FMN biosynthetic process",0.032%,null,null,3.613,-1.3284,0.702,0.860,9231,1
GO:0010020,"chloroplast fission",0.003%,-3.778, 6.424,2.516,-4.5863,0.857,0.292,10020,0
GO:0009658,"chloroplast organization",0.019%,null,null,3.392,-1.8776,0.843,0.870,10020,1
GO:0010027,"thylakoid membrane organization",0.004%,null,null,2.713,-1.3445,0.781,0.891,10020,1
GO:0016311,"dephosphorylation",1.250%, 3.761, 0.354,5.205,-1.3220,0.872,0.301,16311,0
GO:0006210,"thymine catabolic process",0.001%, 5.162,-1.652,1.875,-1.7659,0.772,0.322,6210,0
GO:0009113,"purine nucleobase biosynthetic process",0.124%,null,null,4.202,-1.3286,0.720,0.851,6210,1
