term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006000,"fructose metabolic process",0.022%, 6.404,-1.975,3.458,-3.9810,0.822,0.000,6000,0
GO:0009658,"chloroplast organization",0.019%,-3.464, 0.765,3.392,-4.7073,0.861,0.000,9658,0
GO:0010027,"thylakoid membrane organization",0.004%,null,null,2.713,-1.8211,0.822,0.891,9658,1
GO:0032526,"response to retinoic acid",0.014%,-3.708,-6.279,3.255,-4.1044,0.922,0.000,32526,0
GO:0048511,"rhythmic process",0.077%, 1.043,-4.077,3.994,-4.3527,0.981,0.000,48511,0
GO:0050896,"response to stimulus",12.210%, 1.125,-3.410,6.195,-1.4807,0.983,0.000,50896,0
GO:0051083,"'de novo' cotranslational protein folding",0.004%, 0.509,-2.202,2.701,-1.6028,0.952,0.017,51083,0
GO:0043335,"protein unfolding",0.019%, 0.716,-1.483,3.394,-1.6028,0.949,0.019,43335,0
GO:0030388,"fructose 1,6-bisphosphate metabolic process",0.014%, 3.501, 2.151,3.249,-3.4099,0.883,0.026,30388,0
GO:0015979,"photosynthesis",0.183%, 0.087,-0.614,4.370,-3.3093,0.920,0.039,15979,0
GO:0002943,"tRNA dihydrouridine synthesis",0.080%,-2.126, 6.916,4.012,-2.9961,0.751,0.044,2943,0
GO:0009773,"photosynthetic electron transport in photosystem I",0.003%, 3.378,-2.435,2.597,-3.4888,0.831,0.084,9773,0
GO:0010207,"photosystem II assembly",0.006%,null,null,2.860,-3.4111,0.798,0.721,9773,1
GO:0042549,"photosystem II stabilization",0.005%,null,null,2.814,-1.8211,0.829,0.739,9773,1
GO:0045454,"cell redox homeostasis",0.861%, 2.519,-4.436,5.043,-2.8575,0.804,0.123,45454,0
GO:0051096,"positive regulation of helicase activity",0.002%,-2.977,-2.046,2.318,-1.6028,0.928,0.160,51096,0
GO:0042793,"transcription from plastid promoter",0.001%,-1.492, 5.537,2.225,-2.1727,0.842,0.168,42793,0
GO:0070981,"L-asparagine biosynthetic process",0.006%, 7.700,-0.739,2.849,-3.0780,0.779,0.176,70981,0
GO:2000028,"regulation of photoperiodism, flowering",0.004%,-4.017,-5.409,2.669,-3.4128,0.815,0.193,2000028,0
GO:0045910,"negative regulation of DNA recombination",0.026%,-5.989, 1.780,3.531,-2.1451,0.775,0.209,45910,0
