term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006891,"intra-Golgi vesicle-mediated transport",0.064%, 5.321, 1.333,3.916,-4.6266,0.930,0.000,6891,0
GO:0006890,"retrograde vesicle-mediated transport, Golgi to ER",0.047%,null,null,3.777,-2.2604,0.931,0.772,6891,1
GO:0071555,"cell wall organization",0.709%, 1.947, 6.996,4.959,-5.6355,0.809,0.000,71555,0
GO:0042546,"cell wall biogenesis",0.640%,null,null,4.915,-3.6024,0.803,0.923,71555,1
GO:0002181,"cytoplasmic translation",0.064%,-7.373,-0.275,3.915,-4.5143,0.773,0.026,2181,0
GO:0007017,"microtubule-based process",0.658%,-3.472, 4.483,4.927,-5.4286,0.839,0.033,7017,0
GO:0006457,"protein folding",0.903%, 2.567, 0.440,5.064,-1.9177,0.940,0.034,6457,0
GO:0080186,"developmental vegetative growth",0.001%, 3.698, 1.790,2.182,-1.6245,0.933,0.050,80186,0
GO:0005975,"carbohydrate metabolic process",5.260%, 3.011, 0.541,5.829,-3.1397,0.923,0.056,5975,0
GO:0019722,"calcium-mediated signaling",0.040%, 4.649,-4.180,3.707,-4.0016,0.846,0.064,19722,0
GO:0009718,"anthocyanin-containing compound biosynthetic process",0.001%,-4.683,-1.435,2.188,-2.3301,0.837,0.089,9718,0
GO:0010252,"auxin homeostasis",0.003%, 3.202,-2.041,2.539,-3.1480,0.938,0.137,10252,0
GO:0042351,"'de novo' GDP-L-fucose biosynthetic process",0.012%,-4.101,-5.356,3.184,-2.5257,0.789,0.141,42351,0
GO:0019673,"GDP-mannose metabolic process",0.048%,null,null,3.787,-1.6842,0.828,0.716,42351,1
GO:0009451,"RNA modification",1.778%,-2.035,-0.855,5.358,-2.3401,0.797,0.149,9451,0
GO:0015689,"molybdate ion transport",0.068%, 4.885, 0.441,3.938,-2.7220,0.921,0.195,15689,0
GO:1904482,"cellular response to tetrahydrofolate",0.000%, 4.368,-5.082,1.505,-1.9821,0.870,0.204,1904482,0
GO:0007049,"cell cycle",1.885%,-4.323, 4.894,5.384,-1.4468,0.827,0.208,7049,0
GO:0019877,"diaminopimelate biosynthetic process",0.136%,-6.959, 1.055,4.242,-3.3679,0.693,0.242,19877,0
GO:0009089,"lysine biosynthetic process via diaminopimelate",0.288%,null,null,4.567,-1.8745,0.677,0.937,19877,1
GO:0000727,"double-strand break repair via break-induced replication",0.013%, 2.207,-4.715,3.225,-3.6092,0.795,0.253,727,0
GO:0006730,"one-carbon metabolic process",0.328%,-5.388, 3.161,4.625,-2.0566,0.795,0.260,6730,0
GO:0016126,"sterol biosynthetic process",0.075%,-6.293,-2.899,3.985,-2.4262,0.779,0.287,16126,0
GO:0031118,"rRNA pseudouridine synthesis",0.005%, 0.158, 5.628,2.838,-2.5261,0.761,0.304,31118,0
GO:0035246,"peptidyl-arginine N-methylation",0.015%,-0.050, 1.114,3.281,-1.5309,0.857,0.327,35246,0
GO:0019918,"peptidyl-arginine methylation, to symmetrical-dimethyl arginine",0.002%,null,null,2.312,-1.6837,0.870,0.880,35246,1
GO:0006267,"pre-replicative complex assembly involved in nuclear cell cycle DNA replication",0.009%,-0.831, 6.238,3.061,-4.2647,0.693,0.341,6267,0
GO:1902975,"mitotic DNA replication initiation",0.007%,null,null,2.947,-3.3679,0.754,0.838,6267,1
GO:0006096,"glycolytic process",0.545%,-5.563,-0.883,4.844,-3.3459,0.583,0.375,6096,0
GO:0046777,"protein autophosphorylation",0.077%,-1.872,-3.720,3.993,-1.6588,0.807,0.381,46777,0
GO:0006423,"cysteinyl-tRNA aminoacylation",0.046%,-5.828, 1.451,3.775,-1.6837,0.704,0.381,6423,0
GO:0055047,"generative cell mitosis",0.000%, 2.236, 6.573,1.230,-1.6837,0.804,0.393,55047,0
GO:0070588,"calcium ion transmembrane transport",0.157%, 5.050, 0.372,4.305,-1.4273,0.921,0.403,70588,0
GO:0006260,"DNA replication",1.577%,-3.388,-0.143,5.306,-1.9825,0.770,0.415,6260,0
GO:0015786,"UDP-glucose transport",0.002%, 5.850, 0.853,2.328,-1.9733,0.883,0.421,15786,0
GO:0034976,"response to endoplasmic reticulum stress",0.100%, 3.860,-5.631,4.106,-2.5494,0.878,0.431,34976,0
GO:0009695,"jasmonic acid biosynthetic process",0.001%,-7.045,-0.378,2.217,-1.3722,0.782,0.437,9695,0
GO:0006414,"translational elongation",0.777%,-6.815,-1.106,4.999,-2.9679,0.734,0.443,6414,0
GO:0048443,"stamen development",0.004%, 3.471, 2.833,2.762,-1.6249,0.922,0.443,48443,0
GO:0071456,"cellular response to hypoxia",0.022%, 4.020,-5.194,3.457,-2.5198,0.850,0.446,71456,0
GO:0019853,"L-ascorbic acid biosynthetic process",0.002%,-6.505, 0.246,2.356,-1.8745,0.756,0.447,19853,0
GO:0016310,"phosphorylation",7.764%,-1.449,-6.282,5.998,-1.9180,0.833,0.455,16310,0
GO:0046168,"glycerol-3-phosphate catabolic process",0.048%,-2.352,-6.042,3.787,-1.9733,0.825,0.456,46168,0
GO:0009395,"phospholipid catabolic process",0.043%,null,null,3.740,-1.8835,0.758,0.726,46168,1
GO:0000165,"MAPK cascade",0.245%,-0.721,-3.773,4.498,-1.3265,0.670,0.463,165,0
GO:0072657,"protein localization to membrane",0.387%,-0.007, 5.533,4.696,-2.6896,0.701,0.464,72657,0
GO:0006886,"intracellular protein transport",1.199%,null,null,5.187,-1.3217,0.907,0.823,72657,1
GO:0046513,"ceramide biosynthetic process",0.013%,-7.544, 0.619,3.208,-1.3598,0.748,0.466,46513,0
GO:0006486,"protein glycosylation",0.317%,-3.292, 0.733,4.610,-2.0705,0.703,0.472,6486,0
GO:0019264,"glycine biosynthetic process from serine",0.036%,-7.970, 0.497,3.669,-1.9821,0.717,0.472,19264,0
GO:0006564,"L-serine biosynthetic process",0.075%,null,null,3.981,-1.6245,0.706,0.801,19264,1
GO:0010315,"auxin efflux",0.002%, 4.446,-3.253,2.452,-2.3301,0.768,0.476,10315,0
GO:0009734,"auxin-activated signaling pathway",0.035%,null,null,3.649,-1.5752,0.800,0.851,10315,1
GO:0009926,"auxin polar transport",0.005%,null,null,2.820,-2.0280,0.858,0.926,10315,1
