Annotated	Significant	Expected	DEG	Term	pval
GO:0016192	439	80	52,74	80	vesicle-mediated transport	0,0100378495127982
GO:0014706	3	2	0,36	2	striated muscle tissue development	0,0398123220240239
GO:0042351	3	2	0,36	2	'de novo' GDP-L-fucose biosynthetic process	0,0398123220240239
GO:0045454	36	13	4,32	13	cell redox homeostasis	0,000166073549145705
GO:0030150	24	10	2,88	10	protein import into mitochondrial matrix	0,000243435914865041
GO:0019287	6	3	0,72	3	isopentenyl diphosphate biosynthetic process, mevalonate pathway	0,0261487448943312
GO:0046855	14	5	1,68	5	inositol phosphate dephosphorylation	0,0196019713143887
GO:0016125	49	12	5,89	12	sterol metabolic process	0,0444701021104507
GO:0010928	17	6	2,04	6	regulation of auxin mediated signaling pathway	0,00972921526187787
GO:0019240	2	2	0,24	2	citrulline biosynthetic process	0,0144251545322308
GO:0010499	22	13	2,64	13	proteasomal ubiquitin-independent protein catabolic process	1,82303874109896e-07
GO:0007229	3	2	0,36	2	integrin-mediated signaling pathway	0,0398123220240239
GO:0042450	3	2	0,36	2	arginine biosynthetic process via ornithine	0,0398123220240239
GO:0034605	18	7	2,16	7	cellular response to heat	0,0034133063090925
GO:0009306	10	4	1,2	4	protein secretion	0,0239918288494683
GO:0008610	460	89	55,26	89	lipid biosynthetic process	0,0470914623387734
GO:0010411	43	10	5,17	10	xyloglucan metabolic process	0,0328518389729994
GO:0016226	29	13	3,48	13	iron-sulfur cluster assembly	0,000359125151790981
GO:0019722	19	10	2,28	10	calcium-mediated signaling	2,02510378134613e-05
GO:0009423	13	5	1,56	5	chorismate biosynthetic process	0,013958297370802
GO:0060776	2	2	0,24	2	simple leaf morphogenesis	0,0144251545322308
GO:0009414	76	17	9,13	17	response to water deprivation	0,0242179613063525
GO:0009415	78	19	9,37	19	response to water	0,0143297023619403
GO:1901002	6	4	0,72	4	positive regulation of response to salt stress	0,0025484047736859
GO:0006349	3	2	0,36	2	regulation of gene expression by genetic imprinting	0,0398123220240239
GO:0017003	2	2	0,24	2	protein-heme linkage	0,0144251545322308
GO:0046506	2	2	0,24	2	sulfolipid biosynthetic process	0,0144251545322308
GO:0009408	74	24	8,89	24	response to heat	0,000257753095068965
GO:0050790	585	76	70,27	76	regulation of catalytic activity	0,00512785575526473
GO:0042147	20	6	2,4	6	retrograde transport, endosome to Golgi	0,026074969982223
GO:0046686	27	9	3,24	9	response to cadmium ion	0,00908147672858623
GO:0006457	214	58	25,71	58	protein folding	7,62587446980335e-08
GO:0010136	2	2	0,24	2	ureide catabolic process	0,0144251545322308
GO:0055114	2597	366	311,97	366	oxidation-reduction process	0,000170672615126467
GO:0070534	5	3	0,6	3	protein K63-linked ubiquitination	0,0143485748340086
GO:0009298	9	4	1,08	4	GDP-mannose biosynthetic process	0,0158844705510028
GO:0033528	2	2	0,24	2	S-methylmethionine cycle	0,0144251545322308
GO:0006120	7	4	0,84	4	mitochondrial electron transport, NADH to ubiquinone	0,00538073096107894
GO:0006122	9	4	1,08	4	mitochondrial electron transport, ubiquinol to cytochrome c	0,0158844705510028
GO:0034976	56	17	6,73	17	response to endoplasmic reticulum stress	0,000943879069517399
GO:0006145	2	2	0,24	2	purine nucleobase catabolic process	0,0144251545322308
GO:0009231	13	6	1,56	6	riboflavin biosynthetic process	0,00241502708350643
GO:0006101	3	2	0,36	2	citrate metabolic process	0,0398123220240239
GO:0006102	5	4	0,6	4	isocitrate metabolic process	0,000939198551456064
GO:0006108	20	8	2,4	8	malate metabolic process	0,00141744722443671
GO:1901352	4	3	0,48	3	negative regulation of phosphatidylglycerol biosynthetic process	0,00630294906447706
GO:0030587	6	3	0,72	3	sorocarp development	0,0261487448943312
GO:0071480	3	2	0,36	2	cellular response to gamma radiation	0,0398123220240239
