term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006817,"phosphate ion transport",0.242%, 5.847,-3.227,4.492,-5.3428,0.917,0.000,6817,0
GO:0006865,"amino acid transport",0.813%,null,null,5.018,-2.3871,0.854,0.712,6817,1
GO:0007623,"circadian rhythm",0.057%,-0.782,-2.013,3.862,-3.3929,0.978,0.000,7623,0
GO:0009416,"response to light stimulus",0.157%, 4.961, 2.996,4.304,-6.8001,0.847,0.000,9416,0
GO:0009639,"response to red or far red light",0.012%,null,null,3.201,-1.3863,0.861,0.807,9416,1
GO:0006970,"response to osmotic stress",0.082%,null,null,4.022,-1.5213,0.862,0.757,9416,1
GO:0010114,"response to red light",0.003%,null,null,2.604,-2.2017,0.869,0.741,9416,1
GO:0009785,"blue light signaling pathway",0.010%,null,null,3.129,-1.8244,0.790,0.799,9416,1
GO:0009768,"photosynthesis, light harvesting in photosystem I",0.003%,-3.177, 1.009,2.559,-8.3278,0.853,0.000,9768,0
GO:0010206,"photosystem II repair",0.002%,null,null,2.502,-3.1922,0.818,0.811,9768,1
GO:0048511,"rhythmic process",0.077%,-0.650,-0.478,3.994,-1.3878,0.978,0.000,48511,0
GO:0050896,"response to stimulus",12.210%, 2.711,-0.584,6.195,-1.6107,0.981,0.000,50896,0
GO:0015995,"chlorophyll biosynthetic process",0.039%,-7.322,-1.897,3.699,-6.1363,0.787,0.032,15995,0
GO:0015979,"photosynthesis",0.183%, 0.502, 0.718,4.370,-6.0301,0.930,0.042,15979,0
GO:0006468,"protein phosphorylation",4.137%,-0.773, 6.274,5.725,-4.4741,0.798,0.063,6468,0
GO:0009854,"oxidative photosynthetic carbon pathway",0.000%, 1.212,-0.791,1.447,-1.3835,0.927,0.080,9854,0
GO:0010158,"abaxial cell fate specification",0.000%, 1.874,-3.721,1.491,-1.5959,0.878,0.090,10158,0
GO:0005975,"carbohydrate metabolic process",5.260%, 1.581, 0.609,5.829,-4.3774,0.932,0.094,5975,0
GO:0015977,"carbon fixation",0.036%,-1.998,-0.066,3.664,-2.4405,0.895,0.100,15977,0
GO:0009833,"plant-type primary cell wall biogenesis",0.002%, 1.398,-7.262,2.396,-3.3034,0.816,0.100,9833,0
GO:0045910,"negative regulation of DNA recombination",0.026%, 2.156, 2.607,3.531,-1.8140,0.859,0.123,45910,0
GO:0007017,"microtubule-based process",0.658%,-4.621,-5.961,4.927,-2.4894,0.857,0.145,7017,0
GO:1901962,"S-adenosyl-L-methionine transmembrane transport",0.002%, 5.260,-2.562,2.326,-2.3940,0.906,0.168,1901962,0
GO:0007018,"microtubule-based movement",0.287%,-3.762,-6.422,4.567,-2.6079,0.854,0.172,7018,0
GO:0019464,"glycine decarboxylation via glycine cleavage system",0.080%,-5.133,-1.510,4.010,-2.5524,0.779,0.189,19464,0
GO:0007049,"cell cycle",1.885%,-4.244,-5.241,5.384,-1.4907,0.847,0.208,7049,0
GO:0005986,"sucrose biosynthetic process",0.003%,-7.456,-0.190,2.640,-2.7406,0.765,0.218,5986,0
GO:0016104,"triterpenoid biosynthetic process",0.005%,-6.941,-3.177,2.771,-2.2017,0.825,0.222,16104,0
GO:0009734,"auxin-activated signaling pathway",0.035%, 5.402, 1.918,3.649,-4.5642,0.805,0.256,9734,0
