Annotated	Significant	Expected	DEG	Term	pval
GO:0045454	36	10	3,39	10	cell redox homeostasis	0,00138833432732937
GO:0071051	4	2	0,38	2	polyadenylation-dependent snoRNA 3'-end processing	0,046809317935525
GO:0000055	12	4	1,13	4	ribosomal large subunit export from nucleus	0,0209840487857701
GO:0000056	9	4	0,85	4	ribosomal small subunit export from nucleus	0,00671969987770569
GO:0035335	33	7	3,11	7	peptidyl-tyrosine dephosphorylation	0,0314263619602598
GO:0016117	17	7	1,6	7	carotenoid biosynthetic process	0,00669067205249645
GO:0071035	4	3	0,38	3	nuclear polyadenylation-dependent rRNA catabolic process	0,0031068496807743
GO:0071038	4	3	0,38	3	nuclear polyadenylation-dependent tRNA catabolic process	0,0031068496807743
GO:0046835	35	10	3,3	10	carbohydrate phosphorylation	0,000406262446878572
GO:0034605	18	6	1,7	6	cellular response to heat	0,0133015450313201
GO:0006396	818	120	77,09	120	RNA processing	0,00330605813117753
GO:0006397	318	45	29,97	45	mRNA processing	0,0180762703830854
GO:0006355	1951	199	183,86	199	regulation of transcription, DNA-templated	0,0479192802447874
GO:0006370	7	3	0,66	3	7-methylguanosine mRNA capping	0,0218763355322195
GO:0061615	14	4	1,32	4	glycolytic process through fructose-6-phosphate	0,0364682533260757
GO:0010196	3	2	0,28	2	nonphotochemical quenching	0,0249580838081496
GO:0051096	3	2	0,28	2	positive regulation of helicase activity	0,0249580838081496
GO:0051083	3	2	0,28	2	'de novo' cotranslational protein folding	0,0249580838081496
GO:0043562	11	4	1,04	4	cellular response to nitrogen levels	0,0249259372399793
GO:0015979	343	53	32,32	53	photosynthesis	0,000490594896265114
GO:0006424	2	2	0,19	2	glutamyl-tRNA aminoacylation	0,00887648930021474
GO:0006415	23	7	2,17	7	translational termination	0,00475742910018813
GO:0006402	83	13	7,82	13	mRNA catabolic process	0,00669337136382302
GO:0010258	2	2	0,19	2	NADH dehydrogenase complex (plastoquinone) assembly	0,00887648930021474
GO:0018106	6	3	0,57	3	peptidyl-histidine phosphorylation	0,013434382911666
GO:0010275	4	4	0,38	4	NAD(P)H dehydrogenase complex assembly	0,00885930222470522
GO:0010224	27	9	2,54	9	response to UV-B	0,00113110685809284
GO:0050896	3200	295	301,56	295	response to stimulus	0,0330593908961099
GO:0010239	5	3	0,47	3	chloroplast mRNA processing	0,00722170676732991
GO:0045736	6	3	0,57	3	negative regulation of cyclin-dependent protein serine/threonine kinase activity	0,013434382911666
GO:0048564	3	3	0,28	3	photosystem I assembly	0,000835692046247299
