term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0009416,"response to light stimulus",0.157%, 4.416,-4.188,4.304,-11.2959,0.801,0.000,9416,0
GO:0009638,"phototropism",0.002%,null,null,2.290,-1.4495,0.827,0.711,9416,1
GO:0034605,"cellular response to heat",0.041%,null,null,3.726,-1.3213,0.787,0.865,9416,1
GO:0010224,"response to UV-B",0.009%,null,null,3.046,-2.9242,0.822,0.789,9416,1
GO:0010114,"response to red light",0.003%,null,null,2.604,-2.5828,0.829,0.741,9416,1
GO:0009408,"response to heat",0.166%,null,null,4.328,-2.2899,0.806,0.799,9416,1
GO:0009785,"blue light signaling pathway",0.010%,null,null,3.129,-1.3184,0.743,0.871,9416,1
GO:0015979,"photosynthesis",0.183%, 1.598,-3.789,4.370,-15.7646,0.915,0.000,15979,0
GO:0042026,"protein refolding",0.069%, 1.649,-6.064,3.949,-1.6204,0.940,0.024,42026,0
GO:0009768,"photosynthesis, light harvesting in photosystem I",0.003%, 7.440, 0.482,2.559,-15.8175,0.817,0.035,9768,0
GO:0010206,"photosystem II repair",0.002%,null,null,2.502,-3.2626,0.780,0.811,9768,1
GO:0030388,"fructose 1,6-bisphosphate metabolic process",0.014%,-1.523,-6.195,3.249,-4.8511,0.908,0.039,30388,0
GO:0015995,"chlorophyll biosynthetic process",0.039%,-2.294, 6.363,3.699,-9.4441,0.750,0.042,15995,0
GO:0006782,"protoporphyrinogen IX biosynthetic process",0.116%,null,null,4.172,-2.3134,0.736,0.745,15995,1
GO:0018298,"protein-chromophore linkage",0.095%,-4.386,-3.591,4.084,-8.8549,0.863,0.045,18298,0
GO:0010239,"chloroplast mRNA processing",0.001%, 3.464,-0.902,2.161,-1.6104,0.883,0.089,10239,0
GO:0009853,"photorespiration",0.005%, 0.051,-4.967,2.793,-2.4131,0.895,0.095,9853,0
GO:0015977,"carbon fixation",0.036%,-0.631,-2.322,3.664,-1.7698,0.879,0.100,15977,0
GO:0045454,"cell redox homeostasis",0.861%, 0.069, 6.843,5.043,-2.6401,0.794,0.148,45454,0
GO:0055114,"oxidation-reduction process",15.060%,-3.179, 3.164,6.286,-5.1671,0.839,0.161,55114,0
GO:0032544,"plastid translation",0.002%, 1.151, 3.988,2.297,-2.8820,0.713,0.185,32544,0
GO:0009658,"chloroplast organization",0.019%,null,null,3.392,-1.9598,0.806,0.891,32544,1
GO:0010027,"thylakoid membrane organization",0.004%,null,null,2.713,-2.7407,0.756,0.785,32544,1
GO:0019464,"glycine decarboxylation via glycine cleavage system",0.080%,-4.393, 2.885,4.010,-4.4502,0.696,0.189,19464,0
