term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0009416,"response to light stimulus",0.157%, 6.069,-3.219,4.304,-3.7555,0.864,0.000,9416,0
GO:0009768,"photosynthesis, light harvesting in photosystem I",0.003%, 0.900, 0.405,2.559,-6.2178,0.909,0.000,9768,0
GO:0015689,"molybdate ion transport",0.068%, 0.888, 4.576,3.938,-3.6177,0.940,0.000,15689,0
GO:0071555,"cell wall organization",0.709%,-0.345, 7.171,4.959,-4.2437,0.824,0.021,71555,0
GO:0042546,"cell wall biogenesis",0.640%,null,null,4.915,-3.9854,0.820,0.923,71555,1
GO:0006270,"DNA replication initiation",0.141%, 0.632,-7.169,4.259,-5.5860,0.760,0.035,6270,0
GO:0006004,"fucose metabolic process",0.026%,-5.426,-2.210,3.518,-4.5053,0.822,0.039,6004,0
GO:0006006,"glucose metabolic process",0.430%,null,null,4.741,-1.6793,0.790,0.908,6004,1
GO:0019318,"hexose metabolic process",0.641%,null,null,4.915,-3.0634,0.785,0.716,6004,1
GO:0048443,"stamen development",0.004%, 2.755, 3.313,2.762,-2.2666,0.881,0.045,48443,0
GO:2000280,"regulation of root development",0.004%,null,null,2.666,-1.3311,0.864,0.741,48443,1
GO:0005975,"carbohydrate metabolic process",5.260%, 1.455, 0.214,5.829,-2.8132,0.931,0.060,5975,0
GO:0015977,"carbon fixation",0.036%,-0.062,-0.171,3.664,-2.0568,0.897,0.097,15977,0
GO:0015995,"chlorophyll biosynthetic process",0.039%,-6.182,-3.710,3.699,-4.6797,0.763,0.119,15995,0
GO:0007018,"microtubule-based movement",0.287%,-5.152, 2.348,4.567,-4.4878,0.837,0.136,7018,0
GO:0007020,"microtubule nucleation",0.044%,null,null,3.754,-1.4469,0.758,0.735,7018,1
GO:0000226,"microtubule cytoskeleton organization",0.293%,null,null,4.575,-2.1847,0.747,0.854,7018,1
GO:0001678,"cellular glucose homeostasis",0.049%,-0.065, 1.548,3.795,-2.9140,0.830,0.139,1678,0
GO:0006468,"protein phosphorylation",4.137%,-1.247,-5.555,5.725,-5.4322,0.789,0.144,6468,0
