term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0009416,"response to light stimulus",0.157%,-1.649,-6.207,4.304,-5.4596,0.923,0.000,9416,0
GO:0009768,"photosynthesis, light harvesting in photosystem I",0.003%,-1.293,-2.746,2.559,-7.5614,0.918,0.000,9768,0
GO:0043547,"positive regulation of GTPase activity",0.470%,-4.333,-3.113,4.780,-2.2472,0.935,0.000,43547,0
GO:0051091,"positive regulation of sequence-specific DNA binding transcription factor activity",0.050%,null,null,3.806,-1.6430,0.784,0.722,43547,1
GO:0015977,"carbon fixation",0.036%,-0.244,-1.195,3.664,-4.5436,0.891,0.008,15977,0
GO:0071555,"cell wall organization",0.709%,-4.646, 6.122,4.959,-4.6788,0.802,0.021,71555,0
GO:0042546,"cell wall biogenesis",0.640%,null,null,4.915,-2.3081,0.787,0.923,71555,1
GO:1901962,"S-adenosyl-L-methionine transmembrane transport",0.002%,-4.425,-1.648,2.326,-2.4643,0.917,0.043,1901962,0
GO:0006468,"protein phosphorylation",4.137%, 2.934,-3.702,5.725,-5.0742,0.799,0.044,6468,0
GO:0048229,"gametophyte development",0.024%,-5.064, 1.166,3.494,-2.4634,0.892,0.050,48229,0
GO:0007018,"microtubule-based movement",0.287%, 1.304, 5.903,4.567,-3.5551,0.852,0.059,7018,0
GO:0015979,"photosynthesis",0.183%,-1.622,-1.132,4.370,-2.9133,0.926,0.063,15979,0
GO:0005975,"carbohydrate metabolic process",5.260%,-2.386,-1.129,5.829,-2.7774,0.921,0.094,5975,0
GO:0034475,"U4 snRNA 3'-end processing",0.007%,-0.803, 2.414,2.956,-2.6428,0.808,0.110,34475,0
GO:0034473,"U1 snRNA 3'-end processing",0.002%,null,null,2.310,-1.6427,0.819,0.854,34475,1
GO:0034476,"U5 snRNA 3'-end processing",0.004%,null,null,2.666,-1.6427,0.813,0.890,34475,1
GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.011%,null,null,3.141,-1.5681,0.719,0.772,34475,1
GO:0019318,"hexose metabolic process",0.641%, 6.264, 0.126,4.915,-2.5450,0.757,0.121,19318,0
GO:0006013,"mannose metabolic process",0.031%,null,null,3.596,-1.9083,0.794,0.726,19318,1
GO:0006006,"glucose metabolic process",0.430%,null,null,4.741,-1.3895,0.761,0.908,19318,1
GO:0006004,"fucose metabolic process",0.026%,null,null,3.518,-1.7976,0.796,0.716,19318,1
GO:0016126,"sterol biosynthetic process",0.075%, 7.555, 0.595,3.985,-2.2657,0.788,0.128,16126,0
GO:0031297,"replication fork processing",0.017%, 0.876, 1.463,3.349,-1.9147,0.851,0.133,31297,0
GO:0001174,"transcriptional start site selection at RNA polymerase II promoter",0.005%, 1.421, 1.019,2.831,-1.9143,0.848,0.166,1174,0
GO:0007017,"microtubule-based process",0.658%, 2.261, 5.653,4.927,-2.7157,0.854,0.172,7017,0
GO:0007059,"chromosome segregation",0.476%, 1.867, 5.890,4.786,-1.4633,0.857,0.180,7059,0
GO:0030001,"metal ion transport",1.677%,-4.333,-0.407,5.333,-1.7803,0.934,0.189,30001,0
GO:0034220,"ion transmembrane transport",3.528%,null,null,5.656,-1.4984,0.930,0.746,30001,1
GO:0001678,"cellular glucose homeostasis",0.049%,-1.256, 1.407,3.795,-1.3183,0.851,0.194,1678,0
GO:0051301,"cell division",1.230%, 2.374, 6.258,5.198,-2.4274,0.848,0.198,51301,0
GO:0009718,"anthocyanin-containing compound biosynthetic process",0.001%, 7.779, 0.871,2.188,-2.2390,0.848,0.214,9718,0
GO:0009734,"auxin-activated signaling pathway",0.035%,-3.218,-5.802,3.649,-3.0998,0.831,0.256,9734,0
GO:0010275,"NAD(P)H dehydrogenase complex assembly",0.000%,-4.245, 5.886,1.699,-1.6429,0.860,0.280,10275,0
GO:0009234,"menaquinone biosynthetic process",0.107%, 6.849, 3.990,4.136,-1.9143,0.757,0.282,9234,0
GO:0045087,"innate immune response",0.148%,-2.100,-6.518,4.279,-1.3162,0.933,0.285,45087,0
GO:0030388,"fructose 1,6-bisphosphate metabolic process",0.014%, 2.558,-5.874,3.249,-2.3212,0.894,0.292,30388,0
GO:0006857,"oligopeptide transport",0.057%,-4.828,-1.165,3.864,-1.3689,0.953,0.308,6857,0
GO:0044209,"AMP salvage",0.035%, 6.625, 0.619,3.649,-1.9143,0.726,0.317,44209,0
GO:0006166,"purine ribonucleoside salvage",0.108%,null,null,4.140,-1.5681,0.727,0.895,44209,1
GO:0010088,"phloem development",0.000%,-5.905, 0.851,1.114,-2.2214,0.944,0.322,10088,0
GO:0010158,"abaxial cell fate specification",0.000%,-6.177, 1.061,1.491,-1.6427,0.869,0.330,10158,0
