Annotated	Significant	Expected	DEG	Term	pval
GO:0009570	281	52	26,85	52	chloroplast stroma	0,000345233965128134
GO:0010287	24	6	2,29	6	plastoglobule	0,02252459776031
GO:0009514	4	2	0,38	2	glyoxysome	0,0480213091798659
GO:0031969	133	19	12,71	19	chloroplast membrane	7,95852167772279e-05
GO:0009368	13	4	1,24	4	endopeptidase Clp complex	0,0293852977033043
GO:0009535	392	63	37,45	63	chloroplast thylakoid membrane	3,97118825235915e-05
GO:0009538	11	6	1,05	6	photosystem I reaction center	0,000228096097983263
GO:0031977	21	6	2,01	6	thylakoid lumen	0,00322610643456734
GO:0019898	47	13	4,49	13	extrinsic component of membrane	0,0012048018567739
GO:0042644	23	6	2,2	6	chloroplast nucleoid	0,0183378853004269
GO:0009507	1541	287	147,23	287	chloroplast	1,48750702471058e-24
GO:0009508	11	5	1,05	5	plastid chromosome	0,00223395693364482
GO:0000811	3	2	0,29	2	GINS complex	0,0256274516084
GO:0005960	4	2	0,38	2	glycine cleavage complex	0,0480213091798659
GO:0000176	6	3	0,57	3	nuclear exosome (RNase complex)	0,0139538405933369
GO:0009654	24	12	2,29	12	photosystem II oxygen evolving complex	5,04374286934889e-07
GO:0005948	3	2	0,29	2	acetolactate synthase complex	0,0256274516084
GO:0008622	3	2	0,29	2	epsilon DNA polymerase complex	0,0256274516084
GO:0009941	225	39	21,5	39	chloroplast envelope	0,000343372538561752
GO:0000778	4	2	0,38	2	condensed nuclear chromosome kinetochore	0,0480213091798659
GO:0010598	4	3	0,38	3	NAD(P)H dehydrogenase complex (plastoquinone)	0,00323359403693403
GO:0005778	25	5	2,39	5	peroxisomal membrane	0,0381079384678427
GO:0031436	4	2	0,38	2	BRCA1-BARD1 complex	0,0480213091798659
GO:0005634	5059	525	483,33	525	nucleus	0,0306504557064994
GO:0019005	56	11	5,35	11	SCF ubiquitin ligase complex	0,0155970942231284
GO:1990124	3	2	0,29	2	messenger ribonucleoprotein complex	0,0256274516084
GO:0016592	61	11	5,83	11	mediator complex	0,0283105315112883
GO:0009569	4	2	0,38	2	chloroplast starch grain	0,0480213091798659
