Annotated	Significant	Expected	DEG	Term	pval
GO:0005971	2	2	0,34	2	ribonucleoside-diphosphate reductase complex	0,0291104350683021
GO:0009654	24	15	4,1	15	photosystem II oxygen evolving complex	8,11418707289058e-07
GO:0016021	6645	1202	1133,91	1202	integral component of membrane	0,0019963901364227
GO:0031969	133	21	22,7	21	chloroplast membrane	0,0336402948435562
GO:0055028	15	9	2,56	9	cortical microtubule	0,00885974277208488
GO:0005853	3	3	0,51	3	eukaryotic translation elongation factor 1 complex	0,00496476870615439
GO:0005886	1469	304	250,67	304	plasma membrane	0,000338270240693358
GO:0005874	178	66	30,37	66	microtubule	1,53941284667311e-08
GO:0031298	7	4	1,19	4	replication fork protection complex	0,0191446410259964
GO:0010287	24	8	4,1	8	plastoglobule	0,0400643474983588
GO:0019898	47	15	8,02	15	extrinsic component of membrane	0,002476912875937
GO:0005618	341	70	58,19	70	cell wall	0,0380678701315595
GO:0031261	5	4	0,85	4	DNA replication preinitiation complex	0,029082537883116
GO:0010005	3	3	0,51	3	cortical microtubule, transverse to long axis	0,00496476870615439
GO:0005802	93	29	15,87	29	trans-Golgi network	0,000647586018337048
GO:0034657	2	2	0,34	2	GID complex	0,0291104350683021
GO:0009522	92	31	15,7	31	photosystem I	0,0278386589590422
GO:0097550	4	3	0,68	3	transcription preinitiation complex	0,0173195379332724
GO:0033180	8	5	1,37	5	proton-transporting V-type ATPase, V1 domain	0,0377666687852658
GO:0019005	56	16	9,56	16	SCF ubiquitin ligase complex	0,0220814559196483
GO:0033186	2	2	0,34	2	CAF-1 complex	0,0291104350683021
GO:0009538	11	10	1,88	10	photosystem I reaction center	1,92307160778252e-07
GO:0009941	225	54	38,39	54	chloroplast envelope	1,10926299204299e-05
GO:0005773	377	76	64,33	76	vacuole	0,0185888001301825
GO:0022625	120	37	20,48	37	cytosolic large ribosomal subunit	0,000144530812163279
GO:0022627	61	20	10,41	20	cytosolic small ribosomal subunit	0,00203862690996112
GO:0010598	4	3	0,68	3	NAD(P)H dehydrogenase complex (plastoquinone)	0,0173195379332724
GO:0005960	4	3	0,68	3	glycine cleavage complex	0,0173195379332724
