term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006099,"tricarboxylic acid cycle",0.469%, 6.678, 3.874,4.780,-7.4240,0.722,0.000,6099,0
GO:0019287,"isopentenyl diphosphate biosynthetic process, mevalonate pathway",0.014%,null,null,3.258,-1.5825,0.686,0.765,6099,1
GO:0006101,"citrate metabolic process",0.472%,null,null,4.782,-1.4000,0.740,0.985,6099,1
GO:0006102,"isocitrate metabolic process",0.022%,null,null,3.446,-3.0272,0.784,0.765,6099,1
GO:0006096,"glycolytic process",0.545%,null,null,4.844,-4.4365,0.587,0.731,6099,1
GO:0006086,"acetyl-CoA biosynthetic process from pyruvate",0.043%,null,null,3.746,-1.8552,0.682,0.736,6099,1
GO:0046710,"GDP metabolic process",0.043%,null,null,3.741,-1.4000,0.742,0.785,6099,1
GO:0006739,"NADP metabolic process",0.357%,null,null,4.661,-2.2012,0.696,0.816,6099,1
GO:0032509,"endosome transport via multivesicular body sorting pathway",0.022%,-3.147,-5.447,3.443,-2.0125,0.923,0.000,32509,0
GO:0045324,"late endosome to vacuole transport",0.025%,null,null,3.498,-2.0125,0.923,0.792,32509,1
GO:0042147,"retrograde transport, endosome to Golgi",0.055%,null,null,3.847,-1.5838,0.877,0.838,32509,1
GO:0010020,"chloroplast fission",0.003%, 0.108,-5.707,2.516,-3.7867,0.905,0.020,10020,0
GO:0009058,"biosynthetic process",31.611%,-2.515, 0.067,6.608,-2.3620,0.970,0.021,9058,0
GO:0042026,"protein refolding",0.069%,-3.064,-0.991,3.949,-3.0713,0.951,0.026,42026,0
GO:0006457,"protein folding",0.903%,-1.010,-0.487,5.064,-7.1177,0.945,0.032,6457,0
GO:0009693,"ethylene biosynthetic process",0.001%,-0.949, 0.072,2.286,-2.8396,0.916,0.036,9693,0
GO:0010499,"proteasomal ubiquitin-independent protein catabolic process",0.020%, 1.289,-2.512,3.406,-6.7392,0.861,0.043,10499,0
GO:0043161,"proteasome-mediated ubiquitin-dependent protein catabolic process",0.226%,null,null,4.462,-3.1814,0.843,0.809,10499,1
GO:0009835,"fruit ripening",0.000%,-4.893,-1.703,1.505,-3.0941,0.893,0.045,9835,0
GO:0016311,"dephosphorylation",1.250%, 1.033, 3.287,5.205,-3.3494,0.859,0.061,16311,0
GO:0019722,"calcium-mediated signaling",0.040%,-4.424, 5.652,3.707,-4.6936,0.810,0.062,19722,0
GO:0009298,"GDP-mannose biosynthetic process",0.028%, 3.747, 0.541,3.552,-1.7990,0.858,0.087,9298,0
GO:0042351,"'de novo' GDP-L-fucose biosynthetic process",0.012%,null,null,3.184,-1.4000,0.839,0.761,9298,1
GO:0006349,"regulation of gene expression by genetic imprinting",0.004%,-2.019, 5.656,2.689,-1.4000,0.869,0.147,6349,0
GO:0070534,"protein K63-linked ubiquitination",0.010%,-1.287,-1.787,3.097,-1.8432,0.917,0.188,70534,0
GO:1901352,"negative regulation of phosphatidylglycerol biosynthetic process",0.001%, 2.928, 6.447,1.869,-2.2005,0.723,0.215,1901352,0
GO:2001246,"negative regulation of phosphatidylcholine biosynthetic process",0.000%,null,null,1.785,-2.2005,0.718,0.839,1901352,1
GO:0045454,"cell redox homeostasis",0.861%, 0.876, 6.775,5.043,-3.7797,0.788,0.215,45454,0
GO:0055114,"oxidation-reduction process",15.060%, 5.076, 4.585,6.286,-3.7678,0.834,0.216,55114,0
GO:0045927,"positive regulation of growth",0.060%,-3.137, 6.649,3.889,-2.0862,0.877,0.218,45927,0
GO:0030517,"negative regulation of axon extension",0.006%,null,null,2.854,-1.8409,0.716,0.845,45927,1
GO:0048671,"negative regulation of collateral sprouting",0.002%,null,null,2.314,-1.8409,0.732,0.896,45927,1
GO:0030308,"negative regulation of cell growth",0.030%,null,null,3.591,-1.8415,0.742,0.819,45927,1
GO:0016192,"vesicle-mediated transport",1.085%,-2.035,-4.882,5.144,-1.9984,0.932,0.221,16192,0
GO:0042542,"response to hydrogen peroxide",0.029%,-6.270, 3.996,3.571,-4.5759,0.839,0.231,42542,0
GO:0046686,"response to cadmium ion",0.027%,null,null,3.534,-2.0418,0.862,0.701,42542,1
GO:0019430,"removal of superoxide radicals",0.121%,null,null,4.192,-1.9437,0.772,0.848,42542,1
GO:0034599,"cellular response to oxidative stress",0.224%,null,null,4.458,-2.6943,0.801,0.720,42542,1
GO:0006891,"intra-Golgi vesicle-mediated transport",0.064%,-2.300,-5.036,3.916,-1.6558,0.916,0.241,6891,0
GO:0006888,"ER to Golgi vesicle-mediated transport",0.125%,null,null,4.204,-1.3863,0.888,0.827,6891,1
GO:0046940,"nucleoside monophosphate phosphorylation",0.000%, 5.125, 3.468,1.380,-1.3498,0.795,0.242,46940,0
GO:0017003,"protein-heme linkage",0.016%,-1.816,-1.855,3.324,-1.8409,0.915,0.263,17003,0
GO:0050790,"regulation of catalytic activity",1.575%,-2.480, 6.638,5.306,-2.2901,0.906,0.283,50790,0
GO:0006006,"glucose metabolic process",0.430%, 7.365, 1.902,4.741,-2.3820,0.795,0.296,6006,0
GO:0030587,"sorocarp development",0.008%,-4.054,-1.018,3.003,-1.5825,0.927,0.320,30587,0
GO:0060776,"simple leaf morphogenesis",0.000%,-5.120,-1.598,1.732,-1.8409,0.893,0.341,60776,0
GO:0000727,"double-strand break repair via break-induced replication",0.013%,-5.142, 3.389,3.225,-2.2107,0.803,0.345,727,0
