Annotated	Significant	Expected	DEG	Term	pval
GO:0005951	2	2	0,41	2	carbamoyl-phosphate synthase complex	0,0422097429767358
GO:0000220	4	3	0,82	3	vacuolar proton-transporting V-type ATPase, V0 domain	0,0293364823369986
GO:0005971	2	2	0,41	2	ribonucleoside-diphosphate reductase complex	0,0422097429767358
GO:0009654	24	9	4,93	9	photosystem II oxygen evolving complex	0,0422117585438524
GO:0016020	8148	1865	1674,19	1865	membrane	0,0029815369343727
GO:0016021	6645	1508	1365,36	1508	integral component of membrane	7,69311120357874e-09
GO:0012511	12	8	2,47	8	monolayer-surrounded lipid storage body	0,000701419068154503
GO:0005694	425	101	87,33	101	chromosome	0,0213055592996158
GO:0005663	6	4	1,23	4	DNA replication factor C complex	0,0186813130798252
GO:0012505	1363	342	280,06	342	endomembrane system	0,0087013644891129
GO:0005886	1469	412	301,84	412	plasma membrane	1,39651848922841e-11
GO:0070652	7	5	1,44	5	HAUS complex	0,00528013306616445
GO:0005871	10	5	2,05	5	kinesin complex	0,03650368238627
GO:0005874	178	87	36,57	87	microtubule	2,6323322913862e-16
GO:0005819	50	21	10,27	21	spindle	4,18466093187376e-05
GO:0010287	24	10	4,93	10	plastoglobule	0,0151656662629198
GO:0048046	192	51	39,45	51	apoplast	0,0261805450712151
GO:0005618	341	96	70,07	96	cell wall	0,00067381549981623
GO:0000139	296	85	60,82	85	Golgi membrane	0,000395451487806891
GO:0010005	3	3	0,62	3	cortical microtubule, transverse to long axis	0,00866923182676036
GO:0005802	93	37	19,11	37	trans-Golgi network	1,17128545140604e-05
GO:0009522	92	35	18,9	35	photosystem I	0,00476151901167346
GO:0005794	683	204	140,34	204	Golgi apparatus	0,000796586360593648
GO:0033186	2	2	0,41	2	CAF-1 complex	0,0422097429767358
GO:0009538	11	8	2,26	8	photosystem I reaction center	0,000285401026066946
GO:0005768	213	58	43,77	58	endosome	0,00103964732743647
GO:0009506	212	63	43,56	63	plasmodesma	0,000933808699193645
GO:0022625	120	39	24,66	39	cytosolic large ribosomal subunit	0,00141191686023068
GO:0022627	61	19	12,53	19	cytosolic small ribosomal subunit	0,0335779663693562
GO:0010598	4	3	0,82	3	NAD(P)H dehydrogenase complex (plastoquinone)	0,0293364823369986
GO:0046658	113	37	23,22	37	anchored component of plasma membrane	0,00158811788814354
